ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	TURCHINID
18425	Dhuwal	dhuw1249	NO OR NOT		jaka	j a k a	y a k a	J V K V	J A K A	NO OR NOT:7694	7694	NO OR NOT:JK	2827
18427	Dieri	dier1241	NO OR NOT		wata	w a t a	w a t a	W V T V	W A T A	NO OR NOT:7632	7632	NO OR NOT:WT	2855
18428	Dyaabugay	dyaa1242	NO OR NOT		majŋga	m a j ŋ g a	m a y N g a	M V J N K V	M A J N K A	NO OR NOT:7674	7674	NO OR NOT:MJ	2834
18429	Djambarrpuyngu	djam1256	NO OR NOT		baːjŋu	b aː j ŋ u	b a y N u	P V J N V	P A J N Y	NO OR NOT:7694	7694	NO OR NOT:PJ	2841
18431	Djinang	djin1253	NO OR NOT		iŋki	i ŋ k i	i N k i	V N K V	I N K I	NO OR NOT:7622	7622	NO OR NOT:HN	2823
18437	Gamilaraay	gami1243	NO OR NOT		waɹai	w a ɹ a i	w a r a i	W V R V V	W A R A I	NO OR NOT:7627	7627	NO OR NOT:WR	2854
18443	Kumbainggar	kumb1268	NO OR NOT		bijagaj	b i j a g a j	b i y a g a y	P V J V K V J	P I J A K A J	NO OR NOT:7653	7653	NO OR NOT:PJ	2841
18447	Gupapuyngu	gupa1247	NO OR NOT		jaka	j a k a	y a k a	J V K V	J A K A	NO OR NOT:7694	7694	NO OR NOT:JK	2827
18448	Gurindji	guri1247	NO OR NOT		kuɭana	k u ɭ a n a	k u L a n a	K V R V N V	K Y L A N A	NO OR NOT:7628	7628	NO OR NOT:KR	2832
18451	Guyani	guya1249	NO OR NOT		malka	m a l k a	m a l k a	M V R K V	M A L K A	NO OR NOT:7662	7662	NO OR NOT:MR	2837
18452	Sydney	sydn1236	NO OR NOT		bail	b a i l	b a i l	P V V R	P A I L	NO OR NOT:7653	7653	NO OR NOT:PR	2844
18453	Jaru	jaru1254	NO OR NOT		waguɹa	w a g u ɹ a	w a g u r a	W V K V R V	W A K Y R A	NO OR NOT:7633	7633	NO OR NOT:WK	2853
18455	Djiwarli	djiw1241	NO OR NOT		wari	w a r i	w a r i	W V R V	W A R I	NO OR NOT:7627	7627	NO OR NOT:WR	2854
18456	Kalkutung	kalk1246	NO OR NOT		kuntu	k u n t u	k u n t u	K V N T V	K Y N T Y	NO OR NOT:7658	7658	NO OR NOT:KN	2831
18457	Gamilaraay	gami1243	NO OR NOT		kumːil	k u mː i l	k u m i l	K V M V R	K Y M I L	NO OR NOT:7659	7659	NO OR NOT:KM	2830
18458	Karadjeri	kara1476	NO OR NOT		molal	m o l a l	m o l a l	M V R V R	M U L A L	NO OR NOT:7621	7621	NO OR NOT:MR	2837
18460	Kartujarra	kart1247	NO OR NOT		paki	p a k i	p a k i	P V K V	P A K I	NO OR NOT:7651	7651	NO OR NOT:PK	2842
18463	Kaurna	kaur1267	NO OR NOT		jakːo	j a kː o	y a k o	J V K V	J A K U	NO OR NOT:7694	7694	NO OR NOT:JK	2827
18464	Kaurna	kaur1267	NO OR NOT		madlanːa	m a d l a nː a	m a d l a n a	M V T R V N V	M A T L A N A	NO OR NOT:7694	7694	NO OR NOT:MT	2838
18468	Kukatja	kuka1246	NO OR NOT		wica	w i c a	w i T a	W V K V	W I C A	NO OR NOT:7665	7665	NO OR NOT:WK	2853
18469	Kukatja	kuka1246	NO OR NOT		wia	w i a	w i a	W V V	W I A	NO OR NOT:7665	7665	NO OR NOT:WH	2851
18470	Kukatja	kuka1246	NO OR NOT		wi	w i	w i	W V	W I	NO OR NOT:7665	7665	NO OR NOT:WH	2851
18471	Kuku-Yalanji	kuku1273	NO OR NOT		kaɹi	k a ɹ i	k a r i	K V R V	K A R I	NO OR NOT:7639	7639	NO OR NOT:KR	2832
18476	Gurdjar	gurd1238	NO OR NOT		aːɖ	aː ɖ	a d	V T	A T	NO OR NOT:7686	7686	NO OR NOT:HT	2826
18477	Kuuku-Ya'u	kuuk1238	NO OR NOT		ŋampa	ŋ a m p a	N a m p a	N V M P V	N A M P A	NO OR NOT:7650	7650	NO OR NOT:NM	2839
18479	Kala Lagaw Ya	kala1377	NO OR NOT		lawŋa	l a w ŋ a	l a w N a	R V W N V	L A W N A	NO OR NOT:7623	7623	NO OR NOT:RW	2847
18485	Margany	marg1253	NO OR NOT		gaɖa	g a ɖ a	g a d a	K V T V	K A T A	NO OR NOT:7639	7639	NO OR NOT:KT	2833
18486	Martu Wangka	mart1256	NO OR NOT		wija	w i j a	w i y a	W V J V	W I J A	NO OR NOT:7665	7665	NO OR NOT:WJ	2852
18502	Mudburra	mudb1240	NO OR NOT		kula	k u l a	k u l a	K V R V	K Y L A	NO OR NOT:7631	7631	NO OR NOT:KR	2832
18504	Muruwari	muru1266	NO OR NOT		taluwi	t a l u w i	t a l u w i	T V R V W V	T A L Y W I	NO OR NOT:7660	7660	NO OR NOT:TR	2849
18507	Ngaanyatjarra	ngaa1240	NO OR NOT		wijaʈu	w i j a ʈ u	w i y a t u	W V J V T V	W I J A T Y	NO OR NOT:7665	7665	NO OR NOT:WJ	2852
18510	Lower Riverland	lowe1402	NO OR NOT		jeamko	j e a m k o	y e a m k o	J V V M K V	J E A M K U	NO OR NOT:1	1	NO OR NOT:JM	2828
18511	Ngamini	ngam1284	NO OR NOT		wata	w a t a	w a t a	W V T V	W A T A	NO OR NOT:7632	7632	NO OR NOT:WT	2855
18514	Ngarinman	ngar1235	NO OR NOT		magaɲ	m a g a ɲ	m a g a H	M V K V N	M A K A N	NO OR NOT:7672	7672	NO OR NOT:MK	2835
18516	Ngarluma	ngar1287	NO OR NOT		miɖa	m i ɖ a	m i d a	M V T V	M I T A	NO OR NOT:7654	7654	NO OR NOT:MT	2838
18517	Narrinyeri	narr1259	NO OR NOT		taw	t a w	t a w	T V W	T A W	NO OR NOT:7644	7644	NO OR NOT:TW	2850
18524	Northern Coastal Nyangumarta	nort2754	NO OR NOT		munu	m u n u	m u n u	M V N V	M Y N Y	NO OR NOT:1	1	NO OR NOT:MN	2836
18525	Nyamal	nyam1271	NO OR NOT		wiɹe	w i ɹ e	w i r e	W V R V	W I R E	NO OR NOT:7627	7627	NO OR NOT:WR	2854
18526	Nyangumarta	nyan1301	NO OR NOT		munu	m u n u	m u n u	M V N V	M Y N Y	NO OR NOT:7693	7693	NO OR NOT:MN	2836
18527	Nyunga	nyun1247	NO OR NOT		joːaɖ	j oː a ɖ	y o a d	J V V T	J U A T	NO OR NOT:7657	7657	NO OR NOT:JT	2829
18528	Paakantyi	darl1243	NO OR NOT		ŋaːɖa	ŋ aː ɖ a	N a d a	N V T V	N A T A	NO OR NOT:7625	7625	NO OR NOT:NT	2840
18531	Panytyima	pany1241	NO OR NOT		miʈa	m i ʈ a	m i t a	M V T V	M I T A	NO OR NOT:7654	7654	NO OR NOT:MT	2838
18532	Banggarla	bang1339	NO OR NOT		kaɹi_kuru	k a ɹ i k u r u	k a r i k u r u	K V R V K V R V	K A R I K Y R Y	NO OR NOT:7639	7639	NO OR NOT:KR	2832
18533	Bayungu	bayu1240	NO OR NOT		kuɖa	k u ɖ a	k u d a	K V T V	K Y T A	NO OR NOT:7629	7629	NO OR NOT:KT	2833
18537	Pitjantjatjara	pitj1243	NO OR NOT		wija	w i j a	w i y a	W V J V	W I J A	NO OR NOT:7665	7665	NO OR NOT:WJ	2852
18538	Pitta Pitta	pitt1247	NO OR NOT		mal̪u	m a l̪ u	m a l u	M V R V	M A L Y	NO OR NOT:7643	7643	NO OR NOT:MR	2837
18540	Ritarungo	rita1239	NO OR NOT		majʔ	m a j ʔ	m a y 7	M V J H	M A J H	NO OR NOT:7694	7694	NO OR NOT:MJ	2834
18542	Dhalandji	dhal1245	NO OR NOT		kuɖa	k u ɖ a	k u d a	K V T V	K Y T A	NO OR NOT:7629	7629	NO OR NOT:KT	2833
18543	Dhargari	dhar1247	NO OR NOT		t̪iː	t̪ iː	t i	T V	T I	NO OR NOT:7668	7668	NO OR NOT:TH	2848
18547	Wagaya	waga1260	NO OR NOT		mulal	m u l a l	m u l a l	M V R V R	M Y L A L	NO OR NOT:7643	7643	NO OR NOT:MR	2837
18552	Ngura	ngur1261	NO OR NOT		walja	w a l j a	w a l y a	W V R J V	W A L J A	NO OR NOT:7629	7629	NO OR NOT:WR	2854
18557	Warlpiri	warl1254	NO OR NOT		kili	k i l i	k i l i	K V R V	K I L I	NO OR NOT:7631	7631	NO OR NOT:KR	2832
18559	Wanman	wanm1242	NO OR NOT		paʈi	p a ʈ i	p a t i	P V T V	P A T I	NO OR NOT:7652	7652	NO OR NOT:PT	2845
18560	Wariyangga	wari1262	NO OR NOT		wari	w a r i	w a r i	W V R V	W A R I	NO OR NOT:7627	7627	NO OR NOT:WR	2854
18561	Warumungu	waru1265	NO OR NOT		waraku	w a r a k u	w a r a k u	W V R V K V	W A R A K Y	NO OR NOT:7627	7627	NO OR NOT:WR	2854
18563	Wathawurrung	wath1238	NO OR NOT		borak	b o r a k	b o r a k	P V R V K	P U R A K	NO OR NOT:7642	7642	NO OR NOT:PR	2844
18567	Wik-Mungkan	wikm1247	NO OR NOT		apːaŋ	a pː a ŋ	a p a N	V P V N	A P A N	NO OR NOT:7663	7663	NO OR NOT:HP	2824
18568	Wiradhuri	wira1262	NO OR NOT		wiraːj	w i r aː j	w i r a y	W V R V J	W I R A J	NO OR NOT:7627	7627	NO OR NOT:WR	2854
18569	Wirangu-Nauo	wira1260	NO OR NOT		maga	m a g a	m a g a	M V K V	M A K A	NO OR NOT:7636	7636	NO OR NOT:MK	2835
18575	Yan-nhangu	yann1237	NO OR NOT		ɹulka	ɹ u l k a	r u l k a	R V R K V	R Y L K A	NO OR NOT:7624	7624	NO OR NOT:RR	2846
18576	Yandruwandha	yand1253	NO OR NOT		pani	p a n i	p a n i	P V N V	P A N I	NO OR NOT:7640	7640	NO OR NOT:PN	2843
18577	Yandruwandha	yand1253	NO OR NOT		walja	w a l j a	w a l y a	W V R J V	W A L J A	NO OR NOT:7640	7640	NO OR NOT:WR	2854
18580	Yawarawarga	yawa1258	NO OR NOT		watca	w a t c a	w a t T a	W V T K V	W A T C A	NO OR NOT:7632	7632	NO OR NOT:WT	2855
18582	Yindjibarndi	yind1247	NO OR NOT		miɖa	m i ɖ a	m i d a	M V T V	M I T A	NO OR NOT:7654	7654	NO OR NOT:MT	2838
18586	Yorta Yorta	yort1237	NO OR NOT		joʈa	j o ʈ a	y o t a	J V T V	J U T A	NO OR NOT:7656	7656	NO OR NOT:JT	2829
18588	Yulparitja	yulp1238	NO OR NOT		munu	m u n u	m u n u	M V N V	M Y N Y	NO OR NOT:7693	7693	NO OR NOT:MN	2836
18589	Yuwaalaraay	yuwa1242	NO OR NOT		waːl	w aː l	w a l	W V R	W A L	NO OR NOT:7638	7638	NO OR NOT:WR	2854
18590	Adnyamathanha	adny1235	NOSE		juɲcuɹu	j u ɲ c u ɹ u	y u H T u r u	J V N K V R V	J Y N C Y R Y	NOSE:7700	7700	NOSE:JN	2859
18592	Alyawarr	alya1239	NOSE		al̪a	a l̪ a	a l a	V R V	A L A	NOSE:7712	7712	NOSE:HR	2858
18594	Arabana	arab1267	NOSE		midla	m i d l a	m i d l a	M V T R V	M I T L A	NOSE:7712	7712	NOSE:MT	2870
18598	Yugambeh-Bandjalang	band1339	NOSE		moːɹo	m oː ɹ o	m o r o	M V R V	M U R U	NOSE:7709	7709	NOSE:MR	2869
18609	Dhangu	dhan1270	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18611	Sydney	sydn1236	NOSE		nogːoɹah	n o gː o ɹ a h	n o g o r a h	N V K V R V H	N U K U R A H	NOSE:7706	7706	NOSE:NK	2873
18616	Dhuwal	dhuw1249	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18618	Dieri	dier1241	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18619	Dyaabugay	dyaa1242	NOSE		guː	g uː	g u	K V	K Y	NOSE:7702	7702	NOSE:KH	2860
18620	Djambarrpuyngu	djam1256	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18622	Djinang	djin1253	NOSE		ŋuri	ŋ u r i	N u r i	N V R V	N Y R I	NOSE:7736	7736	NOSE:NR	2875
18627	Gamilaraay	gami1243	NOSE		muɹu	m u ɹ u	m u r u	M V R V	M Y R Y	NOSE:7709	7709	NOSE:MR	2869
18633	Kumbainggar	kumb1268	NOSE		jiŋaːm	j i ŋ aː m	y i N a m	J V N V M	J I N A M	NOSE:7716	7716	NOSE:JN	2859
18638	Gupapuyngu	gupa1247	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18639	Gurindji	guri1247	NOSE		cici	c i c i	T i T i	K V K V	C I C I	NOSE:7699	7699	NOSE:KK	2861
18642	Guyani	guya1249	NOSE		moːtla	m oː t l a	m o t l a	M V T R V	M U T L A	NOSE:1	1	NOSE:MT	2870
18643	Sydney	sydn1236	NOSE		nogoːɹoː	n o g oː ɹ oː	n o g o r o	N V K V R V	N U K U R U	NOSE:7706	7706	NOSE:NK	2873
18644	Jaru	jaru1254	NOSE		diɖci	d i ɖ c i	d i d T i	T V T K V	T I T C I	NOSE:7734	7734	NOSE:TT	2878
18646	Djiwarli	djiw1241	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18649	Kalkutung	kalk1246	NOSE		iciɲci	i c i ɲ c i	i T i H T i	V K V N K V	I C I N C I	NOSE:7710	7710	NOSE:HK	2857
18650	Gamilaraay	gami1243	NOSE		muɹu	m u ɹ u	m u r u	M V R V	M Y R Y	NOSE:7709	7709	NOSE:MR	2869
18651	Karadjeri	kara1476	NOSE		milja	m i l j a	m i l y a	M V R J V	M I L J A	NOSE:7712	7712	NOSE:MR	2869
18654	Kartujarra	kart1247	NOSE		mulja	m u l j a	m u l y a	M V R J V	M Y L J A	NOSE:7712	7712	NOSE:MR	2869
18657	Kaurna	kaur1267	NOSE		mudla	m u d l a	m u d l a	M V T R V	M Y T L A	NOSE:7712	7712	NOSE:MT	2870
18662	Kukatja	kuka1246	NOSE		mulja	m u l j a	m u l y a	M V R J V	M Y L J A	NOSE:7712	7712	NOSE:MR	2869
18663	Kuku-Yalanji	kuku1273	NOSE		bucil	b u c i l	b u T i l	P V K V R	P Y C I L	NOSE:7696	7696	NOSE:PK	2876
18668	Gurdjar	gurd1238	NOSE		uː	uː	u	V	Y	NOSE:7713	7713	NOSE:HH	2856
18669	Kuuku-Ya'u	kuuk1238	NOSE		niːji	n iː j i	n i y i	N V J V	N I J I	NOSE:7717	7717	NOSE:NJ	2872
18671	Kala Lagaw Ya	kala1377	NOSE		mawa	m a w a	m a w a	M V W V	M A W A	NOSE:7697	7697	NOSE:MW	2871
18672	Kala Lagaw Ya	kala1377	NOSE		pit	p i t	p i t	P V T	P I T	NOSE:7697	7697	NOSE:PT	2877
18678	Margany	marg1253	NOSE		guː	g uː	g u	K V	K Y	NOSE:7737	7737	NOSE:KH	2860
18679	Martu Wangka	mart1256	NOSE		mulja	m u l j a	m u l y a	M V R J V	M Y L J A	NOSE:7712	7712	NOSE:MR	2869
18696	Mudburra	mudb1240	NOSE		circi	c i r c i	T i r T i	K V R K V	C I R C I	NOSE:7734	7734	NOSE:KR	2864
18698	Muruwari	muru1266	NOSE		ŋuɹu	ŋ u ɹ u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18701	Ngaanyatjarra	ngaa1240	NOSE		mulja	m u l j a	m u l y a	M V R J V	M Y L J A	NOSE:7712	7712	NOSE:MR	2869
18704	Lower Riverland	lowe1402	NOSE		moːɹot̪a	m oː ɹ o t̪ a	m o r o t a	M V R V T V	M U R U T A	NOSE:7709	7709	NOSE:MR	2869
18705	Ngamini	ngam1284	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18708	Ngarinman	ngar1235	NOSE		cidci	c i d c i	T i d T i	K V T K V	C I T C I	NOSE:7699	7699	NOSE:KT	2865
18710	Ngarluma	ngar1287	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18711	Narrinyeri	narr1259	NOSE		koːpe	k oː p e	k o p e	K V P V	K U P E	NOSE:7702	7702	NOSE:KP	2863
18719	Northern Coastal Nyangumarta	nort2754	NOSE		milja	m i l j a	m i l y a	M V R J V	M I L J A	NOSE:7712	7712	NOSE:MR	2869
18720	Nyamal	nyam1271	NOSE		muḎ/ða	m u ð a	m u 8 a	M V T V	M Y D A	NOSE:7712	7712	NOSE:MT	2870
18721	Nyangumarta	nyan1301	NOSE		milja	m i l j a	m i l y a	M V R J V	M I L J A	NOSE:7712	7712	NOSE:MR	2869
18722	Nyunga	nyun1247	NOSE		moːlja	m oː l j a	m o l y a	M V R J V	M U L J A	NOSE:7712	7712	NOSE:MR	2869
18723	Paakantyi	darl1243	NOSE		mindol	m i n d o l	m i n d o l	M V N T V R	M I N T U L	NOSE:7735	7735	NOSE:MN	2868
18726	Panytyima	pany1241	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18727	Banggarla	bang1339	NOSE		moːdla	m oː d l a	m o d l a	M V T R V	M U T L A	NOSE:7712	7712	NOSE:MT	2870
18728	Bayungu	bayu1240	NOSE		ɲiŋgulu	ɲ i ŋ g u l u	H i N g u l u	N V N K V R V	N I N K Y L Y	NOSE:7715	7715	NOSE:NN	2874
18732	Pitjantjatjara	pitj1243	NOSE		mulja	m u l j a	m u l y a	M V R J V	M Y L J A	NOSE:7712	7712	NOSE:MR	2869
18733	Pitta Pitta	pitt1247	NOSE		milja	m i l j a	m i l y a	M V R J V	M I L J A	NOSE:7712	7712	NOSE:MR	2869
18736	Ritarungo	rita1239	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18738	Dhalandji	dhal1245	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18739	Dhargari	dhar1247	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18742	Wagaya	waga1260	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18750	Ngura	ngur1261	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18755	Warlpiri	warl1254	NOSE		mulju	m u l j u	m u l y u	M V R J V	M Y L J Y	NOSE:7712	7712	NOSE:MR	2869
18757	Wanman	wanm1242	NOSE		mulja	m u l j a	m u l y a	M V R J V	M Y L J A	NOSE:7712	7712	NOSE:MR	2869
18758	Wariyangga	wari1262	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18759	Warumungu	waru1265	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18761	Wathawurrung	wath1238	NOSE		kaŋ	k a ŋ	k a N	K V N	K A N	NOSE:7701	7701	NOSE:KN	2862
18765	Wik-Mungkan	wikm1247	NOSE		wuːp	w uː p	w u p	W V P	W Y P	NOSE:7713	7713	NOSE:WP	2879
18766	Wiradhuri	wira1262	NOSE		muːruː	m uː r uː	m u r u	M V R V	M Y R Y	NOSE:7709	7709	NOSE:MR	2869
18767	Wirangu-Nauo	wira1260	NOSE		moːla	m oː l a	m o l a	M V R V	M U L A	NOSE:7712	7712	NOSE:MR	2869
18773	Yan-nhangu	yann1237	NOSE		ŋuru	ŋ u r u	N u r u	N V R V	N Y R Y	NOSE:7736	7736	NOSE:NR	2875
18774	Yandruwandha	yand1253	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18777	Yawarawarga	yawa1258	NOSE		mul̪a	m u l̪ a	m u l a	M V R V	M Y L A	NOSE:7712	7712	NOSE:MR	2869
18779	Yindjibarndi	yind1247	NOSE		mut̪a	m u t̪ a	m u t a	M V T V	M Y T A	NOSE:7729	7729	NOSE:MT	2870
18783	Yorta Yorta	yort1237	NOSE		gowu	g o w u	g o w u	K V W V	K U W Y	NOSE:7702	7702	NOSE:KW	2866
18785	Yulparitja	yulp1238	NOSE		mulja	m u l j a	m u l y a	M V R J V	M Y L J A	NOSE:7712	7712	NOSE:MR	2869
18786	Yuwaalaraay	yuwa1242	NOSE		muju	m u j u	m u y u	M V J V	M Y J Y	NOSE:7709	7709	NOSE:MJ	2867
18787	Adnyamathanha	adny1235	OLD		uɳaka	u ɳ a k a	u n a k a	V N V K V	Y N A K A	OLD:7780	7780	OLD:HN	2881
18788	Alyawarr	alya1239	OLD		ampwe	a m p w e	a m p w e	V M P W V	A M P W E	OLD:7799	7799	OLD:HM	2880
18790	Arabana	arab1267	OLD		paɳda	p a ɳ d a	p a n d a	P V N T V	P A N T A	OLD:7778	7778	OLD:PN	2902
18792	Yugambeh-Bandjalang	band1339	OLD		gid̪uhm_j	g i d̪ u h m j	g i d u h m y	K V T V H M J	K I T Y H M J	OLD:7833	7833	OLD:KT	2892
18793	Yugambeh-Bandjalang	band1339	OLD		g	g	g	K	K	OLD:7833	7833	OLD:KH	2885
18794	Yugambeh-Bandjalang	band1339	OLD		c	c	T	K	C	OLD:7833	7833	OLD:KH	2885
18795	Yugambeh-Bandjalang	band1339	OLD		gid̪ulum_j	g i d̪ u l u m j	g i d u l u m y	K V T V R V M J	K I T Y L Y M J	OLD:7833	7833	OLD:KT	2892
18796	Yugambeh-Bandjalang	band1339	OLD		dandajgam_c	d a n d a j g a m c	d a n d a y g a m T	T V N T V J K V M K	T A N T A J K A M C	OLD:7833	7833	OLD:TN	2909
18805	Dhangu	dhan1270	OLD		woruŋu	w o r u ŋ u	w o r u N u	W V R V N V	W U R Y N Y	OLD:7768	7768	OLD:WR	2914
18807	Sydney	sydn1236	OLD		kaoalː	k a o a lː	k a o a l	K V V V R	K A U A L	OLD:7785	7785	OLD:KR	2891
18812	Dhuwal	dhuw1249	OLD		ŋæt̪iliŋ	ŋ æ t̪ i l i ŋ	N E t i l i N	N V T V R V N	N E T I L I N	OLD:7777	7777	OLD:NT	2899
18814	Dieri	dier1241	OLD		puɹia	p u ɹ i a	p u r i a	P V R V V	P Y R I A	OLD:7792	7792	OLD:PR	2903
18815	Dyaabugay	dyaa1242	OLD		garu_bulaj	g a r u b u l a j	g a r u b u l a y	K V R V P V R V J	K A R Y P Y L A J	OLD:7790	7790	OLD:KR	2891
18816	Djambarrpuyngu	djam1256	OLD		wuɭman	w u ɭ m a n	w u L m a n	W V R M V N	W Y L M A N	OLD:7829	7829	OLD:WR	2914
18818	Djinang	djin1253	OLD		gajpiŋi	g a j p i ŋ i	g a y p i N i	K V J P V N V	K A J P I N I	OLD:7764	7764	OLD:KJ	2886
18821	Gamilaraay	gami1243	OLD		diɹa	d i ɹ a	d i r a	T V R V	T I R A	OLD:7788	7788	OLD:TR	2911
18822	Gamilaraay	gami1243	OLD		d̪iɹa	d̪ i ɹ a	d i r a	T V R V	T I R A	OLD:7788	7788	OLD:TR	2911
18828	Kumbainggar	kumb1268	OLD		guːju	g uː j u	g u y u	K V J V	K Y J Y	OLD:7837	7837	OLD:KJ	2886
18831	Gupapuyngu	gupa1247	OLD		norutc	n o r u t c	n o r u t T	N V R V T K	N U R Y T C	OLD:7825	7825	OLD:NR	2898
18832	Gurindji	guri1247	OLD		larpa	l a r p a	l a r p a	R V R P V	L A R P A	OLD:7769	7769	OLD:RR	2906
18835	Guyani	guya1249	OLD		waɹupiɳana	w a ɹ u p i ɳ a n a	w a r u p i n a n a	W V R V P V N V N V	W A R Y P I N A N A	OLD:7781	7781	OLD:WR	2914
18836	Jaru	jaru1254	OLD		ŋamuɲu	ŋ a m u ɲ u	N a m u H u	N V M V N V	N A M Y N Y	OLD:7771	7771	OLD:NM	2896
18838	Djiwarli	djiw1241	OLD		maɲciɹa	m a ɲ c i ɹ a	m a H T i r a	M V N K V R V	M A N C I R A	OLD:7802	7802	OLD:MN	2894
18841	Kalkutung	kalk1246	OLD		cajaŋu	c a j a ŋ u	T a y a N u	K V J V N V	C A J A N Y	OLD:7796	7796	OLD:KJ	2886
18842	Gamilaraay	gami1243	OLD		diɹa	d i ɹ a	d i r a	T V R V	T I R A	OLD:7788	7788	OLD:TR	2911
18843	Gamilaraay	gami1243	OLD		d̪iɹa	d̪ i ɹ a	d i r a	T V R V	T I R A	OLD:7788	7788	OLD:TR	2911
18844	Karadjeri	kara1476	OLD		purku	p u r k u	p u r k u	P V R K V	P Y R K Y	OLD:7795	7795	OLD:PR	2903
18846	Kartujarra	kart1247	OLD		ciɭpij	c i ɭ p i j	T i L p i y	K V R P V J	C I L P I J	OLD:7830	7830	OLD:KR	2891
18849	Kaurna	kaur1267	OLD		piɹipiɹi	p i ɹ i p i ɹ i	p i r i p i r i	P V R V P V R V	P I R I P I R I	OLD:7779	7779	OLD:PR	2903
18853	Kukatja	kuka1246	OLD		madawaɹa	m a d a w a ɹ a	m a d a w a r a	M V T V W V R V	M A T A W A R A	OLD:7761	7761	OLD:MT	2895
18854	Kuku-Yalanji	kuku1273	OLD		mukul	m u k u l	m u k u l	M V K V R	M Y K Y L	OLD:7828	7828	OLD:MK	2893
18858	Gurdjar	gurd1238	OLD		worokiŋ	w o r o k i ŋ	w o r o k i N	W V R V K V N	W U R U K I N	OLD:7751	7751	OLD:WR	2914
18859	Kuuku-Ya'u	kuuk1238	OLD		jilaːmu	j i l aː m u	y i l a m u	J V R V M V	J I L A M Y	OLD:7824	7824	OLD:JR	2883
18860	Kala Lagaw Ya	kala1377	OLD		dobu	d o b u	d o b u	T V P V	T U P Y	OLD:7762	7762	OLD:TP	2910
18880	Mudburra	mudb1240	OLD		kampara	k a m p a r a	k a m p a r a	K V M P V R V	K A M P A R A	OLD:7773	7773	OLD:KM	2888
18882	Muruwari	muru1266	OLD		wat̪ul	w a t̪ u l	w a t u l	W V T V R	W A T Y L	OLD:7744	7744	OLD:WT	2915
18885	Ngaanyatjarra	ngaa1240	OLD		kutculpiŋkatca	k u t c u l p i ŋ k a t c a	k u t T u l p i N k a t T a	K V T K V R P V N K V T K V	K Y T C Y L P I N K A T C A	OLD:7739	7739	OLD:KT	2892
18887	Lower Riverland	lowe1402	OLD		bukːul	b u kː u l	b u k u l	P V K V R	P Y K Y L	OLD:7812	7812	OLD:PK	2900
18888	Ngamini	ngam1284	OLD		kundɹu	k u n d ɹ u	k u n d r u	K V N T R V	K Y N T R Y	OLD:7815	7815	OLD:KN	2889
18891	Ngarinman	ngar1235	OLD		maɳaɲburu	m a ɳ a ɲ b u r u	m a n a H b u r u	M V N V N P V R V	M A N A N P Y R Y	OLD:7774	7774	OLD:MN	2894
18892	Ngarluma	ngar1287	OLD		n̪andiɳdi	n̪ a n d i ɳ d i	n a n d i n d i	N V N T V N T V	N A N T I N T I	OLD:7816	7816	OLD:NN	2897
18893	Narrinyeri	narr1259	OLD		ɹanwul	ɹ a n w u l	r a n w u l	R V N W V R	R A N W Y L	OLD:7784	7784	OLD:RN	2905
18901	Northern Coastal Nyangumarta	nort2754	OLD		pica	p i c a	p i T a	P V K V	P I C A	OLD:7806	7806	OLD:PK	2900
