ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	TURCHINID
9991	Ruc	scb	nine		ciːn³	c iː n	T i n	K V N	C I N	1	1564	nine:KN	1846
9994	Vietnamese	vie	nine		chín	c h í n	T h i n	K H V N	C H I N	1	1564	nine:KH	1844
10005	Alak	alk	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10006	Bahnar-Golar	bdq	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10007	Bahnar-Kontum	bdq	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10008	Bahnar-Pleiku	bdq	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10009	Brao	brb	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10013	Cua	cua	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10014	Halang	hal	nose		mṳh	m ṳ h	m i h	M V H	M Y H	1	1575	nose:MH	1868
10015	Jeh	jeh	nose		mṳh	m ṳ h	m i h	M V H	M Y H	1	1575	nose:MH	1868
10016	Jru-Laven	lbo	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10020	Mnong-Rölöm	mng	nose		moh	m o h	m o h	M V H	M U H	1	1575	nose:MH	1868
10021	Nyaheun	nev	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10023	Rengao	ren	nose		mṳh	m ṳ h	m i h	M V H	M Y H	1	1575	nose:MH	1868
10025	Sedang	sed	nose		mòh	m ò h	m o h	M V H	M U H	1	1575	nose:MH	1868
10026	Sre	kpm	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10027	Stieng	sti	nose		moh	m o h	m o h	M V H	M U H	1	1575	nose:MH	1868
10030	Bru-Talan	oog	nose		moh	m o h	m o h	M V H	M U H	1	1575	nose:MH	1868
10031	Bru-Ubon	bru	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10032	In	irr	nose		tərmoh	t ə r m o h	t I r m o h	T V R M V H	T E R M U H	1	1575	nose:TR	1874
10033	Katang	kgd	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10034	Katu-AnDiem	ktv	nose		mɔh	m ɔ h	m o h	M V H	M U H	1	1575	nose:MH	1868
10036	Kui(Sriwises1978)	kdt	nose		mùh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10037	Kui(Huffman1979)	kdt	nose		mṳh	m ṳ h	m i h	M V H	M Y H	1	1575	nose:MH	1868
10039	Mankong	sss	nose		mṳh	m ṳ h	m i h	M V H	M Y H	1	1575	nose:MH	1868
10040	Nge'	ngt	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10041	Pacoh	pac	nose		mo̰h	m o̰ h	m o h	M V H	M U H	1	1575	nose:MH	1868
10042	So-Khammouane	sss	nose		mṳh	m ṳ h	m i h	M V H	M Y H	1	1575	nose:MH	1868
10043	So-SakonNakhon	sss	nose		mṳh	m ṳ h	m i h	M V H	M Y H	1	1575	nose:MH	1868
10044	Souei-Saravan	kdt	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10045	TaOi	tto	nose		tərmoh	t ə r m o h	t I r m o h	T V R M V H	T E R M U H	1	1575	nose:TR	1874
10046	Khasi	khi	nose		kʰmut	kʰ m u t	k m u t	K M V T	K M Y T	3	1576	nose:KM	1864
10048	Pnar	pbv	nose		kʰmut	kʰ m u t	k m u t	K M V T	K M Y T	3	1576	nose:KM	1864
10049	War-Lamin	aml	nose		mərkɒ̃ŋ	m ə r k ɒ̃ ŋ	m I r k o N	M V R K V N	M E R K O N	4	1577	nose:MR	1870
10050	Khmer-Surin	kxm	nose		ʨmɔh	ʨ m ɔ h	C m o h	K M V H	C M U H	1	1575	nose:KM	1864
10051	Khmer-Standard	khm	nose		crɑmoh	c r ɑ m o h	T r o m o h	K R V M V H	C R A M U H	1	1575	nose:KR	1866
10052	Idu	tyh	nose		mṵ̂ː	m ṵ̂ː	m u	M V	M Y	1	1575	nose:MH	1868
10053	Khmu-Cuang	kjg	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10055	Khmu-Yuan	kjg	nose		mùh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10057	Mal-T'in	mlf	nose		moh	m o h	m o h	M V H	M U H	1	1575	nose:MH	1868
10063	Bugan	bbh	nose		pə⁵⁵mã̱³¹	pə⁵⁵ mã̱³¹	p m	P M	P M	1	1575	nose:PM	1872
10064	Mang	zng	nose		ŋ¹myː¹	ŋ¹ myː¹	N m	N M	N M	1	1575	nose:NM	1871
10065	Mon	mnw	nose		muh	m u h	m u h	M V H	M Y H	1	1575	nose:MH	1868
10066	Nyahkur	cbn	nose		hmɔ́h	h m ɔ́ h	h m o h	H M V H	H M U H	1	1575	nose:HM	1862
10069	Gorum	pcj	nose		muʔ	m u ʔ	m u 7	M V H	M Y H	1	1575	nose:MH	1868
10072	Kharia	khr	nose		rɔˈmɔŋ	r ɔ ˈm ɔ ŋ	r o m o N	R V M V N	R U M U N	5	1578	nose:RM	1873
10077	Santali	sat	nose		mu	m u	m u	M V	M Y	1	1575	nose:MH	1868
10078	Sora	srb	nose		mʔu	m ʔ u	m 7 u	M H V	M H Y	1	1575	nose:MH	1868
10079	Car	caq	nose		ɛlmɛh	ɛ l m ɛ h	E l m E h	V R M V H	E L M E H	1	1575	nose:HR	1863
10081	Nancowri	ncb	nose		moãh	m oã h	m o h	M V H	M U H	1	1575	nose:MH	1868
10091	Lawa(Ratanakul)	lcp	nose		maɨh	m aɨ h	m a h	M V H	M A H	3	1576	nose:MH	1868
10093	ManMet	mml	nose		tʰuʔ⁵³tɤʔ⁵³	tʰuʔ⁵³ tɤʔ⁵³	t t	T T	T T	6	1579	nose:TT	1875
10095	Palaung-Dara'ang	pce	nose		goŋmuh	g o ŋ m u h	g o N m u h	K V N M V H	K U N M Y H	3	1576	nose:KN	1865
10096	Palaung-Kalaw	pce	nose		guŋmuh	guŋ muh	g m	K M	K M	3	1576	nose:KM	1864
10098	Palaung-Namhsan	pce	nose		mur	m u r	m u r	M V R	M Y R	3	1576	nose:MR	1870
10099	Riang-Sak	ril	nose		kᵊɗɔʔ¹	kᵊ ɗ ɔ ʔ	k d o 7	K T V H	K T U H	6	1579	nose:KT	1867
10103	Wa-Praok	prk	nose		mɯ̤ih	m ɯ̤i h	m u h	M V H	M I H	3	1576	nose:MH	1868
10110	Karii	pkt	nose		mùːjh	m uː j h	m u y h	M V J H	M Y J H	3	1576	nose:MJ	1869
10113	Ruc	scb	nose		muːlʰ¹	m uː lʰ	m u l	M V R	M Y L	3	1576	nose:MR	1870
10116	Vietnamese	vie	nose		mũi	m ũi	m u	M V	M Y	3	1576	nose:MH	1868
10128	Alak	alk	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10129	Alak	alk	old		tatɨa	t a t ɨa	t a t I	T V T V	T A T I	11	1581	old:TT	1900
10130	Bahnar-Golar	bdq	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10131	Bahnar-Golar	bdq	old		sɔː	s ɔː	s o	S V	S U	12	1582	old:SH	1895
10132	Bahnar-Kontum	bdq	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10133	Bahnar-Kontum	bdq	old		sɔː	s ɔː	s o	S V	S U	12	1582	old:SH	1895
10134	Bahnar-Pleiku	bdq	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10135	Bahnar-Kontum	bdq	old		sɔː	s ɔː	s o	S V	S U	12	1582	old:SH	1895
10136	Brao	brb	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10139	Cua	cua	old		karaʔ	k a r a ʔ	k a r a 7	K V R V H	K A R A H	10	1580	old:KR	1884
10140	Cua	cua	old		ɗuːt	ɗ uː t	d u t	T V T	T Y T	14	1583	old:TT	1900
10141	Halang	hal	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10142	Halang	hal	old		gɛh	g ɛ h	g E h	K V H	K E H	15	1584	old:KH	1881
10143	Jeh	jeh	old		rəʔih	r ə ʔ i h	r I 7 i h	R V H V H	R E H I H	16	1585	old:RH	1893
10144	Jru-Laven	lbo	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10145	Jru-Laven	lbo	old		tɨa	t ɨa	t I	T V	T I	3	1596	old:TH	1898
10147	Mnong-Rölöm	mng	old		jaw	j a w	y a w	J V W	J A W	17	1586	old:JW	1880
10148	Mnong-Rölöm	mng	old		ʔuraːɲ	ʔ u r aː ɲ	7 u r a H	H V R V N	H Y R A N	18	1587	old:HR	1878
10149	Nyaheun	nev	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10151	Rengao	ren	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580	old:KR	1884
10153	Sedang	sed	old		kra	k r a	k r a	K R V	K R A	10	1580	old:KR	1884
10154	Sre	kpm	old		kra	k r a	k r a	K R V	K R A	10	1580	old:KR	1884
10155	Stieng	sti	old		kəmraː	k ə m r aː	k I m r a	K V M R V	K E M R A	10	1580	old:KM	1882
10157	Bru-Talan	oog	old		tiˀiʔ	t iˀi ʔ	t i 7	T V H	T I H	3	1596	old:TH	1898
10158	Bru-Talan	oog	old		kreˀeŋ	k r eˀe ŋ	k r e N	K R V N	K R E N	19	1588	old:KR	1884
10159	Bru-Ubon	bru	old		ti̤aʔ	t i̤a ʔ	t i 7	T V H	T I H	3	1596	old:TH	1898
10160	In	irr	old		tḭːh	t ḭː h	t i h	T V H	T I H	3	1596	old:TH	1898
10161	In	irr	old		krḛːŋ	k r ḛː ŋ	k r e N	K R V N	K R E N	19	1588	old:KR	1884
10162	Katang	kgd	old		tiːa	t iːa	t i	T V	T I	3	1596	old:TH	1898
10163	Katang	kgd	old		kriːeŋ	k r iːe ŋ	k r i N	K R V N	K R I N	19	1588	old:KR	1884
10164	Katu-AnDiem	ktv	old		tiː	t iː	t i	T V	T I	3	1596	old:TH	1898
10165	Kui(Sriwises1978)	kdt	old		tiː	t iː	t i	T V	T I	3	1596	old:TH	1898
10166	Kui(Huffman1979)	kdt	old		tiə	t iə	t i	T V	T I	3	1596	old:TH	1898
10168	Mankong	sss	old		ti̤aʔ	t i̤a ʔ	t i 7	T V H	T I H	3	1596	old:TH	1898
10169	Mankong	sss	old		kri̤əŋ	k r i̤ə ŋ	k r i N	K R V N	K R I N	19	1588	old:KR	1884
10170	Nge'	ngt	old		karreːŋ	k a rr eː ŋ	k a r e N	K V R V N	K A R E N	19	1588	old:KR	1884
10171	Nge'	ngt	old		tiːʔ	t iː ʔ	t i 7	T V H	T I H	3	1596	old:TH	1898
10172	Pacoh	pac	old		tiəʔ	t iə ʔ	t i 7	T V H	T I H	3	1596	old:TH	1898
10173	So-Khammouane	sss	old		ʔaɲɔh	ʔ a ɲ ɔ h	7 a H o h	H V N V H	H A N U H	20	1589	old:HN	1877
10174	So-SakonNakhon	sss	old		ti̤əʔ	t i̤ə ʔ	t i 7	T V H	T I H	3	1596	old:TH	1898
10175	Souei-Saravan	kdt	old		tiː	t iː	t i	T V	T I	3	1596	old:TH	1898
10176	Souei-Saravan	kdt	old		kriaŋ	k r ia ŋ	k r i N	K R V N	K R I N	19	1588	old:KR	1884
10177	TaOi	tto	old		tiː	t iː	t i	T V	T I	3	1596	old:TH	1898
10178	Khasi	khi	old		rim	r i m	r i m	R V M	R I M	20	1589	old:RM	1894
10180	Pnar	pbv	old		rim	r i m	r i m	R V M	R I M	20	1589	old:RM	1894
10181	War-Lamin	aml	old		sәrem	s ə r e m	s I r e m	S V R V M	S E R E M	20	1589	old:SR	1897
10182	Khmer-Surin	kxm	old		ʨah	ʨ a h	C a h	K V H	C A H	21	1590	old:KH	1881
10183	Khmer-Standard	khm	old		cah	c a h	T a h	K V H	C A H	21	1590	old:KH	1881
10184	Idu	tyh	old		pʰrɛ̰̂ːm	pʰ r ɛ̰̂ː m	p r E m	P R V M	P R E M	20	1589	old:PR	1892
10185	Idu	tyh	old		brḭ̂ə	b r ḭ̂ə	b r i	P R V	P R I	22	1591	old:PR	1892
10186	Khmu-Cuang	kjg	old		ʰmaŋ	ʰm a ŋ	m a N	M V N	M A N	23	1592	old:MN	1886
10190	Mal-T'in	mlf	old		pʰjeːm	pʰ j eː m	p y e m	P J V M	P J E M	20	1589	old:PJ	1888
10197	Bugan	bbh	old		ʑuŋ³¹	ʑ u ŋ	Z u N	S V N	S Y N	26	1593	old:SN	1896
10198	Mang	zng	old		hum³	h u m	h u m	H V M	H Y M	26	1593	old:HM	1876
10199	Mang	zng	old		pjaː³	p j aː	p y a	P J V	P J A	27	1594	old:PJ	1888
10200	Mon	mnw	old		karem	k a r e m	k a r e m	K V R V M	K A R E M	20	1589	old:KR	1884
10201	Mon	mnw	old		pjùʔ	p j u ʔ	p y u 7	P J V H	P J Y H	27	1594	old:PJ	1888
10202	Nyahkur	cbn	old		pəcʰùːʔ	p ə cʰ uː ʔ	p I T u 7	P V K V H	P E C Y H	27	1594	old:PK	1889
10205	Gorum	pcj	old		papur	p a p u r	p a p u r	P V P V R	P A P Y R	28	1595	old:PP	1891
10208	Kharia	khr	old		bair	b ai r	b a r	P V R	P A R	28	1595	old:PR	1892
10211	Santali	sat	old		haɽam	h a ɽ a m	h a r a m	H V R V M	H A R A M	31	1597	old:HR	1878
10212	Sora	srb	old		tələɟba	t ə l ə ɟ b a	t I l I C b a	T V R V K P V	T E L E C P A	32	1598	old:TR	1899
10213	Sora	srb	old		papɨr	p a p ɨ r	p a p I r	P V P V R	P A P I R	28	1595	old:PP	1891
10214	Car	caq	old		hətɾɛh	h ə t ɾ ɛ h	h I t r E h	H V T R V H	H E T R E H	33	1599	old:HT	1879
10215	Car	caq	old		kəɲ	k ə ɲ	k I H	K V N	K E N	34	1600	old:KN	1883
10217	Nancowri	ncb	old		ʃi	ʃ i	S i	S V	S I	36	1601	old:SH	1895
10228	Lawa(Ratanakul)	lcp	old		pjaim	p j ai m	p y a m	P J V M	P J A M	20	1589	old:PJ	1888
10231	ManMet	mml	old		pʰim⁵⁵	pʰ i m	p i m	P V M	P I M	20	1589	old:PM	1890
10232	Palaung-Dara'ang	pce	old		kăt	k ă t	k a t	K V T	K A T	45	1603	old:KT	1885
10233	Palaung-Kalaw	pce	old		mɓriːm	m ɓ r iː m	m b r i m	M P R V M	M P R I M	20	1589	old:MP	1887
10235	Palaung-Namhsan	pce	old		prim	p r i m	p r i m	P R V M	P R I M	20	1589	old:PR	1892
10236	Riang-Sak	ril	old		triːm¹	t r iː m	t r i m	T R V M	T R I M	20	1589	old:TR	1899
10240	Wa-Praok	prk	old		prim	p r i m	p r i m	P R V M	P R I M	20	1589	old:PR	1892
10241	Wa-Praok	prk	old		rɛ̤ʔ	r ɛ̤ ʔ	r E 7	R V H	R E H	43	1602	old:RH	1893
10250	Karii	pkt	old		kraː	k r aː	k r a	K R V	K R A	10	1580	old:KR	1884
10253	Ruc	scb	old		kumɐ̀k⁸	k u m ɐ̀ k	k u m a k	K V M V K	K Y M E K	10	1580	old:KM	1882
10255	Vietnamese	vie	old		già	g i à	g i a	K V V	K I A	10	1580	old:KH	1881
10256	Vietnamese	vie	old		trẻ	t r e	t r e	T R V	T R E	22	1591	old:TR	1899
10267	Alak	alk	one		moːj	m oː j	m o y	M V J	M U J	2	1607	one:MJ	1907
10268	Bahnar-Golar	bdq	one		moːɲ	m oː ɲ	m o H	M V N	M U N	4	1612	one:MN	1910
10269	Bahnar-Kontum	bdq	one		moːɲ	m oː ɲ	m o H	M V N	M U N	4	1612	one:MN	1910
10270	Bahnar-Pleiku	bdq	one		moːɲ	m oː ɲ	m o H	M V N	M U N	4	1612	one:MN	1910
10271	Brao	brb	one		muːj	m uː j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10275	Cua	cua	one		muj	m u j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10276	Halang	hal	one		mo̤jʔ	m o̤ j ʔ	m o y 7	M V J H	M U J H	2	1607	one:MJ	1907
10277	Jeh	jeh	one		mṳːj	m ṳː j	m i y	M V J	M Y J	2	1607	one:MJ	1907
10278	Jru-Laven	lbo	one		muːj	m uː j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10282	Mnong-Rölöm	mng	one		mue	m ue	m u	M V	M Y	2	1607	one:MH	1906
10283	Nyaheun	nev	one		mue	m ue	m u	M V	M Y	2	1607	one:MH	1906
10285	Rengao	ren	one		mo̤j	m o̤ j	m o y	M V J	M U J	2	1607	one:MJ	1907
10287	Sedang	sed	one		moj	m o j	m o y	M V J	M U J	2	1607	one:MJ	1907
10288	Stieng	sti	one		muoj	m uo j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10291	Bru-Talan	oog	one		mo:j	m o: j	m o y	M V J	M U J	2	1607	one:MJ	1907
10292	Bru-Ubon	bru	one		muəj	m uə j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10293	In	irr	one		mo̰ːj	m o̰ː j	m o y	M V J	M U J	2	1607	one:MJ	1907
10294	Katang	kgd	one		muːəj	m uːə j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10295	Katu-AnDiem	ktv	one		mɨj	m ɨ j	m I y	M V J	M I J	2	1607	one:MJ	1907
10296	Kui(Sriwises1978)	kdt	one		mùːj	m uː j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10297	Kui(Huffman1979)	kdt	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607	one:MJ	1907
10299	Mankong	sss	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607	one:MJ	1907
10300	Nge'	ngt	one		mʌːjʔ	m ʌː j ʔ	m o y 7	M V J H	M E J H	2	1607	one:MJ	1907
10301	Pacoh	pac	one		mṵːj	m ṵː j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10302	So-Khammouane	sss	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607	one:MJ	1907
10303	So-SakonNakhon	sss	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607	one:MJ	1907
10304	Souei-Saravan	kdt	one		məːjʔ	m əː j ʔ	m I y 7	M V J H	M E J H	2	1607	one:MJ	1907
10305	TaOi	tto	one		moːj	m oː j	m o y	M V J	M U J	2	1607	one:MJ	1907
10306	Khasi	khi	one		wɛj	w ɛ j	w E y	W V J	W E J	5	1613	one:WJ	1918
10308	Pnar	pbv	one		wi	w i	w i	W V	W I	5	1613	one:WH	1917
10309	War-Lamin	aml	one		mi	m i	m i	M V	M I	2	1607	one:MH	1906
10310	Khmer-Surin	kxm	one		mʊːj	m ʊː j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10311	Khmer-Standard	khm	one		mùəj	m u ə j	m u I y	M V V J	M Y E J	2	1607	one:MJ	1907
10312	Idu	tyh	one		handɨ̰̂ːj	h a n d ɨ̰̂ː j	h a n d I y	H V N T V J	H A N T I J	6	1614	one:HN	1903
10313	Khmu-Cuang	kjg	one		moːj	m oː j	m o y	M V J	M U J	2	1607	one:MJ	1907
10315	Khmu-Yuan	kjg	one		mòːj	m òː j	m o y	M V J	M U J	2	1607	one:MJ	1907
10317	Mal-T'in	mlf	one		móːj	m óː j	m o y	M V J	M U J	2	1607	one:MJ	1907
10323	Bugan	bbh	one		bɔ⁵⁵	b ɔ	b o	P V	P U	8	1615	one:PH	1912
10324	Bugan	bbh	one		mə⁵⁵	m ə	m I	M V	M E	2	1607	one:MH	1906
10325	Mang	zng	one		mak⁷	m a k	m a k	M V K	M A K	9	1616	one:MK	1908
10326	Mon	mnw	one		mòa	m ò a	m o a	M V V	M U A	2	1607	one:MH	1906
10327	Nyahkur	cbn	one		muaj²	m ua j	m u y	M V J	M Y J	2	1607	one:MJ	1907
10334	Gorum	pcj	one		bo̰j	b o̰ j	b o y	P V J	P U J	2	1607	one:PJ	1913
10337	Kharia	khr	one		mɔiŋ	m ɔi ŋ	m o N	M V N	M U N	2	1607	one:MN	1910
10340	Santali	sat	one		mit˺	m i t˺	m i t	M V T	M I T	2	1607	one:MT	1911
10341	Sora	srb	one		bɔɟ	b ɔ ɟ	b o C	P V K	P U C	2	1607	one:PK	1914
10342	Sora	srb	one		mɨɟ	m ɨ ɟ	m I C	M V K	M I C	2	1607	one:MK	1908
10343	Car	caq	one		heŋ	h e ŋ	h e N	H V N	H E N	13	1604	one:HN	1903
10345	Nancowri	ncb	one		heaŋ	h ea ŋ	h e N	H V N	H E N	13	1604	one:HN	1903
10353	Lawa(Ratanakul)	lcp	one		tʰiʔ	tʰ i ʔ	t i 7	T V H	T I H	17	1605	one:TH	1916
10355	ManMet	mml	one		ma¹³ɔ³¹,m̩'ɔ³¹	ma¹³ ɔ³¹, m̩'ɔ³¹	m o m	M V M	M U M	23	1611	one:MM	1909
10357	Palaung-Dara'ang	pce	one		l̥eih	l̥ ei h	l e h	R V H	L E H	20	1608	one:RH	1915
10358	Palaung-Dara'ang	pce	one		Ɂu	Ɂ u	7 u	H V	H Y	19	1606	one:HH	1901
10359	Palaung-Kalaw	pce	one		ʔuɓok	ʔu ɓok	7 b	H P	H P	19	1606	one:HP	1904
10361	Palaung-Namhsan	pce	one		hlɛ	h l ɛ	h l E	H R V	H L E	20	1608	one:HR	1905
10362	Palaung-Namhsan	pce	one		ʔu	ʔ u	7 u	H V	H Y	19	1606	one:HH	1901
10363	Riang-Sak	ril	one		hɔk¹	h ɔ k	h o k	H V K	H U K	21	1609	one:HK	1902
10367	Wa-Praok	prk	one		ti̤ʔ	t i̤ ʔ	t i 7	T V H	T I H	17	1605	one:TH	1916
10374	Karii	pkt	one		moːc	m oː c	m o T	M V K	M U C	22	1610	one:MK	1908
10377	Ruc	scb	one		mʊːc⁸	m ʊː c	m u T	M V K	M Y C	22	1610	one:MK	1908
10380	Vietnamese	vie	one		một	m o t	m o t	M V T	M U T	22	1610	one:MT	1911
10382	Alak	alk	palm (of hand)		capaːŋ	c a p aː ŋ	T a p a N	K V P V N	C A P A N	1	1617	palm (of hand):KP	1923
10383	Bahnar-Golar	bdq	palm (of hand)		pəlaʔ	p ə l a ʔ	p I l a 7	P V R V H	P E L A H	2	1622	palm (of hand):PR	1927
10384	Bahnar-Kontum	bdq	palm (of hand)		pəlaʔ	p ə l a ʔ	p I l a 7	P V R V H	P E L A H	2	1622	palm (of hand):PR	1927
10385	Bahnar-Pleiku	bdq	palm (of hand)		pəlaʔ	p ə l a ʔ	p I l a 7	P V R V H	P E L A H	2	1622	palm (of hand):PR	1927
10386	Bahnar-Pleiku	bdq	palm (of hand)		kəpaːŋ	k ə p aː ŋ	k I p a N	K V P V N	K E P A N	1	1617	palm (of hand):KP	1923
10390	Cua	cua	palm (of hand)		plaː	p l aː	p l a	P R V	P L A	2	1622	palm (of hand):PR	1927
10391	Jeh	jeh	palm (of hand)		kəpaːŋti̤ː	kəpaːŋ ti̤ː	k t	K T	K T	1	1617	palm (of hand):KT	1924
10392	Jru-Laven	lbo	palm (of hand)		hpaːŋ	h p aː ŋ	h p a N	H P V N	H P A N	1	1617	palm (of hand):HP	1919
10396	Mnong-Rölöm	mng	palm (of hand)		paːŋtiː	paːŋ tiː	p t	P T	P T	1	1617	palm (of hand):PT	1928
10397	Nyaheun	nev	palm (of hand)		paːŋ	p aː ŋ	p a N	P V N	P A N	1	1617	palm (of hand):PN	1926
10399	Rengao	ren	palm (of hand)		kəpaːŋti̤ː	kəpaːŋ ti̤ː	k t	K T	K T	1	1617	palm (of hand):KT	1924
10401	Sedang	sed	palm (of hand)		kəpɛ̰əŋ	k ə p ɛ̰ə ŋ	k I p E N	K V P V N	K E P E N	1	1617	palm (of hand):KP	1923
10402	Sre	kpm	palm (of hand)		paŋ	p a ŋ	p a N	P V N	P A N	1	1617	palm (of hand):PN	1926
10403	Stieng	sti	palm (of hand)		paːŋ	p aː ŋ	p a N	P V N	P A N	1	1617	palm (of hand):PN	1926
10406	Bru-Talan	oog	palm (of hand)		təlaˀaŋ	t ə l aˀa ŋ	t I l a N	T V R V N	T E L A N	4	1629	palm (of hand):TR	1937
10407	Bru-Ubon	bru	palm (of hand)		təlaːŋ	t ə l aː ŋ	t I l a N	T V R V N	T E L A N	4	1629	palm (of hand):TR	1937
10408	Katang	kgd	palm (of hand)		təlaːŋʔatɪː	təlaːŋ ʔatɪː	t 7	T H	T H	4	1629	palm (of hand):TH	1934
10409	Katu-AnDiem	ktv	palm (of hand)		tapaːŋ	t a p aː ŋ	t a p a N	T V P V N	T A P A N	1	1617	palm (of hand):TP	1936
10411	Kui(Sriwises1978)	kdt	palm (of hand)		laːŋ	l aː ŋ	l a N	R V N	L A N	4	1629	palm (of hand):RN	1929
10412	Kui(Huffman1979)	kdt	palm (of hand)		traːŋtʌj	traːŋ tʌj	t t	T T	T T	4	1629	palm (of hand):TT	1938
10414	Mankong	sss	palm (of hand)		təlaːŋ	t ə l aː ŋ	t I l a N	T V R V N	T E L A N	4	1629	palm (of hand):TR	1937
10415	Nge'	ngt	palm (of hand)		tampaŋ	t a m p a ŋ	t a m p a N	T V M P V N	T A M P A N	1	1617	palm (of hand):TM	1935
10416	Pacoh	pac	palm (of hand)		təmpaːŋ	t ə m p aː ŋ	t I m p a N	T V M P V N	T E M P A N	1	1617	palm (of hand):TM	1935
10417	So-Khammouane	sss	palm (of hand)		təlaːŋʔatiː	təlaːŋ ʔatiː	t 7	T H	T H	4	1629	palm (of hand):TH	1934
10418	So-SakonNakhon	sss	palm (of hand)		təlaːŋʔati̤ː	təlaːŋ ʔati̤ː	t 7	T H	T H	4	1629	palm (of hand):TH	1934
10419	Souei-Saravan	kdt	palm (of hand)		təlaːŋtiː	təlaːŋ tiː	t t	T T	T T	4	1629	palm (of hand):TT	1938
10420	TaOi	tto	palm (of hand)		təlaːŋ	t ə l aː ŋ	t I l a N	T V R V N	T E L A N	4	1629	palm (of hand):TR	1937
10421	Khasi	khi	palm (of hand)		slati	sla ti	s t	S T	S T	5	1630	palm (of hand):ST	1933
10422	Pnar	pbv	palm (of hand)		slakti	sla kti	s k	S K	S K	5	1630	palm (of hand):SK	1932
10423	War-Lamin	aml	palm (of hand)		poʔta	poʔ ta	p t	P T	P T	6	1631	palm (of hand):PT	1928
10424	Khmer-Surin	kxm	palm (of hand)		baːt	b aː t	b a t	P V T	P A T	7	1632	palm (of hand):PT	1928
10425	Khmer-Standard	khm	palm (of hand)		baːt	b aː t	b a t	P V T	P A T	7	1632	palm (of hand):PT	1928
10426	Idu	tyh	palm (of hand)		dallâ̰ːtâ̤ːj	dallâ̰ː tâ̤ːj	d t	T T	T T	8	1633	palm (of hand):TT	1938
10427	Khmu-Cuang	kjg	palm (of hand)		kdaːk	k d aː k	k d a k	K T V K	K T A K	9	1634	palm (of hand):KT	1924
10429	Khmu-Yuan	kjg	palm (of hand)		ktáːk	k t áː k	k t a k	K T V K	K T A K	9	1634	palm (of hand):KT	1924
10430	Mal-T'in	mlf	palm (of hand)		laːŋ	l aː ŋ	l a N	R V N	L A N	4	1629	palm (of hand):RN	1929
10435	Bugan	bbh	palm (of hand)		ʦo̱u̱³¹	ʦ o̱u̱	c o	K V	C U	12	1618	palm (of hand):KH	1922
10436	Mang	zng	palm (of hand)		ɗaːj¹tiː²	ɗaːj¹ tiː²	d t	T T	T T	13	1619	palm (of hand):TT	1938
