ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	INFOMAPID
14748	Warumungu	waru1265	LAUGH		wiljar_canta	w i l j a r c a n t a	W V R J V R K V N T V	w i l y a r T a n t a	W I L J A R C A N T A	LAUGH:6018	6018	LAUGH:3242	3242
14750	Wathawurrung	wath1238	LAUGH		weka	w e k a	W V K V	w e k a	W E K A	LAUGH:6036	6036	LAUGH:3243	3243
14753	Wik-Mungkan	wikm1247	LAUGH		t̪eŋk	t̪ e ŋ k	T V N K	t e N k	T E N K	LAUGH:6051	6051	LAUGH:3244	3244
14754	Wiradhuri	wira1262	LAUGH		keːntnunːa	k eː n t n u nː a	K V N T N V N V	k e n t n u n a	K E N T N Y N A	LAUGH:6015	6015	LAUGH:3216	3216
14755	Wirangu-Nauo	wira1260	LAUGH		baguɭbaguɭ	b a g u ɭ b a g u ɭ	P V K V R P V K V R	b a g u L b a g u L	P A K Y L P A K Y L	LAUGH:6029	6029	LAUGH:3245	3245
14761	Yan-nhangu	yann1237	LAUGH		gitkitːhun	g i t k i tː h u n	K V T K V T H V N	g i t k i t h u n	K I T K I T H Y N	LAUGH:6010	6010	LAUGH:3218	3218
14762	Yandruwandha	yand1253	LAUGH		iŋka	i ŋ k a	V N K V	i N k a	I N K A	LAUGH:6021	6021	LAUGH:3216	3216
14765	Yawarawarga	yawa1258	LAUGH		tcinkindɹi	t c i n k i n d ɹ i	T K V N K V N T R V	t T i n k i n d r i	T C I N K I N T R I	LAUGH:6051	6051	LAUGH:3220	3220
14767	Yindjibarndi	yind1247	LAUGH		t̪uɳi	t̪ u ɳ i	T V N V	t u n i	T Y N I	LAUGH:6052	6052	LAUGH:3215	3215
14770	Yorta Yorta	yort1237	LAUGH		gari	g a r i	K V R V	g a r i	K A R I	LAUGH:6044	6044	LAUGH:3246	3246
14608	Yugambeh-Bandjalang	band1339	LAUGH		miɲi_wi	m i ɲ i w i	M V N V W V	m i H i w i	M I N I W I	LAUGH:6033	6033	LAUGH:3247	3247
14609	Yugambeh-Bandjalang	band1339	LAUGH		minci_ot̪ers	m i n c i o t̪ e r s	M V N K V V T V R S	m i n T i o t e r s	M I N C I U T E R S	LAUGH:6033	6033	LAUGH:3249	3249
14772	Yulparitja	yulp1238	LAUGH		ciŋkiti	c i ŋ k i t i	K V N K V T V	T i N k i t i	C I N K I T I	LAUGH:6071	6071	LAUGH:3220	3220
14773	Yuwaalaraay	yuwa1242	LAUGH		gindamaj	g i n d a m a j	K V N T V M V J	g i n d a m a y	K I N T A M A J	LAUGH:6015	6015	LAUGH:3216	3216
14774	Adnyamathanha	adny1235	LEAF		aɭpi	a ɭ p i	V R P V	a L p i	A L P I	LEAF:6137	6137	LEAF:3256	3256
14776	Alyawarr	alya1239	LEAF		ajlpa	a j l p a	V J R P V	a y l p a	A J L P A	LEAF:6137	6137	LEAF:3264	3264
14777	Alyawarr	alya1239	LEAF		arweɭ_akalpalp	a r w e ɭ a k a l p a l p	V R W V R V K V R P V R P	a r w e L a k a l p a l p	A R W E L A K A L P A L P	LEAF:6137	6137	LEAF:3289	3289
14779	Arabana	arab1267	LEAF		kadl̪a	k a d l̪ a	K V T R V	k a d l a	K A T L A	LEAF:6102	6102	LEAF:3265	3265
14892	Banggarla	bang1339	LEAF		kalbi	k a l b i	K V R P V	k a l b i	K A L P I	LEAF:6137	6137	LEAF:3256	3256
14893	Bayungu	bayu1240	LEAF		wal̪ari	w a l̪ a r i	W V R V R V	w a l a r i	W A L A R I	LEAF:6105	6105	LEAF:3263	3263
14790	Dhangu	dhan1270	LEAF		manˀtcar	m a n ˀt c a r	M V N T K V R	m a n t T a r	M A N T C A R	LEAF:6078	6078	LEAF:3260	3260
14903	Dhargari	dhar1247	LEAF		wurulj	w u r u l j	W V R V R J	w u r u l y	W Y R Y L J	LEAF:6116	6116	LEAF:3292	3292
14796	Dhuwal	dhuw1249	LEAF		mara	m a r a	M V R V	m a r a	M A R A	LEAF:1	1	LEAF:3257	3257
14797	Dieri	dier1241	LEAF		t̪aɭpa	t̪ a ɭ p a	T V R P V	t a L p a	T A L P A	LEAF:6090	6090	LEAF:3256	3256
14799	Djambarrpuyngu	djam1256	LEAF		mara	m a r a	M V R V	m a r a	M A R A	LEAF:1	1	LEAF:3257	3257
14822	Djiwarli	djiw1241	LEAF		wiljbu	w i l j b u	W V R J P V	w i l y b u	W I L J P Y	LEAF:6081	6081	LEAF:3266	3266
14798	Dyaabugay	dyaa1242	LEAF		dugu	d u g u	T V K V	d u g u	T Y K Y	LEAF:6131	6131	LEAF:3267	3267
14805	Gamilaraay	gami1243	LEAF		buː	b uː	P V	b u	P Y	LEAF:6099	6099	LEAF:3262	3262
14806	Gamilaraay	gami1243	LEAF		garil	g a r i l	K V R V R	g a r i l	K A R I L	LEAF:6099	6099	LEAF:3290	3290
14826	Gamilaraay	gami1243	LEAF		bu	b u	P V	b u	P Y	LEAF:6099	6099	LEAF:3262	3262
14816	Gupapuyngu	gupa1247	LEAF		mara	m a r a	M V R V	m a r a	M A R A	LEAF:1	1	LEAF:3257	3257
14842	Gurdjar	gurd1238	LEAF		lŋkoɹɣ	l ŋ k o ɹ ɣ	R N K V R K	l N k o r x	L N K U R G	LEAF:6135	6135	LEAF:3293	3293
14817	Gurindji	guri1247	LEAF		calji	c a l j i	K V R J V	T a l y i	C A L J I	LEAF:6141	6141	LEAF:3258	3258
14819	Guyani	guya1249	LEAF		kalcika	k a l c i k a	K V R K V K V	k a l T i k a	K A L C I K A	LEAF:6084	6084	LEAF:3256	3256
14820	Jaru	jaru1254	LEAF		caljir	c a l j i r	K V R J V R	T a l y i r	C A L J I R	LEAF:6141	6141	LEAF:3258	3258
14845	Kala Lagaw Ya	kala1377	LEAF		lupadi	l u p a d i	R V P V T V	l u p a d i	L Y P A T I	LEAF:6077	6077	LEAF:3268	3268
14825	Kalkutung	kalk1246	LEAF		puɭin̪t̪i	p u ɭ i n̪ t̪ i	P V R V N T V	p u L i n t i	P Y L I N T I	LEAF:6101	6101	LEAF:3269	3269
14827	Karadjeri	kara1476	LEAF		ŋaljawata	ŋ a l j a w a t a	N V R J V W V T V	N a l y a w a t a	N A L J A W A T A	LEAF:6083	6083	LEAF:3270	3270
14831	Kartujarra	kart1247	LEAF		mipi	m i p i	M V P V	m i p i	M I P I	LEAF:6095	6095	LEAF:3271	3271
14833	Kaurna	kaur1267	LEAF		tinkjo	t i n k j o	T V N K J V	t i n k y o	T I N K J U	LEAF:6085	6085	LEAF:3272	3272
14835	Kukatja	kuka1246	LEAF		parka	p a r k a	P V R K V	p a r k a	P A R K A	LEAF:6094	6094	LEAF:3255	3255
14836	Kuku-Yalanji	kuku1273	LEAF		bira	b i r a	P V R V	b i r a	P I R A	LEAF:6110	6110	LEAF:3294	3294
14812	Kumbainggar	kumb1268	LEAF		caŋguːr	c a ŋ g uː r	K V N K V R	T a N g u r	C A N K Y R	LEAF:6112	6112	LEAF:3273	3273
14843	Kuuku-Ya'u	kuuk1238	LEAF		kaŋka	k a ŋ k a	K V N K V	k a N k a	K A N K A	LEAF:6117	6117	LEAF:3274	3274
14872	Lower Riverland	lowe1402	LEAF		kulːoru	k u lː o r u	K V R V R V	k u l o r u	K Y L U R Y	LEAF:1	1	LEAF:3275	3275
14850	Margany	marg1253	LEAF		d̪ala	d̪ a l a	T V R V	d a l a	T A L A	LEAF:6098	6098	LEAF:3259	3259
14851	Martu Wangka	mart1256	LEAF		paɭiɳu	p a ɭ i ɳ u	P V R V N V	p a L i n u	P A L I N Y	LEAF:6097	6097	LEAF:3276	3276
14865	Mudburra	mudb1240	LEAF		jurwalji	j u r w a l j i	J V R W V R J V	y u r w a l y i	J Y R W A L J I	LEAF:6082	6082	LEAF:3277	3277
14867	Muruwari	muru1266	LEAF		pakaɹam	p a k a ɹ a m	P V K V R V M	p a k a r a m	P A K A R A M	LEAF:6094	6094	LEAF:3278	3278
14879	Narrinyeri	narr1259	LEAF		nema	n e m a	N V M V	n e m a	N E M A	LEAF:6089	6089	LEAF:3279	3279
14870	Ngaanyatjarra	ngaa1240	LEAF		kaɭpi	k a ɭ p i	K V R P V	k a L p i	K A L P I	LEAF:6137	6137	LEAF:3256	3256
14871	Ngaanyatjarra	ngaa1240	LEAF		ɲaɭpi	ɲ a ɭ p i	N V R P V	H a L p i	N A L P I	LEAF:6137	6137	LEAF:3256	3256
14873	Ngamini	ngam1284	LEAF		talpa	t a l p a	T V R P V	t a l p a	T A L P A	LEAF:6090	6090	LEAF:3256	3256
14876	Ngarinman	ngar1235	LEAF		calji	c a l j i	K V R J V	T a l y i	C A L J I	LEAF:6141	6141	LEAF:3258	3258
14878	Ngarluma	ngar1287	LEAF		barga	b a r g a	P V R K V	b a r g a	P A R K A	LEAF:6094	6094	LEAF:3255	3255
14912	Ngura	ngur1261	LEAF		markala	m a r k a l a	M V R K V R V	m a r k a l a	M A R K A L A	LEAF:6106	6106	LEAF:3255	3255
14885	Northern Coastal Nyangumarta	nort2754	LEAF		parka	p a r k a	P V R K V	p a r k a	P A R K A	LEAF:6105	6105	LEAF:3255	3255
14886	Nyamal	nyam1271	LEAF		parka	p a r k a	P V R K V	p a r k a	P A R K A	LEAF:6094	6094	LEAF:3255	3255
14887	Nyangumarta	nyan1301	LEAF		parka	p a r k a	P V R K V	p a r k a	P A R K A	LEAF:6105	6105	LEAF:3255	3255
14888	Nyunga	nyun1247	LEAF		dalgalːa	d a l g a lː a	T V R K V R V	d a l g a l a	T A L K A L A	LEAF:6074	6074	LEAF:3280	3280
14889	Paakantyi	darl1243	LEAF		baga	b a g a	P V K V	b a g a	P A K A	LEAF:6094	6094	LEAF:3255	3255
14891	Panytyima	pany1241	LEAF		parka	p a r k a	P V R K V	p a r k a	P A R K A	LEAF:6094	6094	LEAF:3255	3255
14897	Pitjantjatjara	pitj1243	LEAF		ɲalpi	ɲ a l p i	N V R P V	H a l p i	N A L P I	LEAF:6137	6137	LEAF:3256	3256
14898	Pitjantjatjara	pitj1243	LEAF		kalpi	k a l p i	K V R P V	k a l p i	K A L P I	LEAF:6137	6137	LEAF:3256	3256
14899	Pitta Pitta	pitt1247	LEAF		karapati	k a r a p a t i	K V R V P V T V	k a r a p a t i	K A R A P A T I	LEAF:6104	6104	LEAF:3281	3281
14901	Ritarungo	rita1239	LEAF		mancarʔ	m a n c a r ʔ	M V N K V R H	m a n T a r 7	M A N C A R H	LEAF:6078	6078	LEAF:3260	3260
14792	Sydney	sydn1236	LEAF		jeːɹaŋ	j eː ɹ a ŋ	J V R V N	y e r a N	J E R A N	LEAF:6091	6091	LEAF:3282	3282
14906	Wagaya	waga1260	LEAF		welirku	w e l i r k u	W V R V R K V	w e l i r k u	W E L I R K Y	LEAF:6133	6133	LEAF:3283	3283
14907	Wagaya	waga1260	LEAF		wiliŋi	w i l i ŋ i	W V R V N V	w i l i N i	W I L I N I	LEAF:6133	6133	LEAF:3291	3291
14919	Wanman	wanm1242	LEAF		parka	p a r k a	P V R K V	p a r k a	P A R K A	LEAF:6094	6094	LEAF:3255	3255
14920	Wariyangga	wari1262	LEAF		manda	m a n d a	M V N T V	m a n d a	M A N T A	LEAF:6115	6115	LEAF:3284	3284
14917	Warlpiri	warl1254	LEAF		parka	p a r k a	P V R K V	p a r k a	P A R K A	LEAF:6094	6094	LEAF:3255	3255
14921	Warumungu	waru1265	LEAF		maɭa	m a ɭ a	M V R V	m a L a	M A L A	LEAF:6079	6079	LEAF:3259	3259
14923	Wathawurrung	wath1238	LEAF		muran	m u r a n	M V R V N	m u r a n	M Y R A N	LEAF:6088	6088	LEAF:3257	3257
14926	Wik-Mungkan	wikm1247	LEAF		t̪aːlant	t̪ aː l a n t	T V R V N T	t a l a n t	T A L A N T	LEAF:6111	6111	LEAF:3259	3259
14927	Wiradhuri	wira1262	LEAF		giraŋ	g i r a ŋ	K V R V N	g i r a N	K I R A N	LEAF:6092	6092	LEAF:3261	3261
14928	Wirangu-Nauo	wira1260	LEAF		baɹga	b a ɹ g a	P V R K V	b a r g a	P A R K A	LEAF:6094	6094	LEAF:3255	3255
14933	Yandruwandha	yand1253	LEAF		t̪alpa	t̪ a l p a	T V R P V	t a l p a	T A L P A	LEAF:6090	6090	LEAF:3256	3256
14935	Yawarawarga	yawa1258	LEAF		ŋaɹilcu	ŋ a ɹ i l c u	N V R V R K V	N a r i l T u	N A R I L C Y	LEAF:6108	6108	LEAF:3285	3285
14937	Yindjibarndi	yind1247	LEAF		wat̪aɳ	w a t̪ a ɳ	W V T V N	w a t a n	W A T A N	LEAF:6126	6126	LEAF:3286	3286
14940	Yorta Yorta	yort1237	LEAF		walu	w a l u	W V R V	w a l u	W A L Y	LEAF:6105	6105	LEAF:3263	3263
14782	Yugambeh-Bandjalang	band1339	LEAF		wuɹahnz	w u ɹ a h n z	W V R V H N S	w u r a h n z	W Y R A H N S	LEAF:6118	6118	LEAF:3287	3287
14942	Yulparitja	yulp1238	LEAF		calirpa	c a l i r p a	K V R V R P V	T a l i r p a	C A L I R P A	LEAF:6141	6141	LEAF:3288	3288
14943	Yuwaalaraay	yuwa1242	LEAF		giraː	g i r aː	K V R V	g i r a	K I R A	LEAF:6092	6092	LEAF:3261	3261
14944	Adnyamathanha	adny1235	LEFT		jaŋgu_waʈan̪a	j a ŋ g u w a ʈ a n̪ a	J V N K V W V T V N V	y a N g u w a t a n a	J A N K Y W A T A N A	LEFT:6146	6146	LEFT:3303	3303
14945	Alyawarr	alya1239	LEFT		ajleŋ	a j l e ŋ	V J R V N	a y l e N	A J L E N	LEFT:6167	6167	LEFT:3306	3306
14946	Arabana	arab1267	LEFT		waraŋka	w a r a ŋ k a	W V R V N K V	w a r a N k a	W A R A N K A	LEFT:6159	6159	LEFT:3296	3296
15035	Banggarla	bang1339	LEFT		jaŋku	j a ŋ k u	J V N K V	y a N k u	J A N K Y	LEFT:6146	6146	LEFT:3307	3307
15036	Bayungu	bayu1240	LEFT		ɲaɖu	ɲ a ɖ u	N V T V	H a d u	N A T Y	LEFT:6174	6174	LEFT:3298	3298
15041	Dhalandji	dhal1245	LEFT		ɲaɖu	ɲ a ɖ u	N V T V	H a d u	N A T Y	LEFT:6174	6174	LEFT:3298	3298
14955	Dhangu	dhan1270	LEFT		dcarpuɖajʔ	d c a r p u ɖ a j ʔ	T K V R P V T V J H	d T a r p u d a y 7	T C A R P Y T A J H	LEFT:6190	6190	LEFT:3300	3300
15042	Dhargari	dhar1247	LEFT		ɲaɖu	ɲ a ɖ u	N V T V	H a d u	N A T Y	LEFT:6174	6174	LEFT:3298	3298
14959	Dhuwal	dhuw1249	LEFT		dcarpuɖajʔ	d c a r p u ɖ a j ʔ	T K V R P V T V J H	d T a r p u d a y 7	T C A R P Y T A J H	LEFT:1	1	LEFT:3300	3300
14961	Dieri	dier1241	LEFT		wadaŋaɲtu	w a d a ŋ a ɲ t u	W V T V N V N T V	w a d a N a H t u	W A T A N A N T Y	LEFT:6173	6173	LEFT:3301	3301
14963	Djambarrpuyngu	djam1256	LEFT		dcarpuɖajʔ	d c a r p u ɖ a j ʔ	T K V R P V T V J H	d T a r p u d a y 7	T C A R P Y T A J H	LEFT:1	1	LEFT:3300	3300
14965	Djinang	djin1253	LEFT		wiɳgu	w i ɳ g u	W V N K V	w i n g u	W I N K Y	LEFT:6188	6188	LEFT:3297	3297
14982	Djiwarli	djiw1241	LEFT		ɲaɖu	ɲ a ɖ u	N V T V	H a d u	N A T Y	LEFT:6174	6174	LEFT:3298	3298
14962	Dyaabugay	dyaa1242	LEFT		dcaguː	d c a g uː	T K V K V	d T a g u	T C A K Y	LEFT:6148	6148	LEFT:3299	3299
14967	Gamilaraay	gami1243	LEFT		waɹagaːl	w a ɹ a g aː l	W V R V K V R	w a r a g a l	W A R A K A L	LEFT:6142	6142	LEFT:3296	3296
14985	Gamilaraay	gami1243	LEFT		wara	w a r a	W V R V	w a r a	W A R A	LEFT:6170	6170	LEFT:3296	3296
14974	Gupapuyngu	gupa1247	LEFT		wiɳˀku	w i ɳ ˀk u	W V N K V	w i n k u	W I N K Y	LEFT:1	1	LEFT:3297	3297
14999	Gurdjar	gurd1238	LEFT		waːnc	w aː n c	W V N K	w a n T	W A N C	LEFT:6183	6183	LEFT:3304	3304
14975	Gurindji	guri1247	LEFT		ŋaɭkuɲcari	ŋ a ɭ k u ɲ c a r i	N V R K V N K V R V	N a L k u H T a r i	N A L K Y N C A R I	LEFT:6147	6147	LEFT:3308	3308
14977	Guyani	guya1249	LEFT		woɹaŋantcu	w o ɹ a ŋ a n t c u	W V R V N V N T K V	w o r a N a n t T u	W U R A N A N T C Y	LEFT:6154	6154	LEFT:3301	3301
14979	Jaru	jaru1254	LEFT		waɹug	w a ɹ u g	W V R V K	w a r u g	W A R Y K	LEFT:6153	6153	LEFT:3296	3296
14980	Jaru	jaru1254	LEFT		waɹugu	w a ɹ u g u	W V R V K V	w a r u g u	W A R Y K Y	LEFT:6153	6153	LEFT:3296	3296
15001	Kala Lagaw Ya	kala1377	LEFT		bodai	b o d a i	P V T V V	b o d a i	P U T A I	LEFT:6189	6189	LEFT:3309	3309
14984	Kalkutung	kalk1246	LEFT		kaɭuɹuŋu	k a ɭ u ɹ u ŋ u	K V R V R V N V	k a L u r u N u	K A L Y R Y N Y	LEFT:6166	6166	LEFT:3333	3333
14986	Karadjeri	kara1476	LEFT		ŋakaɹaman	ŋ a k a ɹ a m a n	N V K V R V M V N	N a k a r a m a n	N A K A R A M A N	LEFT:6184	6184	LEFT:3305	3305
14989	Kartujarra	kart1247	LEFT		campukaʈ	c a m p u k a ʈ	K V M P V K V T	T a m p u k a t	C A M P Y K A T	LEFT:6184	6184	LEFT:3302	3302
14991	Kaurna	kaur1267	LEFT		juɹinːa	j u ɹ i nː a	J V R V N V	y u r i n a	J Y R I N A	LEFT:6155	6155	LEFT:3310	3310
14995	Kukatja	kuka1246	LEFT		tatcukaʈi	t a t c u k a ʈ i	T V T K V K V T V	t a t T u k a t i	T A T C Y K A T I	LEFT:6148	6148	LEFT:3311	3311
14996	Kuku-Yalanji	kuku1273	LEFT		cakuci	c a k u c i	K V K V K V	T a k u T i	C A K Y C I	LEFT:6185	6185	LEFT:3299	3299
14970	Kumbainggar	kumb1268	LEFT		warguɲ	w a r g u ɲ	W V R K V N	w a r g u H	W A R K Y N	LEFT:6171	6171	LEFT:3312	3312
15000	Kuuku-Ya'u	kuuk1238	LEFT		t̪akumpiku	t̪ a k u m p i k u	T V K V M P V K V	t a k u m p i k u	T A K Y M P I K Y	LEFT:6148	6148	LEFT:3313	3313
15020	Lower Riverland	lowe1402	LEFT		waram	w a r a m	W V R V M	w a r a m	W A R A M	LEFT:6172	6172	LEFT:3314	3314
15004	Margany	marg1253	LEFT		gamaɹa	g a m a ɹ a	K V M V R V	g a m a r a	K A M A R A	LEFT:6163	6163	LEFT:3315	3315
15005	Martu Wangka	mart1256	LEFT		campu	c a m p u	K V M P V	T a m p u	C A M P Y	LEFT:6184	6184	LEFT:3295	3295
15014	Mudburra	mudb1240	LEFT		cambu	c a m b u	K V M P V	T a m b u	C A M P Y	LEFT:6184	6184	LEFT:3295	3295
15016	Muruwari	muru1266	LEFT		kalun	k a l u n	K V R V N	k a l u n	K A L Y N	LEFT:6143	6143	LEFT:3316	3316
15025	Narrinyeri	narr1259	LEFT		nemal	n e m a l	N V M V R	n e m a l	N E M A L	LEFT:6157	6157	LEFT:3317	3317
15018	Ngaanyatjarra	ngaa1240	LEFT		tcampu	t c a m p u	T K V M P V	t T a m p u	T C A M P Y	LEFT:6184	6184	LEFT:3295	3295
15021	Ngamini	ngam1284	LEFT		waɹuntcuta	w a ɹ u n t c u t a	W V R V N T K V T V	w a r u n t T u t a	W A R Y N T C Y T A	LEFT:6180	6180	LEFT:3318	3318
15022	Ngarinman	ngar1235	LEFT		waɖiwaɖi	w a ɖ i w a ɖ i	W V T V W V T V	w a d i w a d i	W A T I W A T I	LEFT:6151	6151	LEFT:3319	3319
15024	Ngarluma	ngar1287	LEFT		cambu	c a m b u	K V M P V	T a m b u	C A M P Y	LEFT:6184	6184	LEFT:3295	3295
15051	Ngura	ngur1261	LEFT		jaŋguwali	j a ŋ g u w a l i	J V N K V W V R V	y a N g u w a l i	J A N K Y W A L I	LEFT:6146	6146	LEFT:3320	3320
15029	Northern Coastal Nyangumarta	nort2754	LEFT		campukaʈi	c a m p u k a ʈ i	K V M P V K V T V	T a m p u k a t i	C A M P Y K A T I	LEFT:6184	6184	LEFT:3295	3295
15030	Nyamal	nyam1271	LEFT		macawaɹiɲ	m a c a w a ɹ i ɲ	M V K V W V R V N	m a T a w a r i H	M A C A W A R I N	LEFT:6177	6177	LEFT:3321	3321
15031	Nyangumarta	nyan1301	LEFT		campukaʈi	c a m p u k a ʈ i	K V M P V K V T V	T a m p u k a t i	C A M P Y K A T I	LEFT:6184	6184	LEFT:3295	3295
15032	Nyunga	nyun1247	LEFT		cuɹiŋgic	c u ɹ i ŋ g i c	K V R V N K V K	T u r i N g i T	C Y R I N K I C	LEFT:1	1	LEFT:3322	3322
15033	Paakantyi	darl1243	LEFT		jaŋgudca	j a ŋ g u d c a	J V N K V T K V	y a N g u d T a	J A N K Y T C A	LEFT:6146	6146	LEFT:3323	3323
15038	Pitjantjatjara	pitj1243	LEFT		tcampu	t c a m p u	T K V M P V	t T a m p u	T C A M P Y	LEFT:6184	6184	LEFT:3295	3295
15039	Pitta Pitta	pitt1247	LEFT		t̪aɹawa	t̪ a ɹ a w a	T V R V W V	t a r a w a	T A R A W A	LEFT:6169	6169	LEFT:3324	3324
15040	Ritarungo	rita1239	LEFT		carpi	c a r p i	K V R P V	T a r p i	C A R P I	LEFT:6188	6188	LEFT:3325	3325
14957	Sydney	sydn1236	LEFT		malgun	m a l g u n	M V R K V N	m a l g u n	M A L K Y N	LEFT:6160	6160	LEFT:3326	3326
14978	Sydney	sydn1236	LEFT		duɹumai	d u ɹ u m a i	T V R V M V V	d u r u m a i	T Y R Y M A I	LEFT:1	1	LEFT:3332	3332
15045	Wagaya	waga1260	LEFT		ukun̪u	u k u n̪ u	V K V N V	u k u n u	Y K Y N Y	LEFT:6152	6152	LEFT:3327	3327
15058	Wanman	wanm1242	LEFT		campu	c a m p u	K V M P V	T a m p u	C A M P Y	LEFT:6184	6184	LEFT:3295	3295
15059	Wariyangga	wari1262	LEFT		ɲaɖu	ɲ a ɖ u	N V T V	H a d u	N A T Y	LEFT:6174	6174	LEFT:3298	3298
15056	Warlpiri	warl1254	LEFT		campu	c a m p u	K V M P V	T a m p u	C A M P Y	LEFT:6184	6184	LEFT:3302	3302
15060	Warumungu	waru1265	LEFT		cakːu	c a kː u	K V K V	T a k u	C A K Y	LEFT:6148	6148	LEFT:3299	3299
15062	Wathawurrung	wath1238	LEFT		warm	w a r m	W V R M	w a r m	W A R M	LEFT:6172	6172	LEFT:3328	3328
15064	Wik-Mungkan	wikm1247	LEFT		maʔ_t̪ak	m a ʔ t̪ a k	M V H T V K	m a 7 t a k	M A H T A K	LEFT:6168	6168	LEFT:3329	3329
15067	Yan-nhangu	yann1237	LEFT		wujkuŋu	w u j k u ŋ u	W V J K V N V	w u y k u N u	W Y J K Y N Y	LEFT:6145	6145	LEFT:3297	3297
15068	Yandruwandha	yand1253	LEFT		wanːgaɲi	w a nː g a ɲ i	W V N K V N V	w a n g a H i	W A N K A N I	LEFT:6158	6158	LEFT:3297	3297
15071	Yawarawarga	yawa1258	LEFT		woɳganci	w o ɳ g a n c i	W V N K V N K V	w o n g a n T i	W U N K A N C I	LEFT:6154	6154	LEFT:3297	3297
15073	Yindjibarndi	yind1247	LEFT		cambu	c a m b u	K V M P V	T a m b u	C A M P Y	LEFT:6184	6184	LEFT:3295	3295
15075	Yorta Yorta	yort1237	LEFT		wamuja	w a m u j a	W V M V J V	w a m u y a	W A M Y J A	LEFT:6165	6165	LEFT:3330	3330
14948	Yugambeh-Bandjalang	band1339	LEFT		whoːɹam	w h oː ɹ a m	W H V R V M	w h o r a m	W H U R A M	LEFT:6172	6172	LEFT:3331	3331
15077	Yulparitja	yulp1238	LEFT		campukaʈi	c a m p u k a ʈ i	K V M P V K V T V	T a m p u k a t i	C A M P Y K A T I	LEFT:6184	6184	LEFT:3295	3295
15078	Yuwaalaraay	yuwa1242	LEFT		wajagaːl	w a j a g aː l	W V J V K V R	w a y a g a l	W A J A K A L	LEFT:6142	6142	LEFT:3296	3296
15079	Adnyamathanha	adny1235	LEG		muʈa	m u ʈ a	M V T V	m u t a	M Y T A	LEG:6207	6207	LEG:3349	3349
15080	Alyawarr	alya1239	LEG		lter	l t e r	R T V R	l t e r	L T E R	LEG:6225	6225	LEG:3335	3335
15083	Arabana	arab1267	LEG		paɖa	p a ɖ a	P V T V	p a d a	P A T A	LEG:6210	6210	LEG:3344	3344
15209	Banggarla	bang1339	LEG		ŋalu	ŋ a l u	N V R V	N a l u	N A L Y	LEG:6234	6234	LEG:3337	3337
15210	Bayungu	bayu1240	LEG		ŋaɭaɲ	ŋ a ɭ a ɲ	N V R V N	N a L a H	N A L A N	LEG:6198	6198	LEG:3337	3337
15217	Dhalandji	dhal1245	LEG		kanda	k a n d a	K V N T V	k a n d a	K A N T A	LEG:6246	6246	LEG:3334	3334
15097	Dhangu	dhan1270	LEG		balwak	b a l w a k	P V R W V K	b a l w a k	P A L W A K	LEG:6192	6192	LEG:3338	3338
15218	Dhargari	dhar1247	LEG		ŋaɖa	ŋ a ɖ a	N V T V	N a d a	N A T A	LEG:6198	6198	LEG:3334	3334
15104	Dhuwal	dhuw1249	LEG		jaŋaɹa	j a ŋ a ɹ a	J V N V R V	y a N a r a	J A N A R A	LEG:6203	6203	LEG:3337	3337
15106	Dieri	dier1241	LEG		diltca	d i l t c a	T V R T K V	d i l t T a	T I L T C A	LEG:6227	6227	LEG:3339	3339
15108	Djambarrpuyngu	djam1256	LEG		jaŋaɹa	j a ŋ a ɹ a	J V N V R V	y a N a r a	J A N A R A	LEG:6203	6203	LEG:3337	3337
15110	Djinang	djin1253	LEG		ɳu	ɳ u	N V	n u	N Y	LEG:6200	6200	LEG:3345	3345
15131	Djiwarli	djiw1241	LEG		ŋaɖa	ŋ a ɖ a	N V T V	N a d a	N A T A	LEG:6198	6198	LEG:3334	3334
15107	Dyaabugay	dyaa1242	LEG		cinaː	c i n aː	K V N V	T i n a	C I N A	LEG:6213	6213	LEG:3336	3336
15114	Gamilaraay	gami1243	LEG		tinːa	t i nː a	T V N V	t i n a	T I N A	LEG:6213	6213	LEG:3336	3336
15135	Gamilaraay	gami1243	LEG		puɨju	p u ɨ j u	P V V J V	p u I y u	P Y I J Y	LEG:6215	6215	LEG:3340	3340
15124	Gupapuyngu	gupa1247	LEG		balwak	b a l w a k	P V R W V K	b a l w a k	P A L W A K	LEG:6192	6192	LEG:3338	3338
15154	Gurdjar	gurd1238	LEG		d̪aːr	d̪ aː r	T V R	d a r	T A R	LEG:6224	6224	LEG:3335	3335
15125	Gurindji	guri1247	LEG		miɹi	m i ɹ i	M V R V	m i r i	M I R I	LEG:6191	6191	LEG:3346	3346
15127	Guyani	guya1249	LEG		diltca	d i l t c a	T V R T K V	d i l t T a	T I L T C A	LEG:6227	6227	LEG:3339	3339
15129	Jaru	jaru1254	LEG		juban	j u b a n	J V P V N	y u b a n	J Y P A N	LEG:6202	6202	LEG:3350	3350
15157	Kala Lagaw Ya	kala1377	LEG		ŋaɹa	ŋ a ɹ a	N V R V	N a r a	N A R A	LEG:6198	6198	LEG:3337	3337
15134	Kalkutung	kalk1246	LEG		waŋka	w a ŋ k a	W V N K V	w a N k a	W A N K A	LEG:6217	6217	LEG:3347	3347
