ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	EDITID
9982	RapanuiEasterIsland	?	spider		honu	h o n u	H V N V	h o n u	H U N Y	5	923	spider:3521	3521
40771	Rennellese	?	spider		gaba	g a b a	K V P V	g a b a	K A P A	1	918	spider:3500	3500
29875	Samoan	?	spider		ʔapoŋaleveleve	ʔ a p o ŋ a l e v e l e v e	H V P V N V R V W V R V W V	7 a p o N a l e v e l e v e	H A P U N A L E B E L E B E	1	918	spider:3505	3505
39505	Sikaiana	?	spider		velevele	v e l e v e l e	W V R V W V R V	v e l e v e l e	B E L E B E L E	1	918	spider:3505	3505
36497	Surigaonon	?	spider		lawalawa	l a w a l a w a	R V W V R V W V	l a w a l a w a	L A W A L A W A	1	918	spider:3500	3500
25846	Tagalog	?	spider		gagamba	g a g a m b a	K V K V M P V	g a g a m b a	K A K A M P A	23	921	spider:3500	3500
43059	TagalogAnthonydelaPaz	?	spider		gagamba	g a g a m b a	K V K V M P V	g a g a m b a	K A K A M P A	23	921	spider:3500	3500
14763	TahitianModern	?	spider		tuutuurahonui	t uu t uu r a h o n ui	T V T V R V H V N V	t u t u r a h o n u	T Y T Y R A H U N Y	5	923	spider:3521	3521
52955	Tuamotu	?	spider		tukutuku	t u k u t u k u	T V K V T V K V	t u k u t u k u	T Y K Y T Y K Y	5	923	spider:3529	3529
34940	UveaEast	?	spider		kavelevele	k a v e l e v e l e	K V W V R V W V R V	k a v e l e v e l e	K A B E L E B E L E	1	918	spider:3505	3505
28077	WesternBukidnonManobo	?	spider		kelelawaq	k e l e l a w a q	K V R V R V W V K	k e l e l a w a q	K E L E L A W A K	1	918	spider:3500	3500
27399	Woleai	?	spider		ligesuburaaraa	l i g e s u b u r aa r aa	R V K V S V P V R V R V	l i g e s u b u r a r a	L I K E S Y P Y R A R A	7	924	spider:3499	3499
1361	Yami	?	spider		ahahawa	a h a h a w a	V H V H V W V	a h a h a w a	A H A H A W A	1	918	spider:3500	3500
1619	Anuta	?	star		petu	p e t u	P V T V	p e t u	P E T Y	1	925	star:3530	3530
47221	BanjareseMalay	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925	star:3531	3531
34800	Carolinian	?	star		fuu	f uu	P V	f u	B Y	1	925	star:3530	3530
15293	Cebuano	?	star		bitoon	b i t oo n	P V T V N	b i t o n	P I T U N	1	925	star:3531	3531
56024	Chuukese	?	star		fuu	f uu	P V	f u	B Y	1	925	star:3530	3530
58343	ChuukeseAKATrukese	?	star		fuu	f uu	P V	f u	B Y	1	925	star:3530	3530
58344	ChuukeseAKATrukese	?	star		ichchi	i c h c h i	V K H K H V	i T h T h i	I C H C H I	12	926	star:3571	3571
8376	DayakNgaju	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925	star:3531	3531
5336	EastSumbaneseUmbuRatuNggaidialect	?	star		adinu	a d i n u	V T V N V	a d i n u	A T I N Y	6	928	star:3537	3537
36005	FutunaEast	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925	star:3530	3530
49130	Indonesian	?	star		bintaŋ	b i n t a ŋ	P V N T V N	b i n t a N	P I N T A N	1	925	star:3531	3531
9832	Isamorong	?	star		vitohen	v i t o h e n	W V T V H V N	v i t o h e n	B I T U H E N	1	925	star:3531	3531
55935	Itbayat	?	star		vitoen	v i t oe n	W V T V N	v i t o n	B I T U N	1	925	star:3531	3531
64962	Itbayaten	?	star		vituɨn	v i t uɨ n	W V T V N	v i t u n	B I T Y N	1	925	star:3531	3531
19948	Ivasay	?	star		vitohen	v i t o h e n	W V T V H V N	v i t o h e n	B I T U H E N	1	925	star:3531	3531
47757	Katingan	?	star		bitaŋ	b i t a ŋ	P V T V N	b i t a N	P I T A N	1	925	star:3531	3531
1311	Lakalai	?	star		matatabu	m a t a t a b u	M V T V T V P V	m a t a t a b u	M A T A T A P Y	15	927	star:3537	3537
12585	Luangiua	?	star		heku	h e k u	H V K V	h e k u	H E K Y	1	925	star:3530	3530
60200	MalayBahasaIndonesia	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925	star:3531	3531
51171	Maori	?	star		whetuu	w h e t uu	W H V T V	w h e t u	W H E T Y	1	925	star:3530	3530
1093	Marquesan	?	star		fettoe	f e tt oe	P V T V	f e t o	B E T U	1	925	star:3530	3530
22875	Minangkabau	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925	star:3531	3531
19064	NakanaiBilekiDialect	?	star		matatabu	m a t a t a b u	M V T V T V P V	m a t a t a b u	M A T A T A P Y	15	927	star:3537	3537
44792	Niue	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925	star:3530	3530
43870	Ogan	?	star		bintaŋ	b i n t a ŋ	P V N T V N	b i n t a N	P I N T A N	1	925	star:3531	3531
44927	Penrhyn	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925	star:3530	3530
37606	RapanuiEasterIsland	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925	star:3530	3530
11002	Rarotongan	?	star		eetuu	ee t uu	V T V	e t u	E T Y	1	925	star:3530	3530
10153	Rennellese	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925	star:3530	3530
54376	Rurutuan	?	star		fetiʔa	f e t i ʔ a	P V T V H V	f e t i 7 a	B E T I H A	1	925	star:3530	3530
18052	Samoan	?	star		fetu	f e t u	P V T V	f e t u	B E T Y	1	925	star:3530	3530
8245	Sikaiana	?	star		hetu	h e t u	H V T V	h e t u	H E T Y	1	925	star:3530	3530
46415	Surigaonon	?	star		bitoon	b i t oo n	P V T V N	b i t o n	P I T U N	1	925	star:3531	3531
14101	Tagalog	?	star		bituin	b i t ui n	P V T V N	b i t u n	P I T Y N	1	925	star:3531	3531
52838	TagalogAnthonydelaPaz	?	star		bituin	b i t ui n	P V T V N	b i t u n	P I T Y N	1	925	star:3531	3531
65856	TahitianModern	?	star		fetia	f e t ia	P V T V	f e t i	B E T I	1	925	star:3530	3530
16897	Tikopia	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925	star:3530	3530
6272	Tongan	?	star		fetuʔu	f e t u ʔ u	P V T V H V	f e t u 7 u	B E T Y H Y	1	925	star:3530	3530
25066	Tuamotu	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925	star:3530	3530
47824	UveaEast	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925	star:3530	3530
53207	WesternBukidnonManobo	?	star		bituqen	b i t u q e n	P V T V K V N	b i t u q e n	P I T Y K E N	1	925	star:3531	3531
35315	Woleai	?	star		fiusiu	f iu s iu	P V S V	f i s i	B I S I	1	925	star:3570	3570
37853	Anuta	?	stick/wood		raakau	r aa k au	R V K V	r a k a	R A K A	1	929	stick/wood:3572	3572
23524	BanjareseMalay	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
62086	Carolinian	?	stick/wood		ura	u r a	V R V	u r a	Y R A	2	930	stick/wood:3574	3574
51543	Cebuano	?	stick/wood		kahoy	k a h oy	K V H V	k a h o	K A H U	1	929	stick/wood:3573	3573
44383	Chuukese	?	stick/wood		ira	i r a	V R V	i r a	I R A	2	930	stick/wood:3574	3574
44384	Chuukese	?	stick/wood		eyi	eyi	V	e	E	1	929	stick/wood:3606	3606
65639	ChuukeseAKATrukese	?	stick/wood		raan	r aa n	R V N	r a n	R A N	2	930	stick/wood:3572	3572
55070	DayakNgaju	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
51471	FutunaEast	?	stick/wood		laakau	l aa k au	R V K V	l a k a	L A K A	1	929	stick/wood:3572	3572
38842	Indonesian	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
40147	Itbayaten	?	stick/wood		kayuy	k ayuy	K V	k a	K A	1	929	stick/wood:3573	3573
5561	Katingan	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
5562	Katingan	?	stick/wood		bataŋ	b a t a ŋ	P V T V N	b a t a N	P A T A N	6	931	stick/wood:3607	3607
9800	MalayBahasaIndonesia	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
59041	Maori	?	stick/wood		raa|kau	r aa| k au	R V K V	r a k a	R A K A	1	929	stick/wood:3572	3572
11400	Marquesan	?	stick/wood		akau	a k au	V K V	a k a	A K A	1	929	stick/wood:3572	3572
768	Minangkabau	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
17359	Niue	?	stick/wood		laakau	l aa k au	R V K V	l a k a	L A K A	1	929	stick/wood:3572	3572
24339	Ogan	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
2153	Penrhyn	?	stick/wood		raakau	r aa k au	R V K V	r a k a	R A K A	1	929	stick/wood:3572	3572
5928	Rarotongan	?	stick/wood		raakau	r aa k au	R V K V	r a k a	R A K A	1	929	stick/wood:3572	3572
42671	Rennellese	?	stick/wood		gaakau	g aa k au	K V K V	g a k a	K A K A	1	929	stick/wood:3572	3572
18342	Rurutuan	?	stick/wood		raaʔau	r aa ʔ au	R V H V	r a 7 a	R A H A	1	929	stick/wood:3572	3572
47801	Samoan	?	stick/wood		laʔau	l a ʔ au	R V H V	l a 7 a	L A H A	1	929	stick/wood:3572	3572
9463	Sikaiana	?	stick/wood		laakau	l aa k au	R V K V	l a k a	L A K A	1	929	stick/wood:3572	3572
28127	Surigaonon	?	stick/wood		kahoy	k a h oy	K V H V	k a h o	K A H U	1	929	stick/wood:3573	3573
28128	Surigaonon	?	stick/wood		tabla	t a b l a	T V P R V	t a b l a	T A P L A	7	932	stick/wood:3608	3608
3818	Tagalog	?	stick/wood		kahoy	k a h oy	K V H V	k a h o	K A H U	1	929	stick/wood:3573	3573
28074	TagalogAnthonydelaPaz	?	stick/wood		kahoy	k a h oy	K V H V	k a h o	K A H U	1	929	stick/wood:3573	3573
38982	TahitianModern	?	stick/wood		raaau	r aaau	R V	r a	R A	1	929	stick/wood:3574	3574
65642	Tikopia	?	stick/wood		rakau	r a k au	R V K V	r a k a	R A K A	1	929	stick/wood:3572	3572
19441	Tongan	?	stick/wood		ʔa|kau	ʔ a| k au	H V K V	7 a k a	H A K A	1	929	stick/wood:3572	3572
65821	Tuamotu	?	stick/wood		raakau	r aa k au	R V K V	r a k a	R A K A	1	929	stick/wood:3572	3572
14015	UveaEast	?	stick/wood		akau	a k au	V K V	a k a	A K A	1	929	stick/wood:3572	3572
42091	WesternBukidnonManobo	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929	stick/wood:3573	3573
23030	Woleai	?	stick/wood		iuraa	iu r aa	V R V	i r a	I R A	2	930	stick/wood:3574	3574
38572	Yami	?	stick/wood		kayo	k ayo	K V	k a	K A	1	929	stick/wood:3573	3573
22087	Anuta	?	stone		patu	p a t u	P V T V	p a t u	P A T Y	1	933	stone:3609	3609
60873	BanjareseMalay	?	stone		batu	b a t u	P V T V	b a t u	P A T Y	1	933	stone:3609	3609
4284	Carolinian	?	stone		faay	f aay	P V	f a	B A	1	933	stone:3611	3611
34212	Cebuano	?	stone		bato	b a t o	P V T V	b a t o	P A T U	1	933	stone:3609	3609
11058	Chuukese	?	stone		faaw	f aa w	P V W	f a w	B A W	1	933	stone:3613	3613
53173	ChuukeseAKATrukese	?	stone		fewu	f e w u	P V W V	f e w u	B E W Y	1	933	stone:3613	3613
28705	DayakNgaju	?	stone		batu	b a t u	P V T V	b a t u	P A T Y	1	933	stone:3609	3609
34659	EastSumbaneseKamberaSoutherndialect	?	stone		watu	w a t u	W V T V	w a t u	W A T Y	1	933	stone:3609	3609
28433	EastSumbaneseUmbuRatuNggaidialect	?	stone		wacu	w a c u	W V K V	w a T u	W A C Y	1	933	stone:3609	3609
17888	FutunaEast	?	stone		fatu	f a t u	P V T V	f a t u	B A T Y	1	933	stone:3609	3609
17889	FutunaEast	?	stone		maka	m a k a	M V K V	m a k a	M A K A	4	935	stone:3637	3637
17187	Imorod	?	stone		vato	v a t o	W V T V	v a t o	B A T U	1	933	stone:3609	3609
47164	Indonesian	?	stone		batu	b a t u	P V T V	b a t u	P A T Y	1	933	stone:3609	3609
11041	Iraralay	?	stone		vato	v a t o	W V T V	v a t o	B A T U	1	933	stone:3609	3609
30862	Isamorong	?	stone		vato	v a t o	W V T V	v a t o	B A T U	1	933	stone:3609	3609
64050	Itbayat	?	stone		vato	v a t o	W V T V	v a t o	B A T U	1	933	stone:3609	3609
10871	Itbayaten	?	stone		vatuq	v a t u q	W V T V K	v a t u q	B A T Y K	1	933	stone:3609	3609
63991	Ivasay	?	stone		bato	b a t o	P V T V	b a t o	P A T U	1	933	stone:3609	3609
28875	Katingan	?	stone		batuʔ	b a t u ʔ	P V T V H	b a t u 7	P A T Y H	1	933	stone:3609	3609
32460	Lakalai	?	stone		uati	ua t i	V T V	u t i	Y T I	1	933	stone:3627	3627
60457	Luangiua	?	stone		haku	h a k u	H V K V	h a k u	H A K Y	1	933	stone:3609	3609
61448	MalayBahasaIndonesia	?	stone		batu	b a t u	P V T V	b a t u	P A T Y	1	933	stone:3609	3609
30048	Maori	?	stone		koowhatu	k oo w h a t u	K V W H V T V	k o w h a t u	K U W H A T Y	1	933	stone:3609	3609
37491	Marquesan	?	stone		hatukeaa	h a t u k eaa	H V T V K V	h a t u k e	H A T Y K E	1	933	stone:3609	3609
49686	Minangkabau	?	stone		batu	b a t u	P V T V	b a t u	P A T Y	1	933	stone:3609	3609
31935	NakanaiBilekiDialect	?	stone		uati	ua t i	V T V	u t i	Y T I	1	933	stone:3627	3627
28396	Niue	?	stone		patu	p a t u	P V T V	p a t u	P A T Y	1	933	stone:3609	3609
28397	Niue	?	stone		maka	m a k a	M V K V	m a k a	M A K A	4	935	stone:3637	3637
5278	Ogan	?	stone		batu	b a t u	P V T V	b a t u	P A T Y	1	933	stone:3609	3609
66505	Penrhyn	?	stone		poohatu	p oo h a t u	P V H V T V	p o h a t u	P U H A T Y	1	933	stone:3609	3609
9576	RapanuiEasterIsland	?	stone		maea	m aea	M V	m a	M A	4	935	stone:3637	3637
5411	Rarotongan	?	stone		pooatu	p ooa t u	P V T V	p o t u	P U T Y	1	933	stone:3609	3609
41194	Rennellese	?	stone		balu	b a l u	P V R V	b a l u	P A L Y	1	933	stone:3609	3609
27628	Rurutuan	?	stone		poʔatu	p o ʔ a t u	P V H V T V	p o 7 a t u	P U H A T Y	1	933	stone:3609	3609
27629	Rurutuan	?	stone		ʔooʔaʔi	ʔ oo ʔ a ʔ i	H V H V H V	7 o 7 a 7 i	H U H A H I	3	934	stone:3656	3656
37866	Samoan	?	stone		maʔa	m a ʔ a	M V H V	m a 7 a	M A H A	4	935	stone:3637	3637
34164	Sikaiana	?	stone		hatu	h a t u	H V T V	h a t u	H A T Y	1	933	stone:3609	3609
37695	Surigaonon	?	stone		bato	b a t o	P V T V	b a t o	P A T U	1	933	stone:3609	3609
28407	Tagalog	?	stone		bato	b a t o	P V T V	b a t o	P A T U	1	933	stone:3609	3609
46867	TagalogAnthonydelaPaz	?	stone		bato	b a t o	P V T V	b a t o	P A T U	1	933	stone:3609	3609
40587	TahitianModern	?	stone		oofai	oo f ai	V P V	o f a	U B A	3	934	stone:3611	3611
13159	Tikopia	?	stone		fatu	f a t u	P V T V	f a t u	B A T Y	1	933	stone:3609	3609
16218	Tongan	?	stone		maka	m a k a	M V K V	m a k a	M A K A	4	935	stone:3637	3637
5386	Tuamotu	?	stone		poofatu	p oo f a t u	P V P V T V	p o f a t u	P U B A T Y	1	933	stone:3609	3609
26842	UveaEast	?	stone		maka	m a k a	M V K V	m a k a	M A K A	4	935	stone:3637	3637
64700	WesternBukidnonManobo	?	stone		batu	b a t u	P V T V	b a t u	P A T Y	1	933	stone:3609	3609
36335	Woleai	?	stone		faɪʊ	f aɪʊ	P V	f a	B A	1	933	stone:3611	3611
22838	Yami	?	stone		vato	v a t o	W V T V	v a t o	B A T U	1	933	stone:3609	3609
64595	Anuta	?	tail		t/iku/tiku	t i k u t i k u	T V K V T V K V	t i k u t i k u	T I K Y T I K Y	1	936	tail:3657	3657
9051	BanjareseMalay	?	tail		buntut	b u n t u t	P V N T V T	b u n t u t	P Y N T Y T	16	939	tail:3658	3658
38277	Cebuano	?	tail		ikug	i k u g	V K V K	i k u g	I K Y K	1	936	tail:3657	3657
31840	Chuukese	?	tail		wuku	w u k u	W V K V	w u k u	W Y K Y	1	936	tail:3657	3657
45143	ChuukeseAKATrukese	?	tail		wuku	w u k u	W V K V	w u k u	W Y K Y	1	936	tail:3657	3657
5245	DayakNgaju	?	tail		ikuh	i k u h	V K V H	i k u h	I K Y H	1	936	tail:3657	3657
56777	EastSumbaneseKamberaSoutherndialect	?	tail		kaiku	k ai k u	K V K V	k a k u	K A K Y	1	936	tail:3657	3657
29427	EastSumbaneseUmbuRatuNggaidialect	?	tail		kiku	k i k u	K V K V	k i k u	K I K Y	1	936	tail:3657	3657
39226	FutunaEast	?	tail		siku	s i k u	S V K V	s i k u	S I K Y	13	938	tail:3657	3657
17892	Imorod	?	tail		ipos	i p o s	V P V S	i p o s	I P U S	30	940	tail:3666	3666
36461	Indonesian	?	tail		ekor	e k o r	V K V R	e k o r	E K U R	1	936	tail:3667	3667
54648	Iraralay	?	tail		ipos	i p o s	V P V S	i p o s	I P U S	30	940	tail:3666	3666
7410	Itbayat	?	tail		ipos	i p o s	V P V S	i p o s	I P U S	30	940	tail:3666	3666
36766	Itbayaten	?	tail		qipus	q i p u s	K V P V S	q i p u s	K I P Y S	30	940	tail:3666	3666
60521	Ivasay	?	tail		ipos	i p o s	V P V S	i p o s	I P U S	30	940	tail:3666	3666
50282	Katingan	?	tail		ikuh	i k u h	V K V H	i k u h	I K Y H	1	936	tail:3657	3657
8976	Lakalai	?	tail		kiu	k iu	K V	k i	K I	1	936	tail:3673	3673
56155	Luangiua	?	tail		mosuʔi	m o s u ʔ i	M V S V H V	m o s u 7 i	M U S Y H I	13	938	tail:3674	3674
36658	MalayBahasaIndonesia	?	tail		ekor	e k o r	V K V R	e k o r	E K U R	1	936	tail:3667	3667
34597	Maori	?	tail		whiore	w h io r e	W H V R V	w h i r e	W H I R E	10	937	tail:3676	3676
62347	Marquesan	?	tail		hiku	h i k u	H V K V	h i k u	H I K Y	1	936	tail:3657	3657
62348	Marquesan	?	tail		veo	v eo	W V	v e	B E	10	937	tail:3700	3700
4891	Minangkabau	?	tail		ikua	i k ua	V K V	i k u	I K Y	1	936	tail:3657	3657
25630	NakanaiBilekiDialect	?	tail		kiu	k iu	K V	k i	K I	1	936	tail:3673	3673
26209	Niue	?	tail		hiku	h i k u	H V K V	h i k u	H I K Y	13	938	tail:3657	3657
54479	Ogan	?	tail		ikuʔ	i k u ʔ	V K V H	i k u 7	I K Y H	1	936	tail:3657	3657
55066	Penrhyn	?	tail		siku	s i k u	S V K V	s i k u	S I K Y	13	938	tail:3657	3657
61930	RapanuiEasterIsland	?	tail		hiku	h i k u	H V K V	h i k u	H I K Y	1	936	tail:3657	3657
54501	Rarotongan	?	tail		iku	i k u	V K V	i k u	I K Y	1	936	tail:3657	3657
15141	Rennellese	?	tail		siku	s i k u	S V K V	s i k u	S I K Y	13	938	tail:3657	3657
66566	Rurutuan	?	tail		ʔuʔu	ʔ u ʔ u	H V H V	7 u 7 u	H Y H Y	1	936	tail:3657	3657
66567	Rurutuan	?	tail		vero	v e r o	W V R V	v e r o	B E R U	10	937	tail:3701	3701
5084	Samoan	?	tail		siʔusiʔu	s i ʔ u s i ʔ u	S V H V S V H V	s i 7 u s i 7 u	S I H Y S I H Y	1	936	tail:3657	3657
16659	Sikaiana	?	tail		muisuki	m ui s u k i	M V S V K V	m u s u k i	M Y S Y K I	13	938	tail:3674	3674
49063	Surigaonon	?	tail		ikog	i k o g	V K V K	i k o g	I K U K	1	936	tail:3657	3657
27119	Tagalog	?	tail		buntot	b u n t o t	P V N T V T	b u n t o t	P Y N T U T	16	939	tail:3658	3658
8728	TagalogAnthonydelaPaz	?	tail		buntot	b u n t o t	P V N T V T	b u n t o t	P Y N T U T	16	939	tail:3658	3658
14904	TahitianModern	?	tail		hiu	h iu	H V	h i	H I	1	936	tail:3673	3673
14905	TahitianModern	?	tail		aero	ae r o	V R V	a r o	A R U	10	937	tail:3701	3701
64181	Tikopia	?	tail		sikusiku	s i k u s i k u	S V K V S V K V	s i k u s i k u	S I K Y S I K Y	13	938	tail:3657	3657
49769	Tongan	?	tail		iku	i k u	V K V	i k u	I K Y	1	936	tail:3657	3657
55509	Tuamotu	?	tail		hiku	h i k u	H V K V	h i k u	H I K Y	13	938	tail:3657	3657
55510	Tuamotu	?	tail		vaero	v ae r o	W V R V	v a r o	B A R U	10	937	tail:3701	3701
52298	UveaEast	?	tail		hiku	h i k u	H V K V	h i k u	H I K Y	1	936	tail:3657	3657
63131	WesternBukidnonManobo	?	tail		ikug	i k u g	V K V K	i k u g	I K Y K	1	936	tail:3657	3657
5829	Woleai	?	tail		iugɪʊ	iu g ɪʊ	V K V	i g i	I K I	1	936	tail:3698	3698
59883	Yami	?	tail		ipos	i p o s	V P V S	i p o s	I P U S	30	940	tail:3666	3666
11014	Anuta	?	ten		pu/angapuru/	p u a n g a p u r u	P V V N K V P V R V	p u a n g a p u r u	P Y A N K A P Y R Y	5	941	ten:3702	3702
51054	BanjareseMalay	?	ten		sapuluh	s a p u l u h	S V P V R V H	s a p u l u h	S A P Y L Y H	5	941	ten:3703	3703
59891	Cebuano	?	ten		napulo	n a p u l o	N V P V R V	n a p u l o	N A P Y L U	5	941	ten:3703	3703
29242	ChuukeseAKATrukese	?	ten		ŋoon	ŋ oo n	N V N	N o n	N U N	5	941	ten:3705	3705
17573	DayakNgaju	?	ten		sapuluh	s a p u l u h	S V P V R V H	s a p u l u h	S A P Y L Y H	5	941	ten:3703	3703
66588	FutunaEast	?	ten		kau/agafulu/	k au a g a f u l u	K V V K V P V R V	k a a g a f u l u	K A A K A B Y L Y	5	941	ten:3702	3702
63198	Imorod	?	ten		poho	p o h o	P V H V	p o h o	P U H U	5	941	ten:3708	3708
43043	Indonesian	?	ten		sepuluh	s e p u l u h	S V P V R V H	s e p u l u h	S E P Y L Y H	5	941	ten:3703	3703
17403	Iraralay	?	ten		poo	p oo	P V	p o	P U	5	941	ten:3705	3705
55647	Itbayat	?	ten		poxo	p o x o	P V K V	p o x o	P U G U	5	941	ten:3708	3708
54418	Itbayaten	?	ten		saapuǥuq	s aa p u ǥ u q	S V P V K V K	s a p u x u q	S A P Y K Y K	5	941	ten:3703	3703
19979	Ivasay	?	ten		asaapoho	a s aa p o h o	V S V P V H V	a s a p o h o	A S A P U H U	5	941	ten:3708	3708
50635	Luangiua	?	ten		saŋahulu	s a ŋ a h u l u	S V N V H V R V	s a N a h u l u	S A N A H Y L Y	5	941	ten:3702	3702
64045	MalayBahasaIndonesia	?	ten		sepuluh	s e p u l u h	S V P V R V H	s e p u l u h	S E P Y L Y H	5	941	ten:3703	3703
17684	Maori	?	ten		hangahuru	h a n g a h u r u	H V N K V H V R V	h a n g a h u r u	H A N K A H Y R Y	5	941	ten:3702	3702
55700	Marquesan	?	ten		okohuu	o k o h uu	V K V H V	o k o h u	U K U H Y	5	941	ten:3708	3708
36729	Minangkabau	?	ten		sapuluah	s a p u l ua h	S V P V R V H	s a p u l u h	S A P Y L Y H	5	941	ten:3703	3703
1	NakanaiBilekiDialect	?	ten		savulusasa	s a v u l u s a s a	S V W V R V S V S V	s a v u l u s a s a	S A B Y L Y S A S A	5	941	ten:3703	3703
65427	Niue	?	ten		hongofulu	h o n g o f u l u	H V N K V P V R V	h o n g o f u l u	H U N K U B Y L Y	5	941	ten:3702	3702
16521	Penrhyn	?	ten		ngahuru	n g a h u r u	N K V H V R V	n g a h u r u	N K A H Y R Y	5	941	ten:3702	3702
64474	RapanuiEasterIsland	?	ten		aŋahuru	a ŋ a h u r u	V N V H V R V	a N a h u r u	A N A H Y R Y	5	941	ten:3702	3702
22823	Rarotongan	?	ten		ngauru	n g au r u	N K V R V	n g a r u	N K A R Y	5	941	ten:3702	3702
6933	Rennellese	?	ten		angahugu	a n g a h u g u	V N K V H V K V	a n g a h u g u	A N K A H Y K Y	5	941	ten:3702	3702
14386	Rurutuan	?	ten		ʔaʔuru	ʔ a ʔ u r u	H V H V R V	7 a 7 u r u	H A H Y R Y	5	941	ten:3702	3702
22550	Samoan	?	ten		sefulu	s e f u l u	S V P V R V	s e f u l u	S E B Y L Y	5	941	ten:3703	3703
1249	Surigaonon	?	ten		napuyo	n a p uyo	N V P V	n a p u	N A P Y	5	941	ten:3703	3703
41532	Tagalog	?	ten		sampuq	s a m p u q	S V M P V K	s a m p u q	S A M P Y K	5	941	ten:3703	3703
10442	TagalogAnthonydelaPaz	?	ten		sampu	s a m p u	S V M P V	s a m p u	S A M P Y	5	941	ten:3703	3703
67108	TahitianModern	?	ten		ahuru	a h u r u	V H V R V	a h u r u	A H Y R Y	5	941	ten:3702	3702
23015	Tikopia	?	ten		angafuru	a n g a f u r u	V N K V P V R V	a n g a f u r u	A N K A B Y R Y	5	941	ten:3702	3702
6465	Tongan	?	ten		hongofulu	h o n g o f u l u	H V N K V P V R V	h o n g o f u l u	H U N K U B Y L Y	5	941	ten:3702	3702
57246	Tuamotu	?	ten		ŋahuru	ŋ a h u r u	N V H V R V	N a h u r u	N A H Y R Y	5	941	ten:3702	3702
37951	UveaEast	?	ten		hogofulu	h o g o f u l u	H V K V P V R V	h o g o f u l u	H U K U B Y L Y	5	941	ten:3702	3702
36043	Yami	?	ten		po	p o	P V	p o	P U	5	941	ten:3708	3708
49880	Anuta	?	that		ena	e n a	V N V	e n a	E N A	1	942	that:3709	3709
65259	BanjareseMalay	?	that		itu	i t u	V T V	i t u	I T Y	16	946	that:3710	3710
38889	Carolinian	?	that		la	l a	R V	l a	L A	1	942	that:3711	3711
56848	Cebuano	?	that		kana	k a n a	K V N V	k a n a	K A N A	1	942	that:3709	3709
9069	Chuukese	?	that		ena	e n a	V N V	e n a	E N A	1	942	that:3709	3709
55931	ChuukeseAKATrukese	?	that		een	ee n	V N	e n	E N	1	942	that:3714	3714
55932	ChuukeseAKATrukese	?	that		kkemwuun	kk e m w uu n	K V M W V N	k e m w u n	K E M W Y N	11	944	that:3737	3737
5109	EastSumbaneseKamberaSoutherndialect	?	that		nana	n a n a	N V N V	n a n a	N A N A	1	942	that:3709	3709
38376	EastSumbaneseUmbuRatuNggaidialect	?	that		nilo	n i l o	N V R V	n i l o	N I L U	6	948	that:3711	3711
16503	Indonesian	?	that		itu	i t u	V T V	i t u	I T Y	16	946	that:3710	3710
14430	Lakalai	?	that		aleo	a l eo	V R V	a l e	A L E	18	947	that:3711	3711
33509	MalayBahasaIndonesia	?	that		itu	i t u	V T V	i t u	I T Y	16	946	that:3710	3710
39301	Maori	?	that		teeraa	t ee r aa	T V R V	t e r a	T E R A	1	942	that:3720	3720
14677	Marquesan	?	that		teaa	t eaa	T V	t e	T E	1	942	that:3710	3710
14678	Marquesan	?	that		na	n a	N V	n a	N A	12	945	that:3709	3709
55901	Minangkabau	?	that		tu	t u	T V	t u	T Y	16	946	that:3710	3710
62867	NakanaiBilekiDialect	?	that		ele	e l e	V R V	e l e	E L E	18	947	that:3711	3711
10043	Niue	?	that		ia	ia	V	i	I	1	942	that:3724	3724
17452	Ogan	?	that		itu	i t u	V T V	i t u	I T Y	16	946	that:3710	3710
46381	Penrhyn	?	that		taua	t aua	T V	t a	T A	10	943	that:3710	3710
