ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	SCAID
48398	RapanuiEasterIsland	?	short		poto	p o t o	P V T V	p o t o	P U T U	9	855	short:3407	3407
44596	Rarotongan	?	short		poto	p o t o	P V T V	p o t o	P U T U	9	855	short:3407	3407
51530	Rennellese	?	short		poto/poto	p o t o p o t o	P V T V P V T V	p o t o p o t o	P U T U P U T U	9	855	short:3407	3407
51531	Rennellese	?	short		leka	l e k a	R V K V	l e k a	L E K A	8	854	short:3410	3410
51532	Rennellese	?	short		puku	p u k u	P V K V	p u k u	P Y K Y	11	848	short:3420	3420
50972	Rurutuan	?	short		poto	p o t o	P V T V	p o t o	P U T U	9	855	short:3407	3407
30864	Samoan	?	short		puʔupuʔu	p u ʔ u p u ʔ u	P V H V P V H V	p u 7 u p u 7 u	P Y H Y P Y H Y	11	848	short:3420	3420
18990	Sikaiana	?	short		poto/poto	p o t o p o t o	P V T V P V T V	p o t o p o t o	P U T U P U T U	9	855	short:3407	3407
3342	Tagalog	?	short		pandak	p a n d a k	P V N T V K	p a n d a k	P A N T A K	1	846	short:3407	3407
42077	TagalogAnthonydelaPaz	?	short		mababa	m a b a b a	M V P V P V	m a b a b a	M A P A P A	54	852	short:3436	3436
4637	TahitianModern	?	short		poto	p o t o	P V T V	p o t o	P U T U	9	855	short:3407	3407
58279	Tikopia	?	short		pukupuku	p u k u p u k u	P V K V P V K V	p u k u p u k u	P Y K Y P Y K Y	11	848	short:3420	3420
32423	Tongan	?	short		nounou	n ou n ou	N V N V	n o n o	N U N U	42	851	short:3403	3403
42944	Tuamotu	?	short		poto	p o t o	P V T V	p o t o	P U T U	9	855	short:3407	3407
58595	UveaEast	?	short		pukupuku	p u k u p u k u	P V K V P V K V	p u k u p u k u	P Y K Y P Y K Y	11	848	short:3420	3420
63958	WesternBukidnonManobo	?	short		bavaq	b a v a q	P V W V K	b a v a q	P A B A K	54	852	short:3420	3420
61346	Woleai	?	short		mwmwosho	m w m w o s h o	M W M W V S H V	m w m w o s h o	M W M W U S H U	12	849	short:3404	3404
60672	Yami	?	short		aligned	a l i g n e d	V R V K N V T	a l i g n e d	A L I K N E T	23	850	short:3410	3410
8863	BanjareseMalay	?	shoulder		bahu	b a h u	P V H V	b a h u	P A H Y	17	858	shoulder:3446	3446
57745	Carolinian	?	shoulder		ayufara	ayu f a r a	V P V R V	a f a r a	A B A R A	1	856	shoulder:3447	3447
35869	Cebuano	?	shoulder		abaga	a b a g a	V P V K V	a b a g a	A P A K A	1	856	shoulder:3448	3448
51071	Chuukese	?	shoulder		afara	a f a r a	V P V R V	a f a r a	A B A R A	1	856	shoulder:3447	3447
3526	ChuukeseAKATrukese	?	shoulder		afara	a f a r a	V P V R V	a f a r a	A B A R A	1	856	shoulder:3447	3447
25523	DayakNgaju	?	shoulder		bahai	b a h ai	P V H V	b a h a	P A H A	17	858	shoulder:3446	3446
43449	EastSumbaneseKamberaSoutherndialect	?	shoulder		kundu	k u n d u	K V N T V	k u n d u	K Y N T Y	4	865	shoulder:3452	3452
11987	EastSumbaneseUmbuRatuNggaidialect	?	shoulder		kabaku	k a b a k u	K V P V K V	k a b a k u	K A P A K Y	1	856	shoulder:3448	3448
32644	FutunaEast	?	shoulder		uma	u m a	V M V	u m a	Y M A	10	857	shoulder:3454	3454
51282	Imorod	?	shoulder		pisagatan	p i s a g a t a n	P V S V K V T V N	p i s a g a t a n	P I S A K A T A N	20	859	shoulder:3455	3455
38192	Indonesian	?	shoulder		bahu	b a h u	P V H V	b a h u	P A H Y	17	858	shoulder:3446	3446
47488	Iraralay	?	shoulder		pakaw	p a k a w	P V K V W	p a k a w	P A K A W	21	860	shoulder:3448	3448
47489	Iraralay	?	shoulder		pisagatan	p i s a g a t a n	P V S V K V T V N	p i s a g a t a n	P I S A K A T A N	20	859	shoulder:3455	3455
58341	Isamorong	?	shoulder		pisagatan	p i s a g a t a n	P V S V K V T V N	p i s a g a t a n	P I S A K A T A N	20	859	shoulder:3455	3455
20149	Itbayat	?	shoulder		pakox	p a k o x	P V K V K	p a k o x	P A K U G	21	860	shoulder:3448	3448
20150	Itbayat	?	shoulder		psagatan	p s a g a t a n	P S V K V T V N	p s a g a t a n	P S A K A T A N	20	859	shoulder:3455	3455
51164	Itbayaten	?	shoulder		psagatan	p s a g a t a n	P S V K V T V N	p s a g a t a n	P S A K A T A N	20	859	shoulder:3455	3455
46178	Ivasay	?	shoulder		pakoh	p a k o h	P V K V H	p a k o h	P A K U H	21	860	shoulder:3448	3448
67288	Katingan	?	shoulder		bahuʔ	b a h u ʔ	P V H V H	b a h u 7	P A H Y H	17	858	shoulder:3446	3446
23292	Lakalai	?	shoulder		belo	b e l o	P V R V	b e l o	P E L U	26	862	shoulder:3463	3463
23293	Lakalai	?	shoulder		pala	p a l a	P V R V	p a l a	P A L A	1	856	shoulder:3463	3463
32879	MalayBahasaIndonesia	?	shoulder		bahu	b a h u	P V H V	b a h u	P A H Y	17	858	shoulder:3446	3446
67386	Maori	?	shoulder		pakihiwi	p a k i h i w i	P V K V H V W V	p a k i h i w i	P A K I H I W I	8	866	shoulder:3448	3448
19226	Marquesan	?	shoulder		paufifi	p au f i f i	P V P V P V	p a f i f i	P A B I B I	8	866	shoulder:3466	3466
21881	Minangkabau	?	shoulder		bau	b au	P V	b a	P A	17	858	shoulder:3446	3446
25808	NakanaiBilekiDialect	?	shoulder		beho	b e h o	P V H V	b e h o	P E H U	26	862	shoulder:3446	3446
58094	Ogan	?	shoulder		bau	b au	P V	b a	P A	17	858	shoulder:3446	3446
12077	RapanuiEasterIsland	?	shoulder		kapuhivi	k a p u h i v i	K V P V H V W V	k a p u h i v i	K A P Y H I B I	8	866	shoulder:3466	3466
52930	Rarotongan	?	shoulder		pokoivi	p o k oi v i	P V K V W V	p o k o v i	P U K U B I	8	866	shoulder:3448	3448
56228	Rennellese	?	shoulder		uma	u m a	V M V	u m a	Y M A	10	857	shoulder:3454	3454
64125	Rurutuan	?	shoulder		paʔoʔi	p a ʔ o ʔ i	P V H V H V	p a 7 o 7 i	P A H U H I	8	866	shoulder:3446	3446
19377	Surigaonon	?	shoulder		abaga	a b a g a	V P V K V	a b a g a	A P A K A	1	856	shoulder:3448	3448
46446	Tagalog	?	shoulder		balikat	b a l i k a t	P V R V K V T	b a l i k a t	P A L I K A T	31	863	shoulder:3463	3463
15261	TagalogAnthonydelaPaz	?	shoulder		balikat	b a l i k a t	P V R V K V T	b a l i k a t	P A L I K A T	31	863	shoulder:3463	3463
12731	TahitianModern	?	shoulder		tapono	t a p o n o	T V P V N V	t a p o n o	T A P U N U	9	867	shoulder:3477	3477
27899	Tikopia	?	shoulder		kapakau	k a p a k au	K V P V K V	k a p a k a	K A P A K A	22	861	shoulder:3448	3448
52200	Tongan	?	shoulder		uma	u m a	V M V	u m a	Y M A	10	857	shoulder:3454	3454
10009	Tuamotu	?	shoulder		pakihui	p a k i h ui	P V K V H V	p a k i h u	P A K I H Y	8	866	shoulder:3448	3448
49877	UveaEast	?	shoulder		uma	u m a	V M V	u m a	Y M A	10	857	shoulder:3454	3454
30312	WesternBukidnonManobo	?	shoulder		pemenayen	p e m e n aye n	P V M V N V N	p e m e n a n	P E M E N A N	34	864	shoulder:3482	3482
54786	Woleai	?	shoulder		yarafa	ya r a f a	V R V P V	i r a f a	Y R A B A	1	856	shoulder:3483	3483
46857	Yami	?	shoulder		pakaw	p a k a w	P V K V W	p a k a w	P A K A W	21	860	shoulder:3448	3448
67436	Anuta	?	shy,ashamed		paka/maa	p a k a m aa	P V K V M V	p a k a m a	P A K A M A	1	868	shy,ashamed:3484	3484
38480	BanjareseMalay	?	shy,ashamed		malu	m a l u	M V R V	m a l u	M A L Y	20	871	shy,ashamed:3485	3485
15838	Carolinian	?	shy,ashamed		saaw	s aa w	S V W	s a w	S A W	5	875	shy,ashamed:3486	3486
65318	Cebuano	?	shy,ashamed		naulaw	n au l a w	N V R V W	n a l a w	N A L A W	20	871	shy,ashamed:3487	3487
10039	Chuukese	?	shy,ashamed		ma	m a	M V	m a	M A	1	868	shy,ashamed:3485	3485
10040	Chuukese	?	shy,ashamed		saaw	s aa w	S V W	s a w	S A W	5	875	shy,ashamed:3486	3486
7890	ChuukeseAKATrukese	?	shy,ashamed		saawaasini	s aa w aa s i n i	S V W V S V N V	s a w a s i n i	S A W A S I N I	5	875	shy,ashamed:3489	3489
40463	DayakNgaju	?	shy,ashamed		mahamen	m a h a m e n	M V H V M V N	m a h a m e n	M A H A M E N	13	869	shy,ashamed:3490	3490
20642	EastSumbaneseKamberaSoutherndialect	?	shy,ashamed		makia	m a k ia	M V K V	m a k i	M A K I	1	868	shy,ashamed:3485	3485
24819	EastSumbaneseUmbuRatuNggaidialect	?	shy,ashamed		make	m a k e	M V K V	m a k e	M A K E	1	868	shy,ashamed:3485	3485
17459	FutunaEast	?	shy,ashamed		maa	m aa	M V	m a	M A	1	868	shy,ashamed:3485	3485
17460	FutunaEast	?	shy,ashamed		luma	l u m a	R V M V	l u m a	L Y M A	4	874	shy,ashamed:3510	3510
62054	Imorod	?	shy,ashamed		masnek	m a s n e k	M V S N V K	m a s n e k	M A S N E K	15	870	shy,ashamed:3494	3494
56952	Indonesian	?	shy,ashamed		malu	m a l u	M V R V	m a l u	M A L Y	20	871	shy,ashamed:3485	3485
8970	Iraralay	?	shy,ashamed		masnek	m a s n e k	M V S N V K	m a s n e k	M A S N E K	15	870	shy,ashamed:3494	3494
67162	Isamorong	?	shy,ashamed		masnek	m a s n e k	M V S N V K	m a s n e k	M A S N E K	15	870	shy,ashamed:3494	3494
18591	Itbayat	?	shy,ashamed		masnek	m a s n e k	M V S N V K	m a s n e k	M A S N E K	15	870	shy,ashamed:3494	3494
7167	Itbayaten	?	shy,ashamed		masnɨk	m a s n ɨ k	M V S N V K	m a s n I k	M A S N I K	15	870	shy,ashamed:3494	3494
38832	Ivasay	?	shy,ashamed		masnek	m a s n e k	M V S N V K	m a s n e k	M A S N E K	15	870	shy,ashamed:3494	3494
52759	Katingan	?	shy,ashamed		mahawɛn	m a h a w ɛ n	M V H V W V N	m a h a w E n	M A H A W E N	13	869	shy,ashamed:3490	3490
58390	Lakalai	?	shy,ashamed		mahela	m a h e l a	M V H V R V	m a h e l a	M A H E L A	1	868	shy,ashamed:3485	3485
36577	MalayBahasaIndonesia	?	shy,ashamed		malu	m a l u	M V R V	m a l u	M A L Y	20	871	shy,ashamed:3485	3485
38209	Maori	?	shy,ashamed		whaka|maa	w h a k a| m aa	W H V K V M V	w h a k a m a	W H A K A M A	1	868	shy,ashamed:3484	3484
36232	Minangkabau	?	shy,ashamed		malu	m a l u	M V R V	m a l u	M A L Y	20	871	shy,ashamed:3485	3485
52820	NakanaiBilekiDialect	?	shy,ashamed		mahela	m a h e l a	M V H V R V	m a h e l a	M A H E L A	1	868	shy,ashamed:3485	3485
33736	Niue	?	shy,ashamed		maa	m aa	M V	m a	M A	1	868	shy,ashamed:3485	3485
31203	Ogan	?	shy,ashamed		malu	m a l u	M V R V	m a l u	M A L Y	20	871	shy,ashamed:3485	3485
3574	Penrhyn	?	shy,ashamed		maa	m aa	M V	m a	M A	1	868	shy,ashamed:3485	3485
29118	RapanuiEasterIsland	?	shy,ashamed		haa/maa	h aa m aa	H V M V	h a m a	H A M A	1	868	shy,ashamed:3510	3510
8121	Rarotongan	?	shy,ashamed		taakama	t aa k a m a	T V K V M V	t a k a m a	T A K A M A	1	868	shy,ashamed:3484	3484
23978	Rennellese	?	shy,ashamed		maa	m aa	M V	m a	M A	1	868	shy,ashamed:3485	3485
65484	Rurutuan	?	shy,ashamed		ʔaʔamaa	ʔ a ʔ a m aa	H V H V M V	7 a 7 a m a	H A H A M A	1	868	shy,ashamed:3510	3510
36518	Samoan	?	shy,ashamed		ma	m a	M V	m a	M A	1	868	shy,ashamed:3485	3485
67394	Surigaonon	?	shy,ashamed		sipog	s i p o g	S V P V K	s i p o g	S I P U K	29	873	shy,ashamed:3515	3515
17088	Tagalog	?	shy,ashamed		hiyaq	h iya q	H V K	h i q	H I K	22	872	shy,ashamed:3516	3516
39480	TahitianModern	?	shy,ashamed		maamahu	m aa m a h u	M V M V H V	m a m a h u	M A M A H Y	1	868	shy,ashamed:3517	3517
42874	Tikopia	?	shy,ashamed		faka/maa/	f a k a m aa	P V K V M V	f a k a m a	B A K A M A	1	868	shy,ashamed:3484	3484
27857	Tongan	?	shy,ashamed		ma	m a	M V	m a	M A	1	868	shy,ashamed:3485	3485
49433	UveaEast	?	shy,ashamed		maa	m aa	M V	m a	M A	1	868	shy,ashamed:3485	3485
49434	UveaEast	?	shy,ashamed		luma	l u m a	R V M V	l u m a	L Y M A	4	874	shy,ashamed:3510	3510
56279	Woleai	?	shy,ashamed		maa	m aa	M V	m a	M A	1	868	shy,ashamed:3485	3485
58777	Yami	?	shy,ashamed		masnek	m a s n e k	M V S N V K	m a s n e k	M A S N E K	15	870	shy,ashamed:3494	3494
10924	Anuta	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
32513	BanjareseMalay	?	six		anam	a n a m	V N V M	a n a m	A N A M	1	876	six:3518	3518
40904	Cebuano	?	six		unum	u n u m	V N V M	u n u m	Y N Y M	1	876	six:3518	3518
12105	ChuukeseAKATrukese	?	six		woon	w oo n	W V N	w o n	W U N	1	876	six:3521	3521
34995	EastSumbaneseKamberaSoutherndialect	?	six		namu	n a m u	N V M V	n a m u	N A M Y	14	877	six:3518	3518
31468	FutunaEast	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
60192	Imorod	?	six		anem	a n e m	V N V M	a n e m	A N E M	1	876	six:3518	3518
11248	Indonesian	?	six		enam	e n a m	V N V M	e n a m	E N A M	1	876	six:3518	3518
64682	Iraralay	?	six		nanem	n a n e m	N V N V M	n a n e m	N A N E M	1	876	six:3518	3518
63293	Isamorong	?	six		anem	a n e m	V N V M	a n e m	A N E M	1	876	six:3518	3518
24343	Itbayat	?	six		anem	a n e m	V N V M	a n e m	A N E M	1	876	six:3518	3518
52262	Itbayaten	?	six		qaqnɨm	q a q n ɨ m	K V K N V M	q a q n I m	K A K N I M	1	876	six:3529	3529
6177	Ivasay	?	six		anem	a n e m	V N V M	a n e m	A N E M	1	876	six:3518	3518
44755	Luangiua	?	six		oŋo	o ŋ o	V N V	o N o	U N U	1	876	six:3518	3518
4165	MalayBahasaIndonesia	?	six		enam	e n a m	V N V M	e n a m	E N A M	1	876	six:3518	3518
55984	Maori	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
57635	Marquesan	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
15466	Minangkabau	?	six		anam	a n a m	V N V M	a n a m	A N A M	1	876	six:3518	3518
5260	NakanaiBilekiDialect	?	six		ivolo	i v o l o	V W V R V	i v o l o	I B U L U	8	878	six:3536	3536
30029	Niue	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
26689	Penrhyn	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
13827	RapanuiEasterIsland	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
38578	Rarotongan	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
52100	Rennellese	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
1673	Rurutuan	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
57810	Samoan	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
33798	Sikaiana	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
55624	Surigaonon	?	six		onom	o n o m	V N V M	o n o m	U N U M	1	876	six:3518	3518
6881	Tagalog	?	six		anim	a n i m	V N V M	a n i m	A N I M	1	876	six:3518	3518
55868	TagalogAnthonydelaPaz	?	six		anim	a n i m	V N V M	a n i m	A N I M	1	876	six:3518	3518
64583	TahitianModern	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
54752	Tikopia	?	six		ono	o n o	V N V	o n o	U N U	1	876	six:3518	3518
524	Yami	?	six		anem	a n e m	V N V M	a n e m	A N E M	1	876	six:3518	3518
1135	Anuta	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879	skin:3537	3537
44207	BanjareseMalay	?	skin		kulit	k u l i t	K V R V T	k u l i t	K Y L I T	1	879	skin:3537	3537
65881	Carolinian	?	skin		ghiil	g h ii l	K H V R	g h i l	K H I L	1	879	skin:3539	3539
21350	Cebuano	?	skin		panit	p a n i t	P V N V T	p a n i t	P A N I T	2	882	skin:3540	3540
37418	Chuukese	?	skin		siin	s ii n	S V N	s i n	S I N	1	879	skin:3541	3541
6700	ChuukeseAKATrukese	?	skin		sini	s i n i	S V N V	s i n i	S I N I	1	879	skin:3541	3541
6800	DayakNgaju	?	skin		upak	u p a k	V P V K	u p a k	Y P A K	19	881	skin:3543	3543
21825	EastSumbaneseKamberaSoutherndialect	?	skin		manula	m a n u l a	M V N V R V	m a n u l a	M A N Y L A	6	886	skin:3544	3544
17330	EastSumbaneseUmbuRatuNggaidialect	?	skin		kalitu	k a l i t u	K V R V T V	k a l i t u	K A L I T Y	1	879	skin:3537	3537
49894	FutunaEast	?	skin		kili	k i l i	K V R V	k i l i	K I L I	1	879	skin:3537	3537
16378	Imorod	?	skin		kolit	k o l i t	K V R V T	k o l i t	K U L I T	1	879	skin:3537	3537
55488	Indonesian	?	skin		kulit	k u l i t	K V R V T	k u l i t	K Y L I T	1	879	skin:3537	3537
27525	Iraralay	?	skin		kolit	k o l i t	K V R V T	k o l i t	K U L I T	1	879	skin:3537	3537
26205	Isamorong	?	skin		kodit	k o d i t	K V T V T	k o d i t	K U T I T	1	879	skin:3537	3537
45141	Itbayat	?	skin		kolit	k o l i t	K V R V T	k o l i t	K U L I T	1	879	skin:3537	3537
66430	Itbayaten	?	skin		kulit	k u l i t	K V R V T	k u l i t	K Y L I T	1	879	skin:3537	3537
66159	Ivasay	?	skin		kodit	k o d i t	K V T V T	k o d i t	K U T I T	1	879	skin:3537	3537
59994	Katingan	?	skin		upak	u p a k	V P V K	u p a k	Y P A K	19	881	skin:3543	3543
30278	Lakalai	?	skin		vovo	v o v o	W V W V	v o v o	B U B U	13	880	skin:3555	3555
30279	Lakalai	?	skin		kulikuli	k u l i k u l i	K V R V K V R V	k u l i k u l i	K Y L I K Y L I	1	879	skin:3537	3537
9631	Luangiua	?	skin		ʔili	ʔ i l i	H V R V	7 i l i	H I L I	1	879	skin:3556	3556
56822	MalayBahasaIndonesia	?	skin		kulit	k u l i t	K V R V T	k u l i t	K Y L I T	1	879	skin:3537	3537
16281	Maori	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879	skin:3537	3537
47817	Marquesan	?	skin		kii	k ii	K V	k i	K I	1	879	skin:3537	3537
62610	Minangkabau	?	skin		kulik	k u l i k	K V R V K	k u l i k	K Y L I K	1	879	skin:3537	3537
41926	NakanaiBilekiDialect	?	skin		vovo	v o v o	W V W V	v o v o	B U B U	13	880	skin:3555	3555
34109	Niue	?	skin		kili	k i l i	K V R V	k i l i	K I L I	1	879	skin:3537	3537
63889	Ogan	?	skin		kulit	k u l i t	K V R V T	k u l i t	K Y L I T	1	879	skin:3537	3537
12002	Penrhyn	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879	skin:3537	3537
55515	RapanuiEasterIsland	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879	skin:3537	3537
28381	Rarotongan	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879	skin:3537	3537
44416	Rennellese	?	skin		kigi	k i g i	K V K V	k i g i	K I K I	1	879	skin:3537	3537
32767	Rurutuan	?	skin		ʔiri	ʔ i r i	H V R V	7 i r i	H I R I	1	879	skin:3556	3556
9131	Samoan	?	skin		ili	i l i	V R V	i l i	I L I	1	879	skin:3556	3556
9132	Samoan	?	skin		paʔu	p a ʔ u	P V H V	p a 7 u	P A H Y	27	884	skin:3583	3583
38699	Sikaiana	?	skin		kili	k i l i	K V R V	k i l i	K I L I	1	879	skin:3537	3537
49166	Surigaonon	?	skin		panit	p a n i t	P V N V T	p a n i t	P A N I T	2	882	skin:3540	3540
44547	Tagalog	?	skin		balat	b a l a t	P V R V T	b a l a t	P A L A T	21	883	skin:3540	3540
8155	TagalogAnthonydelaPaz	?	skin		balat	b a l a t	P V R V T	b a l a t	P A L A T	21	883	skin:3540	3540
66822	TahitianModern	?	skin		iri	i r i	V R V	i r i	I R I	1	879	skin:3537	3537
56788	Tikopia	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879	skin:3537	3537
5771	Tongan	?	skin		kili	k i l i	K V R V	k i l i	K I L I	1	879	skin:3537	3537
13358	Tuamotu	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879	skin:3537	3537
48307	UveaEast	?	skin		kili	k i l i	K V R V	k i l i	K I L I	1	879	skin:3537	3537
60632	WesternBukidnonManobo	?	skin		lundis	l u n d i s	R V N T V S	l u n d i s	L Y N T I S	44	885	skin:3579	3579
37058	Woleai	?	skin		gilɪ	g i l ɪ	K V R V	g i l i	K I L I	1	879	skin:3537	3537
59147	Yami	?	skin		kolit	k o l i t	K V R V T	k o l i t	K U L I T	1	879	skin:3537	3537
33195	Anuta	?	sky		raŋi	r a ŋ i	R V N V	r a N i	R A N I	1	887	sky:3584	3584
4765	BanjareseMalay	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887	sky:3585	3585
55722	Carolinian	?	sky		laang	l aa n g	R V N K	l a n g	L A N K	1	887	sky:3585	3585
39180	Cebuano	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887	sky:3585	3585
67170	Chuukese	?	sky		naang	n aa n g	N V N K	n a n g	N A N K	1	887	sky:3588	3588
40425	ChuukeseAKATrukese	?	sky		neŋi	n e ŋ i	N V N V	n e N i	N E N I	1	887	sky:3584	3584
64996	DayakNgaju	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887	sky:3585	3585
64587	EastSumbaneseKamberaSoutherndialect	?	sky		awang	a w a n g	V W V N K	a w a n g	A W A N K	7	888	sky:3588	3588
34349	EastSumbaneseUmbuRatuNggaidialect	?	sky		awang	a w a n g	V W V N K	a w a n g	A W A N K	7	888	sky:3588	3588
39331	FutunaEast	?	sky		lagi	l a g i	R V K V	l a g i	L A K I	1	887	sky:3585	3585
27216	Imorod	?	sky		angit	a n g i t	V N K V T	a n g i t	A N K I T	1	887	sky:3585	3585
24068	Indonesian	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887	sky:3584	3584
34001	Iraralay	?	sky		hanyit	h a n yi t	H V N V T	h a n i t	H A N Y T	1	887	sky:3584	3584
51875	Isamorong	?	sky		hanyit	h a n yi t	H V N V T	h a n i t	H A N Y T	1	887	sky:3584	3584
33064	Itbayat	?	sky		xanyit	x a n yi t	K V N V T	x a n i t	G A N Y T	1	887	sky:3584	3584
20501	Itbayaten	?	sky		ǥanit	ǥ a n i t	K V N V T	x a n i t	K A N I T	1	887	sky:3584	3584
43007	Ivasay	?	sky		hanyit	h a n yi t	H V N V T	h a n i t	H A N Y T	1	887	sky:3584	3584
58849	Katingan	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887	sky:3584	3584
12010	Lakalai	?	sky		lage	l a g e	R V K V	l a g e	L A K E	1	887	sky:3585	3585
38479	Luangiua	?	sky		vai/laŋi	v ai l a ŋ i	W V R V N V	v a l a N i	B A L A N I	1	887	sky:3584	3584
34902	MalayBahasaIndonesia	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887	sky:3585	3585
61110	Maori	?	sky		rangi	r a n g i	R V N K V	r a n g i	R A N K I	1	887	sky:3585	3585
16697	Marquesan	?	sky		aki	a k i	V K V	a k i	A K I	1	887	sky:3585	3585
44144	Minangkabau	?	sky		laŋiʔ	l a ŋ i ʔ	R V N V H	l a N i 7	L A N I H	1	887	sky:3584	3584
23322	Niue	?	sky		langi	l a n g i	R V N K V	l a n g i	L A N K I	1	887	sky:3585	3585
52589	Ogan	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887	sky:3584	3584
57118	Penrhyn	?	sky		rangi	r a n g i	R V N K V	r a n g i	R A N K I	1	887	sky:3585	3585
45964	RapanuiEasterIsland	?	sky		ragi	r a g i	R V K V	r a g i	R A K I	1	887	sky:3585	3585
36120	Rarotongan	?	sky		rangi	r a n g i	R V N K V	r a n g i	R A N K I	1	887	sky:3585	3585
52985	Rennellese	?	sky		gangi	g a n g i	K V N K V	g a n g i	K A N K I	1	887	sky:3585	3585
8374	Rurutuan	?	sky		tuaraʔi	t ua r a ʔ i	T V R V H V	t u r a 7 i	T Y R A H I	1	887	sky:3614	3614
64429	Samoan	?	sky		laŋi	l a ŋ i	R V N V	l a N i	L A N I	1	887	sky:3584	3584
19327	Sikaiana	?	sky		lani	l a n i	R V N V	l a n i	L A N I	1	887	sky:3584	3584
14977	Surigaonon	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887	sky:3585	3585
1752	Tagalog	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887	sky:3585	3585
61576	TagalogAnthonydelaPaz	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887	sky:3585	3585
13855	TahitianModern	?	sky		rai	r ai	R V	r a	R A	1	887	sky:3620	3620
18859	Tikopia	?	sky		ragi	r a g i	R V K V	r a g i	R A K I	1	887	sky:3585	3585
27612	Tongan	?	sky		laŋi	l a ŋ i	R V N V	l a N i	L A N I	1	887	sky:3584	3584
61510	Tuamotu	?	sky		raŋi	r a ŋ i	R V N V	r a N i	R A N I	1	887	sky:3584	3584
5762	UveaEast	?	sky		lagi	l a g i	R V K V	l a g i	L A K I	1	887	sky:3585	3585
7116	WesternBukidnonManobo	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887	sky:3584	3584
15771	Woleai	?	sky		langɪ	l a n g ɪ	R V N K V	l a n g i	L A N K I	1	887	sky:3585	3585
60304	Yami	?	sky		angit	a n g i t	V N K V T	a n g i t	A N K I T	1	887	sky:3585	3585
17596	Anuta	?	small		riki	r i k i	R V K V	r i k i	R I K I	66	901	small:3621	3621
38304	BanjareseMalay	?	small		halus	h a l u s	H V R V S	h a l u s	H A L Y S	34	898	small:3622	3622
8821	Carolinian	?	small		schigh	s c h i g h	S K H V K H	s T h i g h	S C H I K H	1	889	small:3623	3623
28152	Cebuano	?	small		gamay	g a m ay	K V M V	g a m a	K A M A	29	896	small:3624	3624
49617	Chuukese	?	small		chiki	c h i k i	K H V K V	T h i k i	C H I K I	1	889	small:3623	3623
57655	ChuukeseAKATrukese	?	small		ŋiniŋin	ŋ i n i ŋ i n	N V N V N V N	N i n i N i n	N I N I N I N	39	900	small:3626	3626
57656	ChuukeseAKATrukese	?	small		chikichiiki	c h i k i c h ii k i	K H V K V K H V K V	T h i k i T h i k i	C H I K I C H I K I	1	889	small:3623	3623
65645	DayakNgaju	?	small		kurik	k u r i k	K V R V K	k u r i k	K Y R I K	27	894	small:3621	3621
33119	EastSumbaneseUmbuRatuNggaidialect	?	small		marah	m a r a h	M V R V H	m a r a h	M A R A H	3	897	small:3628	3628
44504	FutunaEast	?	small		ikiiki	i k ii k i	V K V K V	i k i k i	I K I K I	66	901	small:3621	3621
12620	Imorod	?	small		likey	l i k ey	R V K V	l i k e	L I K E	1	889	small:3621	3621
