ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
49166	Surigaonon	?	skin		panit	p a n i t	P V N V T	p a n i t	P A N I T	2	882
44547	Tagalog	?	skin		balat	b a l a t	P V R V T	b a l a t	P A L A T	21	883
8155	TagalogAnthonydelaPaz	?	skin		balat	b a l a t	P V R V T	b a l a t	P A L A T	21	883
66822	TahitianModern	?	skin		iri	i r i	V R V	i r i	I R I	1	879
56788	Tikopia	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879
5771	Tongan	?	skin		kili	k i l i	K V R V	k i l i	K I L I	1	879
13358	Tuamotu	?	skin		kiri	k i r i	K V R V	k i r i	K I R I	1	879
48307	UveaEast	?	skin		kili	k i l i	K V R V	k i l i	K I L I	1	879
60632	WesternBukidnonManobo	?	skin		lundis	l u n d i s	R V N T V S	l u n d i s	L Y N T I S	44	885
37058	Woleai	?	skin		gilɪ	g i l ɪ	K V R V	g i l i	K I L I	1	879
59147	Yami	?	skin		kolit	k o l i t	K V R V T	k o l i t	K U L I T	1	879
33195	Anuta	?	sky		raŋi	r a ŋ i	R V N V	r a N i	R A N I	1	887
4765	BanjareseMalay	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887
55722	Carolinian	?	sky		laang	l aa n g	R V N K	l a n g	L A N K	1	887
39180	Cebuano	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887
67170	Chuukese	?	sky		naang	n aa n g	N V N K	n a n g	N A N K	1	887
40425	ChuukeseAKATrukese	?	sky		neŋi	n e ŋ i	N V N V	n e N i	N E N I	1	887
64996	DayakNgaju	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887
64587	EastSumbaneseKamberaSoutherndialect	?	sky		awang	a w a n g	V W V N K	a w a n g	A W A N K	7	888
34349	EastSumbaneseUmbuRatuNggaidialect	?	sky		awang	a w a n g	V W V N K	a w a n g	A W A N K	7	888
39331	FutunaEast	?	sky		lagi	l a g i	R V K V	l a g i	L A K I	1	887
27216	Imorod	?	sky		angit	a n g i t	V N K V T	a n g i t	A N K I T	1	887
24068	Indonesian	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887
34001	Iraralay	?	sky		hanyit	h a n yi t	H V N V T	h a n i t	H A N Y T	1	887
51875	Isamorong	?	sky		hanyit	h a n yi t	H V N V T	h a n i t	H A N Y T	1	887
33064	Itbayat	?	sky		xanyit	x a n yi t	K V N V T	x a n i t	G A N Y T	1	887
20501	Itbayaten	?	sky		ǥanit	ǥ a n i t	K V N V T	x a n i t	K A N I T	1	887
43007	Ivasay	?	sky		hanyit	h a n yi t	H V N V T	h a n i t	H A N Y T	1	887
58849	Katingan	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887
12010	Lakalai	?	sky		lage	l a g e	R V K V	l a g e	L A K E	1	887
38479	Luangiua	?	sky		vai/laŋi	v ai l a ŋ i	W V R V N V	v a l a N i	B A L A N I	1	887
34902	MalayBahasaIndonesia	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887
61110	Maori	?	sky		rangi	r a n g i	R V N K V	r a n g i	R A N K I	1	887
16697	Marquesan	?	sky		aki	a k i	V K V	a k i	A K I	1	887
44144	Minangkabau	?	sky		laŋiʔ	l a ŋ i ʔ	R V N V H	l a N i 7	L A N I H	1	887
23322	Niue	?	sky		langi	l a n g i	R V N K V	l a n g i	L A N K I	1	887
52589	Ogan	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887
57118	Penrhyn	?	sky		rangi	r a n g i	R V N K V	r a n g i	R A N K I	1	887
45964	RapanuiEasterIsland	?	sky		ragi	r a g i	R V K V	r a g i	R A K I	1	887
36120	Rarotongan	?	sky		rangi	r a n g i	R V N K V	r a n g i	R A N K I	1	887
52985	Rennellese	?	sky		gangi	g a n g i	K V N K V	g a n g i	K A N K I	1	887
8374	Rurutuan	?	sky		tuaraʔi	t ua r a ʔ i	T V R V H V	t u r a 7 i	T Y R A H I	1	887
64429	Samoan	?	sky		laŋi	l a ŋ i	R V N V	l a N i	L A N I	1	887
19327	Sikaiana	?	sky		lani	l a n i	R V N V	l a n i	L A N I	1	887
14977	Surigaonon	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887
1752	Tagalog	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887
61576	TagalogAnthonydelaPaz	?	sky		langit	l a n g i t	R V N K V T	l a n g i t	L A N K I T	1	887
13855	TahitianModern	?	sky		rai	r ai	R V	r a	R A	1	887
18859	Tikopia	?	sky		ragi	r a g i	R V K V	r a g i	R A K I	1	887
27612	Tongan	?	sky		laŋi	l a ŋ i	R V N V	l a N i	L A N I	1	887
61510	Tuamotu	?	sky		raŋi	r a ŋ i	R V N V	r a N i	R A N I	1	887
5762	UveaEast	?	sky		lagi	l a g i	R V K V	l a g i	L A K I	1	887
7116	WesternBukidnonManobo	?	sky		laŋit	l a ŋ i t	R V N V T	l a N i t	L A N I T	1	887
15771	Woleai	?	sky		langɪ	l a n g ɪ	R V N K V	l a n g i	L A N K I	1	887
60304	Yami	?	sky		angit	a n g i t	V N K V T	a n g i t	A N K I T	1	887
17596	Anuta	?	small		riki	r i k i	R V K V	r i k i	R I K I	66	901
38304	BanjareseMalay	?	small		halus	h a l u s	H V R V S	h a l u s	H A L Y S	34	898
8821	Carolinian	?	small		schigh	s c h i g h	S K H V K H	s T h i g h	S C H I K H	1	889
28152	Cebuano	?	small		gamay	g a m ay	K V M V	g a m a	K A M A	29	896
49617	Chuukese	?	small		chiki	c h i k i	K H V K V	T h i k i	C H I K I	1	889
57655	ChuukeseAKATrukese	?	small		ŋiniŋin	ŋ i n i ŋ i n	N V N V N V N	N i n i N i n	N I N I N I N	39	900
57656	ChuukeseAKATrukese	?	small		chikichiiki	c h i k i c h ii k i	K H V K V K H V K V	T h i k i T h i k i	C H I K I C H I K I	1	889
65645	DayakNgaju	?	small		kurik	k u r i k	K V R V K	k u r i k	K Y R I K	27	894
33119	EastSumbaneseUmbuRatuNggaidialect	?	small		marah	m a r a h	M V R V H	m a r a h	M A R A H	3	897
44504	FutunaEast	?	small		ikiiki	i k ii k i	V K V K V	i k i k i	I K I K I	66	901
12620	Imorod	?	small		likey	l i k ey	R V K V	l i k e	L I K E	1	889
30050	Indonesian	?	small		kecil	k e c i l	K V K V R	k e T i l	K E C I L	28	895
64473	Iraralay	?	small		alikey	a l i k ey	V R V K V	a l i k e	A L I K E	1	889
8256	Isamorong	?	small		dekey	d e k ey	T V K V	d e k e	T E K E	1	889
29556	Itbayat	?	small		aleket	a l e k e t	V R V K V T	a l e k e t	A L E K E T	1	889
65902	Itbayaten	?	small		qalɨkɨt	q a l ɨ k ɨ t	K V R V K V T	q a l I k I t	K A L I K I T	1	889
18237	Ivasay	?	small		deekay	d ee k ay	T V K V	d e k a	T E K A	1	889
5016	Katingan	?	small		kurik	k u r i k	K V R V K	k u r i k	K Y R I K	27	894
43271	Lakalai	?	small		bisi	b i s i	P V S V	b i s i	P I S I	14	893
33138	Luangiua	?	small		suli/lii/	s u l i l ii	S V R V R V	s u l i l i	S Y L I L I	66	901
61078	MalayBahasaIndonesia	?	small		kecil	k e c i l	K V K V R	k e T i l	K E C I L	28	895
17623	Maori	?	small		iti	i t i	V T V	i t i	I T I	66	901
20275	Marquesan	?	small		kaiu	k aiu	K V	k a	K A	37	899
20276	Marquesan	?	small		poto	p o t o	P V T V	p o t o	P U T U	10	890
20277	Marquesan	?	small		iki	i k i	V K V	i k i	I K I	66	901
25505	NakanaiBilekiDialect	?	small		bisi	b i s i	P V S V	b i s i	P I S I	14	893
40784	Niue	?	small		puku/puku	p u k u p u k u	P V K V P V K V	p u k u p u k u	P Y K Y P Y K Y	12	892
40785	Niue	?	small		liki/liki	l i k i l i k i	R V K V R V K V	l i k i l i k i	L I K I L I K I	66	901
61915	Ogan	?	small		kəciʔ	k ə c i ʔ	K V K V H	k I T i 7	K E C I H	28	895
56568	Penrhyn	?	small		poto	p o t o	P V T V	p o t o	P U T U	10	890
56569	Penrhyn	?	small		iti	i t i	V T V	i t i	I T I	66	901
37561	RapanuiEasterIsland	?	small		poto	p o t o	P V T V	p o t o	P U T U	10	890
37562	RapanuiEasterIsland	?	small		iti	i t i	V T V	i t i	I T I	66	901
6015	Rarotongan	?	small		poto	p o t o	P V T V	p o t o	P U T U	10	890
6016	Rarotongan	?	small		akariki/	a k a r i k i	V K V R V K V	a k a r i k i	A K A R I K I	66	901
13070	Rennellese	?	small		poto/poto	p o t o p o t o	P V T V P V T V	p o t o p o t o	P U T U P U T U	10	890
13071	Rennellese	?	small		giki	g i k i	K V K V	g i k i	K I K I	66	901
32386	Rurutuan	?	small		maaitiiti	m aai t ii t i	M V T V T V	m a t i t i	M A T I T I	66	901
66697	Samoan	?	small		itiiti	i t ii t i	V T V T V	i t i t i	I T I T I	66	901
66904	Sikaiana	?	small		li/liki	l i l i k i	R V R V K V	l i l i k i	L I L I K I	66	901
65641	Surigaonon	?	small		gamay	g a m ay	K V M V	g a m a	K A M A	29	896
34534	Tagalog	?	small		maliit	m a l ii t	M V R V T	m a l i t	M A L I T	1	889
52834	TagalogAnthonydelaPaz	?	small		maliit	m a l ii t	M V R V T	m a l i t	M A L I T	1	889
2313	Tikopia	?	small		pukupuku	p u k u p u k u	P V K V P V K V	p u k u p u k u	P Y K Y P Y K Y	12	892
2314	Tikopia	?	small		liki/liki	l i k i l i k i	R V K V R V K V	l i k i l i k i	L I K I L I K I	66	901
11693	Tongan	?	small		siʔi	s i ʔ i	S V H V	s i 7 i	S I H I	11	891
11363	Tuamotu	?	small		riki	r i k i	R V K V	r i k i	R I K I	66	901
31403	UveaEast	?	small		pukupuku	p u k u p u k u	P V K V P V K V	p u k u p u k u	P Y K Y P Y K Y	12	892
31404	UveaEast	?	small		sii	s ii	S V	s i	S I	11	891
15561	WesternBukidnonManobo	?	small		deqisek	d e q i s e k	T V K V S V K	d e q i s e k	T E K I S E K	1	889
14520	Woleai	?	small		cciilɪ	cc ii l ɪ	K V R V	T i l i	C I L I	1	889
50901	Yami	?	small		aLikey	a l i k ey	V R V K V	a l i k e	A L I K E	1	889
5087	Anuta	?	smoke		autiapi	au t ia p i	V T V P V	a t i p i	A T I P I	2	905
1245	BanjareseMalay	?	smoke		asap	a s a p	V S V P	a s a p	A S A P	49	907
50575	Carolinian	?	smoke		atiyat	a t iya t	V T V T	a t i t	A T I T	2	905
64131	Cebuano	?	smoke		aso	a s o	V S V	a s o	A S U	2	905
67400	Chuukese	?	smoke		eet	ee t	V T	e t	E T	2	905
64991	ChuukeseAKATrukese	?	smoke		etuwet	e t u w e t	V T V W V T	e t u w e t	E T Y W E T	2	905
11516	DayakNgaju	?	smoke		asep	a s e p	V S V P	a s e p	A S E P	49	907
4036	EastSumbaneseKamberaSoutherndialect	?	smoke		kawu	k a w u	K V W V	k a w u	K A W Y	35	906
58383	EastSumbaneseUmbuRatuNggaidialect	?	smoke		muahu	m ua h u	M V H V	m u h u	M Y H Y	2	905
55699	FutunaEast	?	smoke		aausia	aau s ia	V S V	a s i	A S I	2	905
65273	Imorod	?	smoke		aob	ao b	V P	a b	A P	55	908
773	Indonesian	?	smoke		asap	a s a p	V S V P	a s a p	A S A P	49	907
63078	Iraralay	?	smoke		awob	a w o b	V W V P	a w o b	A W U P	55	908
19200	Isamorong	?	smoke		ahob	a h o b	V H V P	a h o b	A H U P	55	908
11382	Itbayat	?	smoke		axob	a x o b	V K V P	a x o b	A G U P	55	908
20235	Itbayaten	?	smoke		qaqǥub	q a q ǥ u b	K V K K V P	q a q x u b	K A K K Y P	55	908
21700	Ivasay	?	smoke		ahob	a h o b	V H V P	a h o b	A H U P	55	908
48207	Katingan	?	smoke		asɛp	a s ɛ p	V S V P	a s E p	A S E P	49	907
56504	Lakalai	?	smoke		sosobu	s o s o b u	S V S V P V	s o s o b u	S U S U P Y	17	904
34296	Luangiua	?	smoke		ohu	o h u	V H V	o h u	U H Y	13	903
44633	MalayBahasaIndonesia	?	smoke		asap	a s a p	V S V P	a s a p	A S A P	49	907
66187	Maori	?	smoke		au|ahi	au|a h i	V H V	a h i	A H I	2	905
41073	Marquesan	?	smoke		auahi	aua h i	V H V	a h i	A H I	2	905
47619	Minangkabau	?	smoke		asoʔ	a s o ʔ	V S V H	a s o 7	A S U H	49	907
37229	NakanaiBilekiDialect	?	smoke		sosobu	s o s o b u	S V S V P V	s o s o b u	S U S U P Y	17	904
15492	Niue	?	smoke		ahu	a h u	V H V	a h u	A H Y	2	905
9797	Ogan	?	smoke		asap	a s a p	V S V P	a s a p	A S A P	49	907
17957	Penrhyn	?	smoke		auahi	aua h i	V H V	a h i	A H I	2	905
15452	RapanuiEasterIsland	?	smoke		auahi	aua h i	V H V	a h i	A H I	2	905
58743	Rarotongan	?	smoke		auai	auai	V	a	A	2	905
54172	Rennellese	?	smoke		auahi	aua h i	V H V	a h i	A H I	2	905
54173	Rennellese	?	smoke		kohu	k o h u	K V H V	k o h u	K U H Y	13	903
57857	Rurutuan	?	smoke		auauaʔi	auaua ʔ i	V H V	a 7 i	A H I	2	905
17672	Samoan	?	smoke		asu	a s u	V S V	a s u	A S Y	2	905
49270	Sikaiana	?	smoke		au	au	V	a	A	2	905
14705	Surigaonon	?	smoke		aso	a s o	V S V	a s o	A S U	2	905
28017	Tagalog	?	smoke		usok	u s o k	V S V K	u s o k	Y S U K	2	905
35759	TagalogAnthonydelaPaz	?	smoke		usok	u s o k	V S V K	u s o k	Y S U K	2	905
42348	TahitianModern	?	smoke		auauahi	auaua h i	V H V	a h i	A H I	2	905
65241	Tikopia	?	smoke		ausiafi	au s ia f i	V S V P V	a s i f i	A S I B I	2	905
65242	Tikopia	?	smoke		kofu	k o f u	K V P V	k o f u	K U B Y	13	903
8539	Tongan	?	smoke		ʔahu	ʔ a h u	H V H V	7 a h u	H A H Y	2	905
44839	Tuamotu	?	smoke		auahi	aua h i	V H V	a h i	A H I	2	905
1870	UveaEast	?	smoke		ahu	a h u	V H V	a h u	A H Y	2	905
64123	WesternBukidnonManobo	?	smoke		evel	e v e l	V W V R	e v e l	E B E L	1	902
53525	Woleai	?	smoke		geraatɪʊ	g e r aa t ɪʊ	K V R V T V	g e r a t i	K E R A T I	2	905
10696	Yami	?	smoke		ahob	a h o b	V H V P	a h o b	A H U P	55	908
15345	BanjareseMalay	?	snake		ular	u l a r	V R V R	u l a r	Y L A R	2	911
41279	Cebuano	?	snake		halas	h a l a s	H V R V S	h a l a s	H A L A S	26	913
7413	DayakNgaju	?	snake		handipe	h a n d i p e	H V N T V P V	h a n d i p e	H A N T I P E	1	909
44248	EastSumbaneseKamberaSoutherndialect	?	snake		ular	u l a r	V R V R	u l a r	Y L A R	2	911
2254	EastSumbaneseUmbuRatuNggaidialect	?	snake		mandu	m a n d u	M V N T V	m a n d u	M A N T Y	9	917
49462	FutunaEast	?	snake		gata	g a t a	K V T V	g a t a	K A T A	12	910
67011	Imorod	?	snake		volay	v o l ay	W V R V	v o l a	B U L A	2	911
15955	Indonesian	?	snake		ular	u l a r	V R V R	u l a r	Y L A R	2	911
65621	Iraralay	?	snake		voley	v o l ey	W V R V	v o l e	B U L E	2	911
4091	Isamorong	?	snake		voday	v o d ay	W V T V	v o d a	B U T A	2	911
24780	Itbayat	?	snake		volay	v o l ay	W V R V	v o l a	B U L A	2	911
56409	Itbayaten	?	snake		vulay	v u l ay	W V R V	v u l a	B Y L A	2	911
39334	Ivasay	?	snake		voday	v o d ay	W V T V	v o d a	B U T A	2	911
54887	Luangiua	?	snake		aka	a k a	V K V	a k a	A K A	12	910
21047	MalayBahasaIndonesia	?	snake		ular	u l a r	V R V R	u l a r	Y L A R	2	911
13977	Minangkabau	?	snake		ula	u l a	V R V	u l a	Y L A	2	911
60925	NakanaiBilekiDialect	?	snake		taive	t ai v e	T V W V	t a v e	T A B E	37	916
16968	Niue	?	snake		gata	g a t a	K V T V	g a t a	K A T A	12	910
14818	Ogan	?	snake		ulax	u l a x	V R V K	u l a x	Y L A G	2	911
50506	Rarotongan	?	snake		oui	oui	V	o	U	27	914
49586	Rennellese	?	snake		ngata	n g a t a	N K V T V	n g a t a	N K A T A	12	910
5380	Rurutuan	?	snake		ooʔii	oo ʔ ii	V H V	o 7 i	U H I	27	914
5093	Samoan	?	snake		ŋata	ŋ a t a	N V T V	N a t a	N A T A	12	910
62915	Surigaonon	?	snake		sawa	s a w a	S V W V	s a w a	S A W A	25	912
62916	Surigaonon	?	snake		hayas	h aya s	H V S	h a s	H A S	26	913
8640	Tagalog	?	snake		ahas	a h a s	V H V S	a h a s	A H A S	31	915
31839	TagalogAnthonydelaPaz	?	snake		ahas	a h a s	V H V S	a h a s	A H A S	31	915
44801	TahitianModern	?	snake		oofii	oo f ii	V P V	o f i	U B I	27	914
27874	Tongan	?	snake		ŋata	ŋ a t a	N V T V	N a t a	N A T A	12	910
17002	Yami	?	snake		volay	v o l ay	W V R V	v o l a	B U L A	2	911
11269	Carolinian	?	spider		litubwuraara	l i t u b w u r aa r a	R V T V P W V R V R V	l i t u b w u r a r a	L I T Y P W Y R A R A	7	924
66062	Cebuano	?	spider		lawalawa	l a w a l a w a	R V W V R V W V	l a w a l a w a	L A W A L A W A	1	918
33470	Chuukese	?	spider		nittopwuraan	n i tt o p w u r aa n	N V T V P W V R V N	n i t o p w u r a n	N I T U P W Y R A N	7	924
2143	DayakNgaju	?	spider		sabangkang	s a b a n g k a n g	S V P V N K K V N K	s a b a n g k a n g	S A P A N K K A N K	17	920
66574	EastSumbaneseKamberaSoutherndialect	?	spider		nggenggi	n gg e n gg i	N K V N K V	n g e n g i	N K E N K I	3	922
49458	EastSumbaneseUmbuRatuNggaidialect	?	spider		gegu	g e g u	K V K V	g e g u	K E K Y	3	922
25310	FutunaEast	?	spider		kaleveleve	k a l e v e l e v e	K V R V W V R V W V	k a l e v e l e v e	K A L E B E L E B E	1	918
9239	Imorod	?	spider		ahahawa	a h a h a w a	V H V H V W V	a h a h a w a	A H A H A W A	1	918
49023	Indonesian	?	spider		labalaba	l a b a l a b a	R V P V R V P V	l a b a l a b a	L A P A L A P A	1	918
21653	Iraralay	?	spider		ahahawa	a h a h a w a	V H V H V W V	a h a h a w a	A H A H A W A	1	918
14288	Isamorong	?	spider		hawa	h a w a	H V W V	h a w a	H A W A	1	918
30857	Itbayat	?	spider		axxaawa	a xx aa w a	V K V W V	a x a w a	A G A W A	1	918
45910	Itbayaten	?	spider		qaǥǥaawaq	q a ǥǥ aa w a q	K V K V W V K	q a x a w a q	K A K A W A K	1	918
25024	Katingan	?	spider		sabakaŋ	s a b a k a ŋ	S V P V K V N	s a b a k a N	S A P A K A N	17	920
8360	Lakalai	?	spider		kamimisi	k a m i m i s i	K V M V M V S V	k a m i m i s i	K A M I M I S I	14	919
8691	Luangiua	?	spider		velevele	v e l e v e l e	W V R V W V R V	v e l e v e l e	B E L E B E L E	1	918
28953	MalayBahasaIndonesia	?	spider		labalaba	l a b a l a b a	R V P V R V P V	l a b a l a b a	L A P A L A P A	1	918
60362	Maori	?	spider		pungaawerewere	p u n g aa w e r e w e r e	P V N K V W V R V W V R V	p u n g a w e r e w e r e	P Y N K A W E R E W E R E	1	918
66522	Marquesan	?	spider		puna/veevee/	p u n a v ee v ee	P V N V W V W V	p u n a v e v e	P Y N A B E B E	1	918
12111	Minangkabau	?	spider		lawahlawah	l a w a h l a w a h	R V W V H R V W V H	l a w a h l a w a h	L A W A H L A W A H	1	918
26883	NakanaiBilekiDialect	?	spider		kimisi	k i m i s i	K V M V S V	k i m i s i	K I M I S I	14	919
24283	Ogan	?	spider		walawa	w a l a w a	W V R V W V	w a l a w a	W A L A W A	1	918
9982	RapanuiEasterIsland	?	spider		honu	h o n u	H V N V	h o n u	H U N Y	5	923
40771	Rennellese	?	spider		gaba	g a b a	K V P V	g a b a	K A P A	1	918
29875	Samoan	?	spider		ʔapoŋaleveleve	ʔ a p o ŋ a l e v e l e v e	H V P V N V R V W V R V W V	7 a p o N a l e v e l e v e	H A P U N A L E B E L E B E	1	918
39505	Sikaiana	?	spider		velevele	v e l e v e l e	W V R V W V R V	v e l e v e l e	B E L E B E L E	1	918
36497	Surigaonon	?	spider		lawalawa	l a w a l a w a	R V W V R V W V	l a w a l a w a	L A W A L A W A	1	918
25846	Tagalog	?	spider		gagamba	g a g a m b a	K V K V M P V	g a g a m b a	K A K A M P A	23	921
43059	TagalogAnthonydelaPaz	?	spider		gagamba	g a g a m b a	K V K V M P V	g a g a m b a	K A K A M P A	23	921
14763	TahitianModern	?	spider		tuutuurahonui	t uu t uu r a h o n ui	T V T V R V H V N V	t u t u r a h o n u	T Y T Y R A H U N Y	5	923
52955	Tuamotu	?	spider		tukutuku	t u k u t u k u	T V K V T V K V	t u k u t u k u	T Y K Y T Y K Y	5	923
34940	UveaEast	?	spider		kavelevele	k a v e l e v e l e	K V W V R V W V R V	k a v e l e v e l e	K A B E L E B E L E	1	918
28077	WesternBukidnonManobo	?	spider		kelelawaq	k e l e l a w a q	K V R V R V W V K	k e l e l a w a q	K E L E L A W A K	1	918
27399	Woleai	?	spider		ligesuburaaraa	l i g e s u b u r aa r aa	R V K V S V P V R V R V	l i g e s u b u r a r a	L I K E S Y P Y R A R A	7	924
1361	Yami	?	spider		ahahawa	a h a h a w a	V H V H V W V	a h a h a w a	A H A H A W A	1	918
1619	Anuta	?	star		petu	p e t u	P V T V	p e t u	P E T Y	1	925
47221	BanjareseMalay	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925
34800	Carolinian	?	star		fuu	f uu	P V	f u	B Y	1	925
15293	Cebuano	?	star		bitoon	b i t oo n	P V T V N	b i t o n	P I T U N	1	925
56024	Chuukese	?	star		fuu	f uu	P V	f u	B Y	1	925
58343	ChuukeseAKATrukese	?	star		fuu	f uu	P V	f u	B Y	1	925
58344	ChuukeseAKATrukese	?	star		ichchi	i c h c h i	V K H K H V	i T h T h i	I C H C H I	12	926
8376	DayakNgaju	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925
5336	EastSumbaneseUmbuRatuNggaidialect	?	star		adinu	a d i n u	V T V N V	a d i n u	A T I N Y	6	928
36005	FutunaEast	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925
49130	Indonesian	?	star		bintaŋ	b i n t a ŋ	P V N T V N	b i n t a N	P I N T A N	1	925
9832	Isamorong	?	star		vitohen	v i t o h e n	W V T V H V N	v i t o h e n	B I T U H E N	1	925
55935	Itbayat	?	star		vitoen	v i t oe n	W V T V N	v i t o n	B I T U N	1	925
64962	Itbayaten	?	star		vituɨn	v i t uɨ n	W V T V N	v i t u n	B I T Y N	1	925
19948	Ivasay	?	star		vitohen	v i t o h e n	W V T V H V N	v i t o h e n	B I T U H E N	1	925
47757	Katingan	?	star		bitaŋ	b i t a ŋ	P V T V N	b i t a N	P I T A N	1	925
1311	Lakalai	?	star		matatabu	m a t a t a b u	M V T V T V P V	m a t a t a b u	M A T A T A P Y	15	927
12585	Luangiua	?	star		heku	h e k u	H V K V	h e k u	H E K Y	1	925
60200	MalayBahasaIndonesia	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925
51171	Maori	?	star		whetuu	w h e t uu	W H V T V	w h e t u	W H E T Y	1	925
1093	Marquesan	?	star		fettoe	f e tt oe	P V T V	f e t o	B E T U	1	925
22875	Minangkabau	?	star		bintang	b i n t a n g	P V N T V N K	b i n t a n g	P I N T A N K	1	925
19064	NakanaiBilekiDialect	?	star		matatabu	m a t a t a b u	M V T V T V P V	m a t a t a b u	M A T A T A P Y	15	927
44792	Niue	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925
43870	Ogan	?	star		bintaŋ	b i n t a ŋ	P V N T V N	b i n t a N	P I N T A N	1	925
44927	Penrhyn	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925
37606	RapanuiEasterIsland	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925
11002	Rarotongan	?	star		eetuu	ee t uu	V T V	e t u	E T Y	1	925
10153	Rennellese	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925
54376	Rurutuan	?	star		fetiʔa	f e t i ʔ a	P V T V H V	f e t i 7 a	B E T I H A	1	925
18052	Samoan	?	star		fetu	f e t u	P V T V	f e t u	B E T Y	1	925
8245	Sikaiana	?	star		hetu	h e t u	H V T V	h e t u	H E T Y	1	925
46415	Surigaonon	?	star		bitoon	b i t oo n	P V T V N	b i t o n	P I T U N	1	925
14101	Tagalog	?	star		bituin	b i t ui n	P V T V N	b i t u n	P I T Y N	1	925
52838	TagalogAnthonydelaPaz	?	star		bituin	b i t ui n	P V T V N	b i t u n	P I T Y N	1	925
65856	TahitianModern	?	star		fetia	f e t ia	P V T V	f e t i	B E T I	1	925
16897	Tikopia	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925
6272	Tongan	?	star		fetuʔu	f e t u ʔ u	P V T V H V	f e t u 7 u	B E T Y H Y	1	925
25066	Tuamotu	?	star		hetuu	h e t uu	H V T V	h e t u	H E T Y	1	925
47824	UveaEast	?	star		fetuu	f e t uu	P V T V	f e t u	B E T Y	1	925
53207	WesternBukidnonManobo	?	star		bituqen	b i t u q e n	P V T V K V N	b i t u q e n	P I T Y K E N	1	925
35315	Woleai	?	star		fiusiu	f iu s iu	P V S V	f i s i	B I S I	1	925
37853	Anuta	?	stick/wood		raakau	r aa k au	R V K V	r a k a	R A K A	1	929
23524	BanjareseMalay	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929
62086	Carolinian	?	stick/wood		ura	u r a	V R V	u r a	Y R A	2	930
51543	Cebuano	?	stick/wood		kahoy	k a h oy	K V H V	k a h o	K A H U	1	929
44383	Chuukese	?	stick/wood		ira	i r a	V R V	i r a	I R A	2	930
44384	Chuukese	?	stick/wood		eyi	eyi	V	e	E	1	929
65639	ChuukeseAKATrukese	?	stick/wood		raan	r aa n	R V N	r a n	R A N	2	930
55070	DayakNgaju	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929
51471	FutunaEast	?	stick/wood		laakau	l aa k au	R V K V	l a k a	L A K A	1	929
38842	Indonesian	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929
40147	Itbayaten	?	stick/wood		kayuy	k ayuy	K V	k a	K A	1	929
5561	Katingan	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929
5562	Katingan	?	stick/wood		bataŋ	b a t a ŋ	P V T V N	b a t a N	P A T A N	6	931
9800	MalayBahasaIndonesia	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929
59041	Maori	?	stick/wood		raa|kau	r aa| k au	R V K V	r a k a	R A K A	1	929
11400	Marquesan	?	stick/wood		akau	a k au	V K V	a k a	A K A	1	929
768	Minangkabau	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929
17359	Niue	?	stick/wood		laakau	l aa k au	R V K V	l a k a	L A K A	1	929
24339	Ogan	?	stick/wood		kayu	k ayu	K V	k a	K A	1	929
2153	Penrhyn	?	stick/wood		raakau	r aa k au	R V K V	r a k a	R A K A	1	929
5928	Rarotongan	?	stick/wood		raakau	r aa k au	R V K V	r a k a	R A K A	1	929
42671	Rennellese	?	stick/wood		gaakau	g aa k au	K V K V	g a k a	K A K A	1	929
18342	Rurutuan	?	stick/wood		raaʔau	r aa ʔ au	R V H V	r a 7 a	R A H A	1	929
