# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	GLOTTOCODE	COGID
35871	Northern Coastal Nyangumarta	PATERNAL GRANDFATHER	k a ɭ i c i	nort2754	1
35872	Nyamal	PATERNAL GRANDFATHER	k a ɭ u c i	nyam1271	1
35873	Nyangumarta	PATERNAL GRANDFATHER	k a ɭ i c i	nyan1301	1
35874	Paakantyi	PATERNAL GRANDFATHER	ŋ uː l k a	darl1243	1
35875	Panytyima	PATERNAL GRANDFATHER	m a j a l i	pany1241	1
35876	Banggarla	PATERNAL GRANDFATHER	ŋ u w a l i	bang1339	1
35877	Bayungu	PATERNAL GRANDFATHER	m a j i l i	bayu1240	1
35878	Pitjantjatjara	PATERNAL GRANDFATHER	c a m u	pitj1243	1
35879	Pitta Pitta	PATERNAL GRANDFATHER	ŋ a ʈ a ʈ a	pitt1247	1
35880	Ritarungo	PATERNAL GRANDFATHER	m æ ɹ i ˀm u ŋ u	rita1239	1
35881	Dhalandji	PATERNAL GRANDFATHER	m a j i l i	dhal1245	1
35882	Dhargari	PATERNAL GRANDFATHER	m a j i d i	dhar1247	1
35883	Umpila	PATERNAL GRANDFATHER	p uː l a	umpi1239	1
35884	Wajarri	PATERNAL GRANDFATHER	k a m i	waja1257	1
35885	Wagaya	PATERNAL GRANDFATHER	m i m i m u	waga1260	1
35886	Wangganguru	PATERNAL GRANDFATHER	i l j i l i	wang1290	1
35887	Wanggamala	PATERNAL GRANDFATHER	ŋ a ʈ a ʈ a	wang1289	1
35888	Warrgamay	PATERNAL GRANDFATHER	g u b a n a	warr1255	1
35889	Warlmanpa	PATERNAL GRANDFATHER	k u c u k u n a	warl1255	1
35890	Warlpiri	PATERNAL GRANDFATHER	w a r i ŋ i j i	warl1254	1
35891	Warluwara	PATERNAL GRANDFATHER	k u j a j a	warl1256	1
35892	Wanman	PATERNAL GRANDFATHER	ɲ a m u	wanm1242	1
35893	Wariyangga	PATERNAL GRANDFATHER	m a j i l i	wari1262	1
35894	Warumungu	PATERNAL GRANDFATHER	k a ŋ k u j a	waru1265	1
35895	Warrungo	PATERNAL GRANDFATHER	b u l u	waru1264	1
35896	Wadiwadi	PATERNAL GRANDFATHER	m a t	wadi1249	1
35897	Wajuk	PATERNAL GRANDFATHER	t̪ a m i n	waju1234	1
35898	Western Arrarnta	PATERNAL GRANDFATHER	a r a ŋ a	west2441	1
35899	Western Arrarnta	PATERNAL GRANDFATHER	a ŋ a	west2441	1
35900	Wik-Mungkan	PATERNAL GRANDFATHER	p uː l	wikm1247	1
35901	Wiradhuri	PATERNAL GRANDFATHER	p a p iː n p a l	wira1262	1
35902	Wirangu-Nauo	PATERNAL GRANDFATHER	p a k a ɭ i	wira1260	1
35903	Woiwurrung	PATERNAL GRANDFATHER	ŋ a b a	woiw1237	1
35904	Wulguru	PATERNAL GRANDFATHER	g u b a	wulg1239	1
35905	Yagara	PATERNAL GRANDFATHER	j u k u n	yaga1262	1
35906	Yalarnnga	PATERNAL GRANDFATHER	m u t c u	yala1262	1
35907	Yan-nhangu	PATERNAL GRANDFATHER	m æ ɹ i ˀm u	yann1237	1
35908	Yandruwandha	PATERNAL GRANDFATHER	t c i n d ɹ a	yand1253	1
35909	Yanyuwa	PATERNAL GRANDFATHER	m u ɹ i m u ɹ i	yany1243	1
35910	Yarluyandi	PATERNAL GRANDFATHER	ŋ a t a t a	yarl1238	1
35911	Yawarawarga	PATERNAL GRANDFATHER	c i n d r a	yawa1258	1
35912	Yidiñ	PATERNAL GRANDFATHER	g a m i n	yidi1250	1
35913	Yindjibarndi	PATERNAL GRANDFATHER	m a j i l i	yind1247	1
35915	Yulparitja	PATERNAL GRANDFATHER	j a p a j i	yulp1238	1
35916	Yuwaalaraay	PATERNAL GRANDFATHER	d̪ i l aː g aː	yuwa1242	1
#
35917	Adnyamathanha	PATERNAL GRANDMOTHER	a c i ɳ i	adny1235	1
35918	Alyawarr	PATERNAL GRANDMOTHER	a p e ɭ e j	alya1239	1
35919	Alyawarr	PATERNAL GRANDMOTHER	a p e ɭ i kʷ	alya1239	1
35920	Andegerebinha	PATERNAL GRANDMOTHER	p e ɭ e	ande1247	1
35921	Arabana	PATERNAL GRANDMOTHER	a p i l c a	arab1267	1
35922	Badimaya	PATERNAL GRANDMOTHER	k a m i	badi1246	1
35923	Yugambeh-Bandjalang	PATERNAL GRANDMOTHER	g a m i	band1339	1
35924	Southern Maric	PATERNAL GRANDMOTHER	m i m i	sout2765	1
35925	Bilinara	PATERNAL GRANDMOTHER	ŋ a b u c u	bili1250	1
35926	Bularnu	PATERNAL GRANDMOTHER	j a p a ɹ a	bula1255	1
35927	Bunganditj	PATERNAL GRANDMOTHER	k ɹ o	bung1264	1
35928	Dharumbal	PATERNAL GRANDMOTHER	g u k u i n	dhar1248	1
35929	Dhuwal	PATERNAL GRANDMOTHER	m o m u	dhuw1249	1
35930	Dieri	PATERNAL GRANDMOTHER	k a m i	dier1241	1
35931	Dyaabugay	PATERNAL GRANDMOTHER	b a w i	dyaa1242	1
35932	Djambarrpuyngu	PATERNAL GRANDMOTHER	m o m u	djam1256	1
35933	Djapu	PATERNAL GRANDMOTHER	m o m u	djap1238	1
35934	Djinang	PATERNAL GRANDMOTHER	ŋ a t c i t c i	djin1253	1
35935	Duungidjawu	PATERNAL GRANDMOTHER	w a j u n d a n m i	duun1241	1
35936	Dyirbal	PATERNAL GRANDMOTHER	b a b i	dyir1250	1
35937	Flinders Island	PATERNAL GRANDMOTHER	æ p i	flin1247	1
35938	Flinders Island	PATERNAL GRANDMOTHER	r	flin1247	1
35939	Gamilaraay	PATERNAL GRANDMOTHER	g a r i m aː j	gami1243	1
35940	Gamilaraay	PATERNAL GRANDMOTHER	m a m aː j	gami1243	1
35941	Gumatj	PATERNAL GRANDMOTHER	m o m u	guma1253	1
35942	Kumbainggar	PATERNAL GRANDMOTHER	g a m i	kumb1268	1
35943	Gunya	PATERNAL GRANDMOTHER	b a b i ɲ	guny1241	1
35944	Gupapuyngu	PATERNAL GRANDMOTHER	m o m u	gupa1247	1
35945	Gurindji	PATERNAL GRANDMOTHER	ŋ a w u c u	guri1247	1
35946	Guugu Yimidhirr	PATERNAL GRANDMOTHER	b a b i	gugu1255	1
35947	Guyani	PATERNAL GRANDMOTHER	ŋ a p a ɭ a	guya1249	1
35948	Jaru	PATERNAL GRANDMOTHER	ŋ a o d c u	jaru1254	1
35949	Jaru	PATERNAL GRANDMOTHER	ŋ a w o d c u	jaru1254	1
35950	Djiwarli	PATERNAL GRANDMOTHER	ŋ a b a ɹ i	djiw1241	1
35951	Kalkutung	PATERNAL GRANDMOTHER	p a p i	kalk1246	1
35952	Gamilaraay	PATERNAL GRANDMOTHER	g a r i m aː j	gami1243	1
35953	Gamilaraay	PATERNAL GRANDMOTHER	m a m aː j	gami1243	1
35954	Karadjeri	PATERNAL GRANDMOTHER	c a m p a ʈ u	kara1476	1
35955	Kariyarra	PATERNAL GRANDMOTHER	k a p a ɭ i	kari1304	1
35956	Kartujarra	PATERNAL GRANDMOTHER	ɲ a m i	kart1247	1
35957	Kaurna	PATERNAL GRANDMOTHER	ŋ a p a pː i	kaur1267	1
35958	Kuku-Uwan	PATERNAL GRANDMOTHER	k u j u _ w a j a _ ŋ o t̪ o p e	kuku1280	1
35959	Gugadj	PATERNAL GRANDMOTHER	m iː m	guga1239	1
35960	Kukatja	PATERNAL GRANDMOTHER	ŋ a w i t c i	kuka1246	1
35961	Kuku-Yalanji	PATERNAL GRANDMOTHER	p a p i	kuku1273	1
35962	Kula (Australia)	PATERNAL GRANDMOTHER	m eː t oː c a	kula1275	1
35963	Kurrama	PATERNAL GRANDMOTHER	k a w a ɭ i	kurr1243	1
35964	Gurdjar	PATERNAL GRANDMOTHER	eː p	gurd1238	1
35965	Kuuku-Ya'u	PATERNAL GRANDMOTHER	p a ʔ i	kuuk1238	1
35966	Leningitij	PATERNAL GRANDMOTHER	p i j	leni1238	1
35967	Margany	PATERNAL GRANDMOTHER	b a b i ɲ	marg1253	1
35968	Martu Wangka	PATERNAL GRANDMOTHER	ɲ a m i	mart1256	1
35969	Madhi Madhi	PATERNAL GRANDMOTHER	g u g i ŋ i	madh1244	1
35970	Mayi-Kulan	PATERNAL GRANDMOTHER	p a p i n	mayi1236	1
35971	Mayi-Thakurti	PATERNAL GRANDMOTHER	p a p i n	mayi1234	1
35972	Mayi-Yapi	PATERNAL GRANDMOTHER	p a p i n	mayi1235	1
35973	Minjungbal	PATERNAL GRANDMOTHER	g a m i	minj1242	1
35974	Mudburra	PATERNAL GRANDMOTHER	ŋ a p u c u	mudb1240	1
35975	Muruwari	PATERNAL GRANDMOTHER	m u k u t u l	muru1266	1
35976	Narungga	PATERNAL GRANDMOTHER	m a ŋ g a d i	naru1238	1
35977	Ngaanyatjarra	PATERNAL GRANDMOTHER	k a p a ɭ i	ngaa1240	1
35978	Ngaanyatjarra	PATERNAL GRANDMOTHER	k u ɹ a n i	ngaa1240	1
35979	Ngaanyatjarra	PATERNAL GRANDMOTHER	n a n a	ngaa1240	1
35980	Ngadjunmaya	PATERNAL GRANDMOTHER	t u ɖ u _ ŋ a l b a	ngad1258	1
35981	Ngamini	PATERNAL GRANDMOTHER	k a m i	ngam1284	1
35982	North-western Warlpiri	PATERNAL GRANDMOTHER	c a m u	nort2753	1
35983	Ngarigu	PATERNAL GRANDMOTHER	g a b i ŋ	ngar1297	1
35984	Ngarinman	PATERNAL GRANDMOTHER	ŋ a p u p u	ngar1235	1
35985	Ngarla	PATERNAL GRANDMOTHER	k a p a ɭ i	ngar1296	1
35986	Ngarluma	PATERNAL GRANDMOTHER	ŋ a b a ɹ i	ngar1287	1
35987	Narrinyeri	PATERNAL GRANDMOTHER	m a i j a n o w e	narr1259	1
35988	Ngawun	PATERNAL GRANDMOTHER	p a p i n	ngaw1240	1
35989	Ngiyambaa	PATERNAL GRANDMOTHER	m a m a	ngiy1239	1
35990	Mangala	PATERNAL GRANDMOTHER	k a m i	mang1383	1
35991	Northern Coastal Nyangumarta	PATERNAL GRANDMOTHER	k a p a ɭ i c i	nort2754	1
35992	Nyamal	PATERNAL GRANDMOTHER	k a p a ɭ i	nyam1271	1
35993	Nyangumarta	PATERNAL GRANDMOTHER	k a p a ɭ i c i	nyan1301	1
35994	Paakantyi	PATERNAL GRANDMOTHER	k u ɹ a c a	darl1243	1
35995	Panytyima	PATERNAL GRANDMOTHER	k a p a ɭ a r a	pany1241	1
35996	Banggarla	PATERNAL GRANDMOTHER	ŋ a p u l a	bang1339	1
35997	Bayungu	PATERNAL GRANDMOTHER	ŋ a b a ɹ i	bayu1240	1
35998	Pitjantjatjara	PATERNAL GRANDMOTHER	k a m i	pitj1243	1
35999	Pitta Pitta	PATERNAL GRANDMOTHER	ŋ a t̪ a n̪ a	pitt1247	1
36000	Ritarungo	PATERNAL GRANDMOTHER	m o m u	rita1239	1
36001	Dhalandji	PATERNAL GRANDMOTHER	ŋ a b a ɹ i	dhal1245	1
36002	Dhargari	PATERNAL GRANDMOTHER	ŋ a b a ɹ i	dhar1247	1
36003	Umpila	PATERNAL GRANDMOTHER	p a q i	umpi1239	1
36004	Wajarri	PATERNAL GRANDMOTHER	k a ɲ c a ɹ i	waja1257	1
36005	Wagaya	PATERNAL GRANDMOTHER	i p e ɹ i	waga1260	1
36006	Wangganguru	PATERNAL GRANDMOTHER	c a p i l a	wang1290	1
36007	Wanggamala	PATERNAL GRANDMOTHER	ŋ a p i ɭ a	wang1289	1
36008	Warrgamay	PATERNAL GRANDMOTHER	b a b i	warr1255	1
36009	Warlmanpa	PATERNAL GRANDMOTHER	ŋ a p u c u	warl1255	1
36010	Warlpiri	PATERNAL GRANDMOTHER	j a p a ɭ a	warl1254	1
36011	Warluwara	PATERNAL GRANDMOTHER	p a w a	warl1256	1
36012	Wanman	PATERNAL GRANDMOTHER	ɲ a m i	wanm1242	1
36013	Wariyangga	PATERNAL GRANDMOTHER	ŋ a b a ɹ i	wari1262	1
36014	Warumungu	PATERNAL GRANDMOTHER	t a p u t a p u	waru1265	1
36015	Warrungo	PATERNAL GRANDMOTHER	k a m i	waru1264	1
36016	Wadiwadi	PATERNAL GRANDMOTHER	m i m	wadi1249	1
36017	Wajuk	PATERNAL GRANDMOTHER	t̪ a m i n	waju1234	1
36018	Western Arrarnta	PATERNAL GRANDMOTHER	l j u r a _ p a ɭ a	west2441	1
36019	Wik-Mungkan	PATERNAL GRANDMOTHER	ŋ a c	wikm1247	1
36020	Wiradhuri	PATERNAL GRANDMOTHER	p a t̪ iː n	wira1262	1
36021	Wirangu-Nauo	PATERNAL GRANDMOTHER	k a p a ɭ i	wira1260	1
36022	Wulguru	PATERNAL GRANDMOTHER	g u m b u	wulg1239	1
36023	Yagara	PATERNAL GRANDMOTHER	k a m i ŋ	yaga1262	1
36024	Yalarnnga	PATERNAL GRANDMOTHER	p a p i p i	yala1262	1
36025	Yan-nhangu	PATERNAL GRANDMOTHER	m o m u	yann1237	1
36026	Yandruwandha	PATERNAL GRANDMOTHER	k a m i	yand1253	1
36027	Yanyuwa	PATERNAL GRANDMOTHER	ŋ u p u c i	yany1243	1
36028	Yarluyandi	PATERNAL GRANDMOTHER	k a m i	yarl1238	1
36029	Yawarawarga	PATERNAL GRANDMOTHER	k a m i	yawa1258	1
36030	Yidiñ	PATERNAL GRANDMOTHER	b a b i m	yidi1250	1
36031	Yindjibarndi	PATERNAL GRANDMOTHER	k a w a ɭ i	yind1247	1
36032	Bidyara	PATERNAL GRANDMOTHER	k a ŋ a n a	bidy1243	1
36034	Yulparitja	PATERNAL GRANDMOTHER	j a p a j i	yulp1238	1
36035	Yuwaalaraay	PATERNAL GRANDMOTHER	ŋ aː g iː	yuwa1242	1
#
20221	Adnyamathanha	PATH OR ROAD	j a p a	adny1235	8490
20222	Alyawarr	PATH OR ROAD	i w u r	alya1239	8525
20223	Andegerebinha	PATH OR ROAD	i w e r i j l kʷ	ande1247	8525
20224	Arabana	PATH OR ROAD	w a t i	arab1267	8502
20225	Awabakal	PATH OR ROAD	j a p u g	awab1243	8522
20226	Yugambeh-Bandjalang	PATH OR ROAD	j a ɹ u h n	band1339	1
20227	Kabikabi	PATH OR ROAD	g u w a n u	kabi1260	8527
20228	Southern Maric	PATH OR ROAD	g a n a ɖ a	sout2765	8511
20229	Bilinara	PATH OR ROAD	w u r u m u	bili1250	8500
20230	Biri	PATH OR ROAD	d i m b a l	biri1256	8497
20231	Biri	PATH OR ROAD	d u m b a l	biri1256	8497
20232	Birrpayi	PATH OR ROAD	m o ɹ o	birr1241	8499
20233	Bularnu	PATH OR ROAD	j a r a b a	bula1255	8509
20234	Bunganditj	PATH OR ROAD	w a r i	bung1264	8491
20235	Hawkesbury	PATH OR ROAD	w i ɹ a j n	hawk1239	8540
20236	Dhangu	PATH OR ROAD	d̪ u k a	dhan1270	8555
20237	Thurawal	PATH OR ROAD	j a w u ŋ	thur1254	8522
20238	Sydney	PATH OR ROAD	m u ɹ u	sydn1236	8499
20239	Dharumbal	PATH OR ROAD	g u n̪ u l	dhar1248	8526
20240	Dayi	PATH OR ROAD	d̪ u k a r	dayi1244	8555
20241	Dhudhuroa	PATH OR ROAD	g a r i g a	dhud1236	1
20242	Dhurga	PATH OR ROAD	b u ɹ ʔ d oː	dhur1239	8533
20243	Dhuwal	PATH OR ROAD	d̪ u k a r	dhuw1249	8555
20244	Dieri	PATH OR ROAD	p a l t̪ u	dier1241	8496
20245	Dyaabugay	PATH OR ROAD	c u m b u r u	dyaa1242	8517
20246	Djambarrpuyngu	PATH OR ROAD	d̪ u k a r	djam1256	8555
20247	Djapu	PATH OR ROAD	d̪ u k a r	djap1238	8555
20248	Djinang	PATH OR ROAD	g a d c i g a r	djin1253	8484
20250	Duungidjawu	PATH OR ROAD	d a m b a	duun1241	8490
20251	Dyirbal	PATH OR ROAD	j a l g a j	dyir1250	8505
20252	Gamilaraay	PATH OR ROAD	j u r uː n	gami1243	8501
20253	Gangulu	PATH OR ROAD	j a l g a	gang1268	8505
20254	Gureng Gureng	PATH OR ROAD	d u n b a ɭ	gure1255	1
20255	Gudjal	PATH OR ROAD	b a w u	gudj1237	8543
20256	Gumatj	PATH OR ROAD	d̪ u k a r	guma1253	8555
20257	Kumbainggar	PATH OR ROAD	w a ɭ uː ɲ	kumb1268	8538
20258	Northern Inland Yui	PATH OR ROAD	m a ɹ oː d a ŋ	nort2760	8499
20259	Gupapuyngu	PATH OR ROAD	d̪ u k a r	gupa1247	8555
20260	Gurindji	PATH OR ROAD	w u r u m u	guri1247	8500
20261	Guugu Yimidhirr	PATH OR ROAD	d̪ u d aː n	gugu1255	1
20262	Guyani	PATH OR ROAD	t i d n a c a p a	guya1249	8537
20263	Sydney	PATH OR ROAD	m u r o	sydn1236	8499
20264	Jaru	PATH OR ROAD	w a ɲ d a r i	jaru1254	8536
20266	Djiwarli	PATH OR ROAD	w a c u ɹ a	djiw1241	8514
20267	Kalkutung	PATH OR ROAD	ɹ u t u	kalk1246	8493
20268	Gamilaraay	PATH OR ROAD	w a r u i	gami1243	8539
20269	Karadjeri	PATH OR ROAD	m a k u r	kara1476	8483
20272	Kartujarra	PATH OR ROAD	j i w a r a	kart1247	8525
20273	Gathang	PATH OR ROAD	j a b b a ŋ	gath1234	1
20274	Kaurna	PATH OR ROAD	t a pː a	kaur1267	8490
20275	Kuku-Uwan	PATH OR ROAD	a g u _ k u l a m	kuku1280	8512
20276	Kukatja	PATH OR ROAD	i w a ɹ a	kuka1246	8525
20277	Kuku-Yalanji	PATH OR ROAD	b a ɹ a l	kuku1273	8550
20279	Kula (Australia)	PATH OR ROAD	j e ŋ k a	kula1275	8520
20280	Kurrama	PATH OR ROAD	m a ɭ aː	kurr1243	8546
20281	Gurdjar	PATH OR ROAD	ɖ oː t	gurd1238	8544
20282	Kuuku-Ya'u	PATH OR ROAD	i j i t p i	kuuk1238	8523
20283	Leningitij	PATH OR ROAD	a r o ɣ	leni1238	8541
20284	Kala Lagaw Ya	PATH OR ROAD	i a b u g u d	kala1377	8485
20285	Malngin	PATH OR ROAD	p a l w a t	maln1239	8549
20286	Malyangapa	PATH OR ROAD	m a lː _ p a ɭ k a r a	maly1234	8486
20289	Margany	PATH OR ROAD	w a ɳ ɖ a	marg1253	8510
20290	Martu Wangka	PATH OR ROAD	ɹ uː t u	mart1256	8493
20291	Mayi-Kulan	PATH OR ROAD	m i ɳ d i ŋ u ɲ a	mayi1236	8528
20292	Mayi-Kulan	PATH OR ROAD	m i ɳ d i ŋ u ɲ a	mayi1236	8528
20293	Mayaguduna	PATH OR ROAD	ŋ a l i ŋ a l i	maya1280	8521
20294	Mayaguduna	PATH OR ROAD	ŋ a l i ŋ a l i	maya1280	8521
20295	Mayi-Thakurti	PATH OR ROAD	ŋ a l i ŋ a l i	mayi1234	8521
20296	Mayi-Thakurti	PATH OR ROAD	ŋ a l i ŋ a l i	mayi1234	8521
20297	Mayi-Yapi	PATH OR ROAD	p i k u p a ɹ a	mayi1235	8529
20298	Mayi-Yapi	PATH OR ROAD	p i k u p a ɹ a	mayi1235	8529
20299	Mbabaram	PATH OR ROAD	n d ɔ j	mbab1239	8547
20300	Anguthimri	PATH OR ROAD	t a b a	angu1242	8490
20301	Minjungbal	PATH OR ROAD	w a i a n	minj1242	8552
20302	Kalarko	PATH OR ROAD	w a ɹ i	kala1379	8491
20303	Mudburra	PATH OR ROAD	w u r u m u	mudb1240	8500
20305	Muruwari	PATH OR ROAD	j u ɹ u n	muru1266	8501
20306	Narungga	PATH OR ROAD	g a n d u	naru1238	8524
20308	Ngaanyatjarra	PATH OR ROAD	j i w a r a	ngaa1240	8525
20309	Ngadjunmaya	PATH OR ROAD	j u _ u a r a	ngad1258	8525
20310	Lower Riverland	PATH OR ROAD	ɹ a m k o	lowe1402	1
20311	Ngamini	PATH OR ROAD	w a d a j a p a	ngam1284	8519
20312	North-western Warlpiri	PATH OR ROAD	p i ɭ i ŋ a ɳ a	nort2753	8530
20313	Ngarigu	PATH OR ROAD	b e a l ʔ	ngar1297	8532
20314	Ngarinman	PATH OR ROAD	w u r u m u	ngar1235	8500
20315	Ngarluma	PATH OR ROAD	j i ɖ i j a	ngar1287	8503
20316	Narrinyeri	PATH OR ROAD	j a ɭ u k e	narr1259	8498
20317	Ngiyambaa	PATH OR ROAD	m u r u	ngiy1239	1
20318	Ngunawal	PATH OR ROAD	m u ɹ a	ngun1277	1
20319	Nhanda	PATH OR ROAD	w a cː oː	nhan1238	8514
20320	Mangala	PATH OR ROAD	m a k u r	mang1383	8483
20321	Northern Coastal Nyangumarta	PATH OR ROAD	ɹ u w u ʈ u	nort2754	8493
20322	Nyamal	PATH OR ROAD	c u k u ʈ i	nyam1271	1
20323	Nyangumarta	PATH OR ROAD	ɹ u t u	nyan1301	8493
20324	Nyunga	PATH OR ROAD	m aː t	nyun1247	8554
20325	Paakantyi	PATH OR ROAD	j a ɳ g a	darl1243	8487
20326	Pakanha	PATH OR ROAD	a k u _ m o n t o	paka1251	1
20327	Pallanganmiddang	PATH OR ROAD	b a n d c u	pall1243	8507
20328	Panytyima	PATH OR ROAD	m a ʈ i j a	pany1241	8542
20329	Banggarla	PATH OR ROAD	w i d l a	bang1339	8492
20330	Bayungu	PATH OR ROAD	t̪ u ɹ u w u r u	bayu1240	8504
20331	Pintupi-Luritja	PATH OR ROAD	p a l k a r a	pint1250	8548
20332	Pintupi-Luritja	PATH OR ROAD	j i w a r a	pint1250	8548
20333	Pirriya	PATH OR ROAD	k u n c u l u	pirr1240	8526
20334	Pitjantjatjara	PATH OR ROAD	i w a ɹ a	pitj1243	8525
20335	Pitta Pitta	PATH OR ROAD	p i r h a p a m p u	pitt1247	8531
20336	Rirratjingu	PATH OR ROAD	d̪ u k a	rirr1238	8555
20337	Ritarungo	PATH OR ROAD	d̪ u k a r	rita1239	8555
20339	Dhalandji	PATH OR ROAD	j i ɖ i j a	dhal1245	8503
20340	Dhargari	PATH OR ROAD	t̪ u r uː r u	dhar1247	8504
20341	Umpila	PATH OR ROAD	uː l ŋ k u j	umpi1239	8518
20342	Wajarri	PATH OR ROAD	ɹ uː d u	waja1257	8493
20343	Wagaya	PATH OR ROAD	p a ɳ u	waga1260	8545
20345	Wangganguru	PATH OR ROAD	t i d n a w a t i	wang1290	8551
20346	Pintiini	PATH OR ROAD	j i w a r i	pint1251	8525
20347	Wanggamala	PATH OR ROAD	t̪ i n k a d a	wang1289	8515
20348	Ngura	PATH OR ROAD	g u r g a ɲ a	ngur1261	8506
20350	Warrgamay	PATH OR ROAD	j a l g a j	warr1255	8505
20351	Warlmanpa	PATH OR ROAD	w a ɳ t a r i	warl1255	8536
20352	Warlpiri	PATH OR ROAD	w a r k i ɹ i	warl1254	8488
20353	Warluwara	PATH OR ROAD	j a ɳ i	warl1256	8508
20354	Wanman	PATH OR ROAD	j i ʈ i j a	wanm1242	8503
20355	Wariyangga	PATH OR ROAD	w a c u ɹ a	wari1262	8514
20356	Warumungu	PATH OR ROAD	j u w a c i	waru1265	8489
20357	Warrungo	PATH OR ROAD	j a l g a	waru1264	8505
20358	Wathawurrung	PATH OR ROAD	k a n d o r	wath1238	8495
20359	Wik-Mungkan	PATH OR ROAD	m o n t	wikm1247	1
20360	Wiradhuri	PATH OR ROAD	m uː r uː	wira1262	8499
20361	Wirangu-Nauo	PATH OR ROAD	w a ɹ i	wira1260	8491
20362	Woiwurrung	PATH OR ROAD	b a r i ŋ	woiw1237	1
20363	Wulguru	PATH OR ROAD	d u l b u ɲ	wulg1239	8516
20364	Yagara	PATH OR ROAD	g u l w u n	yaga1262	8513
20365	Yan-nhangu	PATH OR ROAD	d̪ u k a r	yann1237	8555
20366	Yandruwandha	PATH OR ROAD	p a l t̪ u	yand1253	8496
20367	Yanyuwa	PATH OR ROAD	j a b a l a m a n t̪ a r a	yany1243	8494
20368	Yawarawarga	PATH OR ROAD	t i d n a p a l t o	yawa1258	8535
20369	Yidiñ	PATH OR ROAD	g a b a j	yidi1250	1
20370	Yindjibarndi	PATH OR ROAD	j i ɖ i j a	yind1247	8503
20371	Yindjilandji	PATH OR ROAD	ˀb a ɹ n i	yind1248	8545
20372	Yorta Yorta	PATH OR ROAD	d a b o r a	yort1237	8534
20374	Yulparitja	PATH OR ROAD	k a r u k a r u	yulp1238	8553
20375	Yuwaalaraay	PATH OR ROAD	j u ɹ uː n	yuwa1242	1
#
39111	Aghu Tharnggalu	PELICAN	t u l ə l ŋ o t̪ ə l	aghu1254	1
39112	Alyawarr	PELICAN	w a l a j m p e r	alya1239	1
39113	Arabana	PELICAN	w a r u n t o	arab1267	1
39114	Awabakal	PELICAN	g a ɹ ɔ ŋ g a ɹ ɔ ŋ	awab1243	1
39115	Badjiri	PELICAN	b i r a i	badj1244	1
39116	Yugambeh-Bandjalang	PELICAN	t u ŋ e ɹ a	band1339	1
39117	Kabikabi	PELICAN	b u a lː a m	kabi1260	1
39118	Bilinara	PELICAN	d a b a ɹ u	bili1250	1
39119	Biri	PELICAN	b u l u n	biri1256	1
39120	Birrpayi	PELICAN	g a ɹ a ŋ a b a	birr1241	1
39121	Bularnu	PELICAN	m a g a l j i m a ɖ a	bula1255	1
39122	Bunganditj	PELICAN	k a ʈ _ p i ɹ a p	bung1264	1
39123	Colac	PELICAN	m u ɹ w o n g e l	cola1237	1
39124	Dhangu	PELICAN	w a ɳ j u ŋ b i	dhan1270	1
39125	Thurawal	PELICAN	g a r a ŋ g a b a	thur1254	1
39126	Sydney	PELICAN	g a r a ŋ a b u m a r i	sydn1236	1
39127	Dharumbal	PELICAN	b u l a n	dhar1248	1
39128	Dhudhuroa	PELICAN	k a r w a dː e	dhud1236	1
39129	Dhurga	PELICAN	g a ɹ u ŋ g u b a	dhur1239	1
39130	Dhuwal	PELICAN	g æ ɭ u m a j	dhuw1249	1
39131	Dieri	PELICAN	t a m p a ŋ a ɹ a	dier1241	1
39132	Dyaabugay	PELICAN	w u r m b u l	dyaa1242	1
39133	Djambarrpuyngu	PELICAN	g æ ɭ u m a j	djam1256	1
39134	Djapu	PELICAN	ɳ a ɲ d c a w u j	djap1238	1
39135	Djinang	PELICAN	m u l a	djin1253	1
39137	Duungidjawu	PELICAN	d u ŋ a r	duun1241	1
39138	Wadjigu	PELICAN	k o ŋ oː g u ɳ	wadj1255	1
39139	Gamilaraay	PELICAN	g u l a j aː l i	gami1243	1
39140	Kalali	PELICAN	k a b a ŋ a r a	kala1380	1
39141	Gureng Gureng	PELICAN	g oː l oː l a g u m	gure1255	1
39142	Gudjal	PELICAN	b a m b a b a ɹ i	gudj1237	1
39143	Gumatj	PELICAN	ɳ a ɲ d c a w u j	guma1253	1
39144	Gunditjmara	PELICAN	b a t c a l a ŋ	gund1249	1
39145	Northern Inland Yui	PELICAN	d u ŋ a ɹ a n	nort2760	1
39146	Gupapuyngu	PELICAN	b u ɹ u ŋ g u r	gupa1247	1
39147	Gurindji	PELICAN	b e l a ŋ ɹ i	guri1247	1
39148	Guwa	PELICAN	oː a n d g o	guwa1242	1
39149	Guyani	PELICAN	t a m p a ŋ a ɹ a	guya1249	1
39150	Sydney	PELICAN	g a ɹ a ŋ a b u _ m a ɹ i	sydn1236	1
39151	Jaru	PELICAN	d a b a ɹ u ŋ a	jaru1254	1
39152	Djiwarli	PELICAN	ŋ a ɳ d u r u	djiw1241	1
39153	Kalkutung	PELICAN	w a l k i r i p a r i	kalk1246	1
39154	Gamilaraay	PELICAN	g u l a j aː l i	gami1243	1
39155	Kariyarra	PELICAN	m a j u ʈ u j u ʈ u	kari1304	1
39157	Kartujarra	PELICAN	c u t a ɹ a	kart1247	1
39158	Karruwali	PELICAN	t u ʈ a	karr1236	1
