ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
4552	Written Tibetan	tibe1272	neck		mʒ́iŋ_pa	m dʒ i ŋ p a	M T V N P V	m d i N p a	M T I N P A	neck:374	374
4526	Xiaxe Tibetan	amdo1237	neck		hke_tə	h k e t ə	H K V T V	h k e t I	H K E T E	neck:779	779
4533	Zeme	zeme1240	neck		miguaŋ	m i g u a ŋ	M V K V V N	m i g u a N	M I K Y A N	neck:643	643
4521	Zhaba	zhab1238	neck		liŋ⁵¹_ciŋ²¹	l i ŋ ts i ŋ	R V N K V N	l i N C i N	L I N C I N	neck:374	374
4558	Zhaba	zhab1238	neck		liŋ⁵¹_ciŋ²¹	l i ŋ ts i ŋ	R V N K V N	l i N C i N	L I N C I N	neck:966	966
4594	Alike Tibetan	amdo1237	new		sho_mæ	sʰ o m æ	S V M V	s o m E	S U M E	new:189	189
4635	Ao-Chungli	chon1286	new		tasen	t a s e n	T V S V N	t a s e n	T A S E N	new:301	301
4584	Ao-Mongsen	mong1332	new		tesen	t e s e n	T V S V N	t e s e n	T E S E N	new:301	301
4565	Apatari	apat1240	new		níti	n i t i	N V T V	n i t i	N I T I	new:1405	1405
4604	Batang Tibetan	kham1282	new		sɛ⁵⁵_ba⁵³	s ɛ b a	S V P V	s E b a	S E P A	new:189	189
4615	Beijing	mand1415	new		śīn	sʲ iː n	S V N	s i n	S I N	new:301	301
4631	Bodo	bodo1269	new		gadan	g a d a n	K V T V N	g a d a n	K A T A N	new:1225	1225
4588	Bokar	bori1243	new		nɨ_tiː	n ɨ t iː	N V T V	n I t i	N I T I	new:1405	1405
4637	Bola	pela1242	new		sak⁵⁵	s a k	S V K	s a k	S A K	new:301	301
4633	Burmese	nucl1310	new		sac	s a ts	S V K	s a C	S A C	new:301	301
4564	Dhimal	dhim1246	new		nawa_IND	n a w a	N V W V	n a w a	N A W A	new:37	37
4625	Dimasa	dima1251	new		gadaiŋ	g a d a i ŋ	K V T V V N	g a d a i N	K A T A I N	new:1225	1225
4577	Dulong	drun1238	new		aŋ³¹_sar⁵⁵	a ŋ s a r	V N S V R	a N s a r	A N S A R	new:189	189
4582	Ersu	ersu1241	new		sɨ⁵⁵	s ɨ	S V	s I	S I	new:301	301
4632	Fuzhou	mind1253	new		siŋ⁵⁵	s i ŋ	S V N	s i N	S I N	new:301	301
4607	Garo	garo1247	new		gital	g i t a l	K V T V R	g i t a l	K I T A L	new:1225	1225
4592	Geba	geba1237	new		ʔəṭɛ⁴⁴	ʔ ə ʈ ɛ	H V T V	7 I t E	H E T E	new:301	301
4581	Geker	geko1235	new		ṭaː⁵³	ʈ aː	T V	t a	T A	new:301	301
4638	Guiqiong	guiq1238	new		sö⁵⁵_pö⁵⁵	s ö p ö	S V P V	s E p E	S U P U	new:301	301
4605	Gurung	guru1261	new		chaː²ra	tsʰ aː r a	K V R V	C a r a	C A R A	new:189	189
4612	Hakka	hakk1236	new		sin¹	s i n	S V N	s i n	S I N	new:301	301
4608	Hill-Miri	nyis1236	new		nite-ne	n i t e n e	N V T V N V	n i t e n e	N I T E N E	new:1405	1405
4590	Hmar	hmar1241	new		thar	tʰ a r	T V R	t a r	T A R	new:189	189
4634	Horpa	horp1239	new		xso_xso	x s o x s o	K S V K S V	x s o x s o	G S U G S U	new:301	301
4569	Idu	idum1241	new		me¹_eŋ¹	m e e ŋ	M V V N	m e e N	M E E N	new:1542	1542
4630	Jingpo	kach1280	new		n³¹_nan³³	n n a n	N N V N	n n a n	N N A N	new:1366	1366
4619	Jinuo	youl1235	new		ʃi⁵⁵	ʃ i	S V	S i	S I	new:301	301
4567	Jirel	jire1238	new		sam_L¹ba_T¹	s a m b a	S V M P V	s a m b a	S A M P A	new:189	189
4617	Kaike	kaik1246	new		sɔrba__TIB?	s ɔ r b a	S V R P V	s o r b a	S U R P A	new:189	189
4599	Khaling	khal1275	new		nin_L	n i n	N V N	n i n	N I N	new:1405	1405
4572	Lepcha	lepc1244	new		ăl	a l	V R	a l	A L	new:1216	1216
4641	Lepcha	lepc1244	new		car	ts a r	K V R	C a r	C A R	new:189	189
4606	Lhasa Tibetan	tibe1272	new		saː⁵⁵_pa⁵⁵	s aː p a	S V P V	s a p a	S A P A	new:189	189
4570	Lhota	loth1237	new		ethã	e tʰ ã ∼	V T V N	e t a n	E T A 9	new:189	189
4624	Liangmai	lian1251	new		kašan	k a ʃ a n	K V S V N	k a S a n	K A S A N	new:301	301
4628	Lijiang-Naxi	lich1241	new		ṣɨ⁵⁵	ʂ ɨ	S V	S I	S I	new:301	301
4609	Limbu	limb1266	new		kɔsɔN	k ɔ s ɔ	K V S V	k o s o	K U S U	new:154	154
4571	Lushai	lush1249	new		thar	tʰ a r	T V R	t a r	T A R	new:189	189
4622	Lüsu	lisu1250	new		ʒ́e³³_ʒ́e³³	ʒʲ e ʒʲ e	S V S V	Z e Z e	S E S E	new:1149	1149
4593	Manu	manu1255	new		sa¹¹	s a	S V	s a	S A	new:301	301
4613	Motuo-M	dakp1242	new		siŋ_ma	s i ŋ m a	S V N M V	s i N m a	S I N M A	new:301	301
4627	N-Qiang	nort2722	new		khsə	kʰ s ə	K S V	k s I	K S E	new:301	301
4620	Namuzi	namu1246	new		sɨ⁵⁵_cɛ³³	s ɨ ts ɛ	S V K V	s I C E	S I C E	new:301	301
4598	Ninglang-Naxi	naxi1245	new		ṣɨ¹³	ʂ ɨ	S V	S I	S I	new:301	301
4591	Nusu	nusu1239	new		ʒ́ɔ⁵⁵_ɔ³¹	ʒʲ ɔ ɔ	S V V	Z o o	S U U	new:301	301
4568	Old Chinese	oldc1244	new		sin	s i n	S V N	s i n	S I N	new:301	301
4579	Pa'O	paok1235	new		tə⁵⁵_sa³³	t ə s a	T V S V	t I s a	T E S A	new:301	301
4636	Padam	pada1257	new		a-ni	a n i	V N V	a n i	A N I	new:1405	1405
4586	Rawang	rawa1265	new		aŋ_səR	a ŋ s ə	V N S V	a N s I	A N S E	new:189	189
4574	Rourou	nusu1239	new		ćiæ³¹	tsʲ i æ	T V V	t i E	T I E	new:301	301
4573	Sgaw	sgaw1245	new		ʔəṭɔː⁴⁴	ʔ ə ʈ ɔː	H V T V	7 I t o	H E T U	new:301	301
4585	Sherpa	sher1255	new		sambɛHF	s a m b ɛ	S V M P V	s a m b E	S A M P E	new:189	189
4595	Shixing	shix1238	new		ṣɛ⁵⁵_hĩ³³	ʂ ɛ h ĩ ∼	S V H V N	S E h i n	S E H I 9	new:301	301
4578	Tangkul	tang1336	new		kathar	k a tʰ a r	K V T V R	k a t a r	K A T A R	new:189	189
4614	Tujia	nort2732	new		a³_si¹	a s i	V S V	a s i	A S I	new:301	301
4601	W. Kayah	west2409	new		ćɛ³³	tsʲ ɛ	T V	t E	T E	new:301	301
4602	Written Tibetan	tibe1272	new		gsar__pa	g s a r p a	K S V R P V	g s a r p a	K S A R P A	new:189	189
4621	Xiaxe Tibetan	amdo1237	new		sho_ma	sʰ o m a	S V M V	s o m a	S U M A	new:189	189
4626	Yeinbaw	yinb1236	new		θi⁵⁵	θ i	T V	8 i	D I	new:301	301
4618	Yintale	yint1235	new		ʔa¹¹_ṣaŋ³⁵	ʔ a ʂ a ŋ	H V S V N	7 a S a N	H A S A N	new:301	301
4629	Zeme	zeme1240	new		karchibe	k a r tsʰ i b e	K V R K V P V	k a r C i b e	K A R C I P E	new:189	189
4616	Zhaba	zhab1238	new		a²¹_sik⁵⁵	a s i k	V S V K	a s i k	A S I K	new:301	301
4682	Alike Tibetan	amdo1237	night		nən_mo_EE	n ə n m o	N V N M V	n I n m o	N E N M U	night:1369	1369
4723	Ao-Chungli	chon1286	night		aonuŋ	a o n u ŋ	V V N V N	a o n u N	A U N Y N	night:350	350
4672	Ao-Mongsen	mong1332	night		aya	a j a	V J V	a y a	A J A	night:254	254
4652	Apatari	apat1240	night		àyo	a y o	V V V	a i o	A Y U	night:254	254
4692	Batang Tibetan	kham1282	night		chẽ⁵⁵_ri⁵⁵	tsʰ ẽ ∼ r i	K V N R V	C e n r i	C E 9 R I	night:193	193
4703	Beijing	mand1415	night		yè	y e	V V	i e	Y E	night:254	254
4719	Bodo	bodo1269	night		hor	h o r	H V R	h o r	H U R	night:1040	1040
4676	Bokar	bori1243	night		a_yoː	a y oː	V V V	a i o	A Y U	night:254	254
4721	Burmese	nucl1310	night		ńa	nʲ a	N V	n a	N A	night:254	254
4651	Dhimal	dhim1246	night		nhisanta	nʰ i s a n t a	N V S V N T V	n i s a n t a	N I S A N T A	night:193	193
4713	Dimasa	dima1251	night		horh	h o rʰ	H V R	h o r	H U R	night:1040	1040
4664	Dulong	drun1238	night		dɔ³¹_ʒa⁵⁵_dɨː	d ɔ ʒ a d ɨː	T V S V T V	d o Z a d I	T U S A T I	night:782	782
4670	Ersu	ersu1241	night		nkhuar⁵⁵	n kʰ u a r	N K V V R	n k u a r	N K Y A R	night:1040	1040
4720	Fuzhou	mind1253	night		maŋ⁵⁵_muo⁵⁵	m a ŋ m u o	M V N M V V	m a N m u o	M A N M Y U	night:783	783
4696	Garo	garo1247	night		wal	w a l	W V R	w a l	W A L	night:1040	1040
4644	Geba	geba1237	night		_n	n	N	n	N	night:1377	1377
4680	Geba	geba1237	night		lu²²_mu²²_nɛ	l u m u n ɛ	R V M V N V	l u m u n E	L Y M Y N E	night:781	781
4642	Geker	geko1235	night		_na²²	n a	N V	n a	N A	night:1377	1377
4669	Geker	geko1235	night		məɨʔ⁵³_na²²_k	m ə ɨ ʔ n a k	M V V H N V K	m I I 7 n a k	M E I H N A K	night:781	781
4725	Guiqiong	guiq1238	night		mɔ̃³⁵_ŋi⁵⁵_c	m ɔ̃ ŋ i ts	M V N V K	m o N i C	M U N I C	night:350	350
4694	Gurung	guru1261	night		mwĩ¹sa	m w ĩ ∼ s a	M W V N S V	m w i n s a	M W I 9 S A	night:350	350
4647	Hakka	hakk1236	night		ban⁴-ia⁴	b a n i a	P V N V V	b a n i a	P A N I A	night:783	783
4700	Hakka	hakk1236	night		ban⁴_ia⁴	b a n i a	P V N V V	b a n i a	P A N I A	night:254	254
4697	Hill-Miri	nyis1236	night		tidi	t i d i	T V T V	t i d i	T I T I	night:782	782
4678	Hmar	hmar1241	night		zaːn	z aː n	S V N	z a n	S A N	night:254	254
4722	Horpa	horp1239	night		ćva	tsʲ v a	T W V	t v a	T B A	night:309	309
4656	Idu	idum1241	night		a³_boŋ¹_tioŋ	a b o ŋ t i o ŋ	V P V N T V V N	a b o N t i o N	A P U N T I U N	night:1199	1199
4718	Jingpo	kach1280	night		šə³¹_naʔ⁵⁵	ʃ ə n a ʔ	S V N V H	S I n a 7	S E N A H	night:1377	1377
4648	Jinuo	youl1235	night		mhe⁴²_kha⁴²	mʰ e kʰ a	M V K V	m e k a	M E K A	night:781	781
4707	Jinuo	youl1235	night		mhe⁴²_kha⁴²	mʰ e kʰ a	M V K V	m e k a	M E K A	night:783	783
4654	Jirel	jire1238	night		gwa_L¹ka_L¹	g w a k a	K W V K V	g w a k a	K W A K A	night:781	781
4705	Kaike	kaik1246	night		chan	tsʰ a n	K V N	C a n	C A N	night:193	193
4687	Khaling	khal1275	night		seneH	s e n e	S V N V	s e n e	S E N E	night:193	193
4668	Kulung	kulu1253	night		seːpa	s eː p a	S V P V	s e p a	S E P A	night:193	193
4659	Lepcha	lepc1244	night		nap	n a p	N V P	n a p	N A P	night:1378	1378
4695	Lhasa Tibetan	tibe1272	night		chɛ̃⁵⁵_mo⁵⁵	tsʰ ɛ̃ ∼ m o	K V N M V	C E n m o	C E 9 M U	night:193	193
4657	Lhota	loth1237	night		zamo-lo	z a m o l o	S V M V R V	z a m o l o	S A M U L U	night:152	152
4712	Liangmai	lian1251	night		nchun	n tsʰ u n	N K V N	n C u n	N C Y N	night:193	193
4649	Lijiang-Naxi	lich1241	night		mv³³_khv⁵⁵	m v kʰ v	M W K W	m v k v	M B K B	night:781	781
4716	Lijiang-Naxi	lich1241	night		mv³³_khv⁵⁵	m v kʰ v	M W K W	m v k v	M B K B	night:783	783
4698	Limbu	limb1266	night		sɛn	s ɛ n	S V N	s E n	S E N	night:193	193
4658	Lushai	lush1249	night		zaːn	z aː n	S V N	z a n	S A N	night:254	254
4681	Manu	manu1255	night		lv¹¹_mø̣³³_k	l v m ø̰ k	R W M V K	l v m e k	L B M U K	night:781	781
4701	Motuo-M	dakp1242	night		bi_naŋ	b i n a ŋ	P V N V N	b i n a N	P I N A N	night:1377	1377
4715	N-Qiang	nort2722	night		a_ṣa	a ʂ a	V S V	a S a	A S A	night:309	309
4709	Namuzi	namu1246	night		xĩ³³_qho³³	x ĩ ∼ q h o	K V N K H V	x i n q h o	G I 9 K H U	night:1040	1040
4645	Ninglang-Naxi	naxi1245	night		mv³¹_khv¹³	m v kʰ v	M W K W	m v k v	M B K B	night:781	781
4686	Ninglang-Naxi	naxi1245	night		mv³¹_khv¹³	m v kʰ v	M W K W	m v k v	M B K B	night:783	783
4679	Nusu	nusu1239	night		suɔr³⁵	s u ɔ r	S V V R	s u o r	S Y U R	night:309	309
4655	Old Chinese	oldc1244	night		lia	l i a	R V V	l i a	L I A	night:254	254
4666	Pa'O	paok1235	night		mɨ⁵⁵⁵⁵_kheʔ¹	m ɨ kʰ e ʔ	M V K V H	m I k e 7	M I K E H	night:781	781
4724	Padam	pada1257	night		yu-ə	y u ə	V V V	i u I	Y Y E	night:254	254
4650	Quueyu	quey1238	night		mche⁵⁵_TIB	m tsʰ e	M K V	m C e	M C E	night:38	38
4674	Rawang	rawa1265	night		ya_diŋ	y a d i ŋ	V V T V N	i a d i N	Y A T I N	night:782	782
4661	Rourou	nusu1239	night		so⁴⁴_kɨ⁵⁵	s o k ɨ	S V K V	s o k I	S U K I	night:309	309
4708	Serdukpen	sher1257	night		nuphuŋ-saŋ	n u pʰ u ŋ s a ŋ	N V P V N S V N	n u p u N s a N	N Y P Y N S A N	night:1199	1199
4660	Sgaw	sgaw1245	night		mu⁵³_na³³_khɔ	m u n a kʰ ɔ	M V N V K V	m u n a k o	M Y N A K U	night:1377	1377
4673	Sherpa	sher1255	night		nup_LR	n u p	N V P	n u p	N Y P	night:1378	1378
4683	Shixing	shix1238	night		o⁵⁵_qhoa³³	o q h o a	V K H V V	o q h o a	U K H U A	night:1040	1040
4665	Tangkul	tang1336	night		ŋayašoŋ	ŋ a j a ʃ o ŋ	N V J V S V N	N a y a S o N	N A J A S U N	night:254	254
4702	Tujia	nort2732	night		lan³_jin¹_ch	l a n j i n tsʰ	R V N J V N K	l a n y i n C	L A N J I N C	night:1277	1277
4689	W. Kayah	west2409	night		mɔ̣⁴⁴_khi⁵⁵	m ɔ̰ kʰ i	M V K V	m o k i	M U K I	night:781	781
4646	Written Tibetan	tibe1272	night		nam	n a m	N V M	n a m	N A M	night:1369	1369
4690	Written Tibetan	tibe1272	night		mchan_mo	m tsʰ a n m o	M K V N M V	m C a n m o	M C A N M U	night:193	193
4710	Xiaxe Tibetan	amdo1237	night		nə_mo_EE	n ə m o	N V M V	n I m o	N E M U	night:1369	1369
4714	Yeinbaw	yinb1236	night		mɨ̣̃¹¹_ha⁵⁵	m ɨ̰ ∼ h a	M V N H V	m I n h a	M I 9 H A	night:504	504
4706	Yintale	yint1235	night		mɨ¹¹_khi⁵⁵	m ɨ kʰ i	M V K V	m I k i	M I K I	night:781	781
4717	Zeme	zeme1240	night		muizeu	m u i z e u	M V V S V V	m u i z e u	M Y I S E Y	night:1536	1536
4704	Zhaba	zhab1238	night		mjin⁵⁵_le²¹	m j i n l e	M J V N R V	m y i n l e	M J I N L E	night:783	783
4803	Ao-Chungli	chon1286	nose		teni	t e n i	T V N V	t e n i	T E N I	nose:1361	1361
4750	Ao-Mongsen	mong1332	nose		tena	t e n a	T V N V	t e n a	T E N A	nose:1361	1361
4730	Apatari	apat1240	nose		yapiŋ	y a p i ŋ	V V P V N	i a p i N	Y A P I N	nose:1361	1361
4782	Beijing	mand1415	nose		bízi	b i z i	P V S V	b i z i	P I S I	nose:843	843
4799	Bodo	bodo1269	nose		gontoŋ	g o n t o ŋ	K V N T V N	g o n t o N	K U N T U N	nose:833	833
4754	Bokar	bori1243	nose		ńa_pum	nʲ a p u m	N V P V M	n a p u m	N A P Y M	nose:1361	1361
4805	Bola	pela1242	nose		na̲⁵⁵	n a̰	N V	n a	N A	nose:1361	1361
4801	Burmese	nucl1310	nose		hna_khauŋː	h n a kʰ a u ŋː	H N V K V V N	h n a k a u N	H N A K A Y N	nose:1361	1361
4729	Dhimal	dhim1246	nose		nhapu	nʰ a p u	N V P V	n a p u	N A P Y	nose:1361	1361
4793	Dimasa	dima1251	nose		guŋ	g u ŋ	K V N	g u N	K Y N	nose:833	833
4742	Dulong	drun1238	nose		sɨ³¹_na⁵⁵	s ɨ n a	S V N V	s I n a	S I N A	nose:1361	1361
4748	Ersu	ersu1241	nose		sɨ⁵⁵_nbu⁵³	s ɨ n b u	S V N P V	s I n b u	S I N P Y	nose:968	968
4800	Fuzhou	mind1253	nose		phei³¹	pʰ e i	P V V	p e i	P E I	nose:843	843
4774	Garo	garo1247	nose		giŋ	g i ŋ	K V N	g i N	K I N	nose:833	833
4758	Geba	geba1237	nose		kəni³³_khəde⁴	k ə n i kʰ ə d e	K V N V K V T V	k I n i k I d e	K E N I K E T E	nose:1522	1522
4747	Geker	geko1235	nose		nəphu⁴⁴	n ə pʰ u	N V P V	n I p u	N E P Y	nose:1361	1361
4810	Geker	geko1235	nose		nəphu⁴⁴	n ə pʰ u	N V P V	n I p u	N E P Y	nose:609	609
4806	Guiqiong	guiq1238	nose		ńo⁵⁵_kũ⁵³	nʲ o k ũ ∼	N V K V N	n o k u n	N U K Y 9	nose:1361	1361
4772	Gurung	guru1261	nose		na¹	n a	N V	n a	N A	nose:1361	1361
4779	Hakka	hakk1236	nose		pi⁴_guŋ¹	p i g u ŋ	P V K V N	p i g u N	P I K Y N	nose:843	843
4775	Hill-Miri	nyis1236	nose		ńipum	nʲ i p u m	N V P V M	n i p u m	N I P Y M	nose:1361	1361
4756	Hmar	hmar1241	nose		hnaːr	h n aː r	H N V R	h n a r	H N A R	nose:1379	1379
4802	Horpa	horp1239	nose		sni	s n i	S N V	s n i	S N I	nose:1361	1361
4734	Idu	idum1241	nose		e¹_ńaŋ¹_bo¹	e nʲ a ŋ b o	V N V N P V	e n a N b o	E N A N P U	nose:609	609
4798	Jingpo	kach1280	nose		lə⁵⁵_ti⁵¹	l ə t i	R V T V	l I t i	L E T I	nose:1522	1522
4786	Jinuo	youl1235	nose		nhɔ⁴²_to⁴⁴	nʰ ɔ t o	N V T V	n o t o	N U T U	nose:1361	1361
4732	Jirel	jire1238	nose		nou_L²	n o u	N V V	n o u	N U Y	nose:1361	1361
4784	Kaike	kaik1246	nose		nha	nʰ a	N V	n a	N A	nose:1361	1361
4765	Khaling	khal1275	nose		nö_L	n ö	N V	n E	N U	nose:1361	1361
4746	Kulung	kulu1253	nose		nap	n a p	N V P	n a p	N A P	nose:1361	1361
4737	Lepcha	lepc1244	nose		nóm	n o m	N V M	n o m	N U M	nose:1361	1361
4773	Lhasa Tibetan	tibe1272	nose		nə⁵⁵_ku⁵²	n ə k u	N V K V	n I k u	N E K Y	nose:1361	1361
4735	Lhota	loth1237	nose		kenno	k e n n o	K V N N V	k e n n o	K E N N U	nose:1361	1361
4792	Liangmai	lian1251	nose		taniu	t a n i u	T V N V V	t a n i u	T A N I Y	nose:1361	1361
4796	Lijiang-Naxi	lich1241	nose		ńi⁵⁵_mər³¹	nʲ i m ə r	N V M V R	n i m I r	N I M E R	nose:1361	1361
4776	Limbu	limb1266	nose		nɛbhoː	n ɛ b h oː	N V P H V	n E b h o	N E P H U	nose:1361	1361
4736	Lushai	lush1249	nose		hnaːr	h n aː r	H N V R	h n a r	H N A R	nose:1379	1379
4790	Lüsu	lisu1250	nose		ki³³_mu⁵³	k i m u	K V M V	k i m u	K I M Y	nose:967	967
4759	Manu	manu1255	nose		nɔ̣¹¹_ʃhøə³	n ɔ̰ ʃʰ ø ə	N V S V V	n o S e I	N U S U E	nose:1361	1361
4780	Motuo-M	dakp1242	nose		na_wuŋ	n a w u ŋ	N V W V N	n a w u N	N A W Y N	nose:1361	1361
4795	N-Qiang	nort2722	nose		stəq	s t ə q	S T V K	s t I q	S T E K	nose:1522	1522
4788	Namuzi	namu1246	nose		ńi³³_nga⁵⁵	nʲ i ŋ a	N V N V	n i N a	N I N A	nose:1361	1361
4764	Ninglang-Naxi	naxi1245	nose		ńi³³_gə³³	nʲ i g ə	N V K V	n i g I	N I K E	nose:1361	1361
4757	Nusu	nusu1239	nose		nha⁵⁵_koŋ³⁵	nʰ a k o ŋ	N V K V N	n a k o N	N A K U N	nose:1361	1361
4733	Old Chinese	oldc1244	nose		bhits	b h i t s	P H V T S	b h i t s	P H I T S	nose:843	843
4744	Pa'O	paok1235	nose		baj³³⁴⁴	b a j	P V J	b a y	P A J	nose:609	609
4804	Padam	pada1257	nose		ńe-buŋ	nʲ e b u ŋ	N V P V N	n e b u N	N E P Y N	nose:1361	1361
4728	Quueyu	quey1238	nose		ćńi⁵⁵	tsʲ nʲ i	T N V	t n i	T N I	nose:1361	1361
4752	Rawang	rawa1265	nose		šəna	ʃ ə n a	S V N V	S I n a	S E N A	nose:1361	1361
4739	Rourou	nusu1239	nose		na⁵⁵_ã⁵⁵	n a ã ∼	N V V N	n a a n	N A A 9	nose:1361	1361
4787	Serdukpen	sher1257	nose		nuphuŋ	n u pʰ u ŋ	N V P V N	n u p u N	N Y P Y N	nose:609	609
4812	Serdukpen	sher1257	nose		nuphuŋ	n u pʰ u ŋ	N V P V N	n u p u N	N Y P Y N	nose:1361	1361
4738	Sgaw	sgaw1245	nose		na²²_d̄e⁴⁴	n a d̄ e	N V T V	n a d e	N A T E	nose:1361	1361
4809	Sgaw	sgaw1245	nose		na²²_d̄e⁴⁴	n a d̄ e	N V T V	n a d e	N A T E	nose:1522	1522
4751	Sherpa	sher1255	nose		nawuHF	n a w u	N V W V	n a w u	N A W Y	nose:1361	1361
4761	Shixing	shix1238	nose		ńa⁵⁵_qũ³³	nʲ a q ũ ∼	N V K V N	n a q u n	N A K Y 9	nose:1361	1361
4743	Tangkul	tang1336	nose		nataŋ	n a t a ŋ	N V T V N	n a t a N	N A T A N	nose:1361	1361
4781	Tujia	nort2732	nose		ən³_ćhi¹	ə n tsʲʰ i	V N T V	I n t i	E N T I	nose:1361	1361
4767	W. Kayah	west2409	nose		nị⁴⁴_nạ¹¹	n ḭ n a̰	N V N V	n i n a	N I N A	nose:1361	1361
4768	Written Tibetan	tibe1272	nose		sna	s n a	S N V	s n a	S N A	nose:1361	1361
4789	Xiaxe Tibetan	amdo1237	nose		hna_ʁoŋ	h n a ʁ o ŋ	H N V R V N	h n a G o N	H N A R U N	nose:1361	1361
4794	Yeinbaw	yinb1236	nose		kṿ¹¹_bu⁵⁵	k v̩ b u	K W P V	k v b u	K B P Y	nose:609	609
4785	Yintale	yint1235	nose		nãŋ³³_khɛ⁵⁵	n ã ∼ ŋ kʰ ɛ	N V N N K V	n a n N k E	N A 9 N K E	nose:1361	1361
4811	Yintale	yint1235	nose		nãŋ³³_khɛ⁵⁵	n ã ∼ ŋ kʰ ɛ	N V N N K V	n a n N k E	N A 9 N K E	nose:1361	1361
4797	Zeme	zeme1240	nose		mineu	m i n e u	M V N V V	m i n e u	M I N E Y	nose:1361	1361
4783	Zhaba	zhab1238	nose		no̲⁵¹	n o	N V	n o	N U	nose:1361	1361
4874	Ao-Chungli	chon1286	not		nuŋa	n u ŋ a	N V N V	n u N a	N Y N A	not:1398	1398
4832	Ao-Mongsen	mong1332	not		noŋo	n o ŋ o	N V N V	n o N o	N U N U	not:1398	1398
4814	Apatari	apat1240	not		ma	m a	M V	m a	M A	not:1398	1398
4856	Beijing	mand1415	not		bù	b u	P V	b u	P Y	not:830	830
4836	Bokar	bori1243	not		moŋ	m o ŋ	M V N	m o N	M U N	not:1398	1398
4873	Burmese	nucl1310	not		ma	m a	M V	m a	M A	not:1398	1398
4813	Dhimal	dhim1246	not		ma	m a	M V	m a	M A	not:1398	1398
4866	Dimasa	dima1251	not		nia	n i a	N V V	n i a	N I A	not:1054	1054
4825	Dulong	drun1238	not		mɨ³¹	m ɨ	M V	m I	M I	not:1398	1398
4830	Ersu	ersu1241	not		ma³³	m a	M V	m a	M A	not:1398	1398
4872	Fuzhou	mind1253	not		me⁵²	m e	M V	m e	M E	not:1398	1398
4849	Garo	garo1247	not		oŋ-ja	o ŋ j a	V N J V	o N y a	U N J A	not:1054	1054
4838	Geba	geba1237	not		me⁴⁴_mɛ̃ʔ⁵³	m e m ɛ̃ ∼ ʔ	M V M V N H	m e m E n 7	M E M E 9 H	not:1398	1398
4829	Geker	geko1235	not		ḍŋəo⁴⁴_ma³¹	ɖ ŋ ə o m a	T N V V M V	d N I o m a	T N E U M A	not:1398	1398
4876	Guiqiong	guiq1238	not		me³⁵	m e	M V	m e	M E	not:1398	1398
4853	Hakka	hakk1236	not		m²	m	M	m	M	not:1398	1398
4850	Hill-Miri	nyis1236	not		ma	m a	M V	m a	M A	not:1398	1398
4818	Idu	idum1241	not		mi¹	m i	M V	m i	M I	not:1398	1398
4871	Jingpo	kach1280	not		n⁵⁵	n	N	n	N	not:1398	1398
4860	Jinuo	youl1235	not		mə⁴⁴	m ə	M V	m I	M E	not:1398	1398
4816	Jirel	jire1238	not		men_L¹	m e n	M V N	m e n	M E N	not:1398	1398
4858	Kaike	kaik1246	not		mhyã	mʰ y ã ∼	M V V N	m i a n	M Y A 9	not:1398	1398
4843	Khaling	khal1275	not		mu_L	m u	M V	m u	M Y	not:1398	1398
4828	Kulung	kulu1253	not		ma	m a	M V	m a	M A	not:1398	1398
4821	Lepcha	lepc1244	not		mă	m a	M V	m a	M A	not:1398	1398
4848	Lhasa Tibetan	tibe1272	not		mi¹³	m i	M V	m i	M I	not:1398	1398
4819	Lhota	loth1237	not		me	m e	M V	m e	M E	not:1398	1398
4865	Liangmai	lian1251	not		mak	m a k	M V K	m a k	M A K	not:1398	1398
4879	Liangmai	lian1251	not		mal	m a l	M V R	m a l	M A L	not:969	969
4869	Lijiang-Naxi	lich1241	not		mə³³	m ə	M V	m I	M E	not:1398	1398
4851	Limbu	limb1266	not		meːn	m eː n	M V N	m e n	M E N	not:1398	1398
4820	Lushai	lush1249	not		lo	l o	R V	l o	L U	not:969	969
4854	Motuo-M	dakp1242	not		ma	m a	M V	m a	M A	not:1398	1398
4868	N-Qiang	nort2722	not		ma	m a	M V	m a	M A	not:1398	1398
4862	Namuzi	namu1246	not		mɛ³³	m ɛ	M V	m E	M E	not:1398	1398
4842	Ninglang-Naxi	naxi1245	not		mə³³	m ə	M V	m I	M E	not:1398	1398
4837	Nusu	nusu1239	not		ma⁵⁵	m a	M V	m a	M A	not:1398	1398
4817	Old Chinese	oldc1244	not		pə	p ə	P V	p I	P E	not:830	830
4827	Pa'O	paok1235	not		ma²²mɨ⁵⁵_nau	m a m ɨ n a u	M V M V N V V	m a m I n a u	M A M I N A Y	not:1398	1398
4875	Padam	pada1257	not		maŋ	m a ŋ	M V N	m a N	M A N	not:1398	1398
4834	Rawang	rawa1265	not		mə_i	m ə i	M V V	m I i	M E I	not:1398	1398
4823	Rourou	nusu1239	not		a³¹	a	V	a	A	not:1054	1054
4861	Serdukpen	sher1257	not		bi-i	b i i	P V V	b i i	P I I	not:830	830
4822	Sgaw	sgaw1245	not		mạ³³	m a̰	M V	m a	M A	not:1398	1398
4833	Sherpa	sher1255	not		me_LR	m e	M V	m e	M E	not:1398	1398
