# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	GLOTTOCODE	COGID
13783	Guwa	INTESTINES	m u n d a m u n d a	guwa1242	5670
13784	Guyani	INTESTINES	k u d n a w a l a	guya1249	5603
13785	Jaru	INTESTINES	l o l o	jaru1254	5609
13787	Djiwarli	INTESTINES	ɲ i ɭ g u	djiw1241	5637
13788	Walmajarri	INTESTINES	c i l p i ʈ i	walm1241	5613
13789	Kalkutung	INTESTINES	u n u	kalk1246	5603
13790	Gamilaraay	INTESTINES	g ɔ l i n	gami1243	1
13791	Karadjeri	INTESTINES	p i ɭ u	kara1476	5635
13793	Kariyarra	INTESTINES	w i l j u w i l j u	kari1304	5663
13794	Kartujarra	INTESTINES	c a r u	kart1247	5625
13795	Karruwali	INTESTINES	m oː nː oː	karr1236	5674
13796	Kaurna	INTESTINES	k u d n a	kaur1267	5603
13797	Kuku-Uwan	INTESTINES	t̪ u p i	kuku1280	5607
13798	Gugadj	INTESTINES	k u nː g u l i ɳ g u l i ɹ	guga1239	5603
13799	Gugadj	INTESTINES	k u n ŋ u l i ɹ ŋ u l i ɹ	guga1239	5603
13800	Kukatja	INTESTINES	l u ŋ u	kuka1246	5598
13801	Kuku-Yalanji	INTESTINES	c u l b i	kuku1273	5613
13802	Kuku-Yalanji	INTESTINES	c u w u l	kuku1273	5613
13805	Kuungkari of Barcoo River	INTESTINES	w a r a w oː ɹ oː	kuun1236	5595
13806	Kula (Australia)	INTESTINES	k oː nː a w u l kː a w u l kː a	kula1275	5603
13807	Kurrama	INTESTINES	c u ɭ i ɲ	kurr1243	5665
13808	Gurdjar	INTESTINES	oː e n _ w a l n t̪ a ɖ	gurd1238	5672
13809	Kuuku-Ya'u	INTESTINES	t̪ u l ʔ a	kuuk1238	5644
13810	Leningitij	INTESTINES	t̪ o p l o	leni1238	5639
13811	Kala Lagaw Ya	INTESTINES	a k u ɹ	kala1377	5601
13812	Malgana	INTESTINES	b a n d a	malg1242	5675
13813	Malyangapa	INTESTINES	k oː m o w a	maly1234	5602
13816	Margany	INTESTINES	k oː nː a	marg1253	1
13817	Margany	INTESTINES	p oː l oː	marg1253	1
13818	Martu Wangka	INTESTINES	c a n i ŋ u	mart1256	5626
13820	Madhi Madhi	INTESTINES	w a r o ŋ i	madh1244	5661
13821	Mayaguduna	INTESTINES	k u n a p a ŋ g u	maya1280	5603
13822	Mayaguduna	INTESTINES	k u n a p a ŋ g u	maya1280	5603
13823	Mayi-Thakurti	INTESTINES	w a w k a c c a c e _ k u r o	mayi1234	5662
13824	Mayi-Thakurti	INTESTINES	w a w k a c c a c e _ k u r o	mayi1234	5662
13825	Mayi-Yapi	INTESTINES	w a l k a t c a k u ɹ u	mayi1235	5643
13826	Mayi-Yapi	INTESTINES	w a l k a t c a k u ɹ u	mayi1235	5643
13827	Mbabaram	INTESTINES	t̪ oː t̪ oː ɹ	mbab1239	5681
13828	Anguthimri	INTESTINES	b a Z/ʒ i	angu1242	5678
13829	Minjungbal	INTESTINES	m o kː i	minj1242	5651
13830	Kalarko	INTESTINES	w i ɭ a	kala1379	5596
13832	Mudburra	INTESTINES	c i ɹ i k u l u k u l a	mudb1240	5614
13834	Muruwari	INTESTINES	k i t a k i t a	muru1266	5628
13835	Narungga	INTESTINES	w a l d c a ɹ i	naru1238	5615
13837	Ngaanyatjarra	INTESTINES	p i ɭ i n t c i	ngaa1240	5635
13838	Ngadjunmaya	INTESTINES	ɲ u ɳ i ɲ	ngad1258	5597
13839	Lower Riverland	INTESTINES	g oː n o ŋ	lowe1402	5603
13840	Ngamini	INTESTINES	k u d n a w a l a	ngam1284	5603
13841	Ngarinman	INTESTINES	g a ŋ i r i	ngar1235	5608
13842	Ngarla	INTESTINES	w i l j u w i l j u ɹ a	ngar1296	5624
13843	Ngarluma	INTESTINES	b u ŋ a	ngar1287	5667
13844	Narrinyeri	INTESTINES	p u ɹ i m i n u n	narr1259	5618
13845	Ngawun	INTESTINES	t̪ a p u l	ngaw1240	5655
13846	Ngawun	INTESTINES	t̪ a p u l	ngaw1240	5655
13847	Ngiyambaa	INTESTINES	b oː n o ŋ	ngiy1239	5680
13848	Ngunawal	INTESTINES	g oː n o ŋ	ngun1277	5603
13849	Nhanda	INTESTINES	p a ɳ d a	nhan1238	5676
13850	Mangala	INTESTINES	c a k i	mang1383	5631
13851	Northern Coastal Nyangumarta	INTESTINES	p i ɳ t a l	nort2754	5656
13852	Nyamal	INTESTINES	m e ɹ k a	nyam1271	5673
13853	Nyangumarta	INTESTINES	c a r u	nyan1301	5624
13854	Nyunga	INTESTINES	g oː nː a	nyun1247	5603
13855	Nyunga	INTESTINES	b oː ɹ a	nyun1247	5603
13856	Paakantyi	INTESTINES	k oː n a w oː n	darl1243	5603
13857	Pakanha	INTESTINES	t̪ i pː a	paka1251	5639
13858	Pakanha	INTESTINES	t̪ i p i	paka1251	5639
13859	Pallanganmiddang	INTESTINES	b u g u	pall1243	5617
13860	Panytyima	INTESTINES	c u ɭ i ɲ b a	pany1241	5665
13861	Banggarla	INTESTINES	b a m b i	bang1339	5603
13862	Bayungu	INTESTINES	p a ɭ u ɲ u	bayu1240	5635
13863	Western Victoria	INTESTINES	p a p g oː n a ɳ j i n	west2443	5677
13864	Pintupi-Luritja	INTESTINES	t a l t i	pint1250	5605
13865	Pitjantjatjara	INTESTINES	t c u n i	pitj1243	5599
13866	Pitta Pitta	INTESTINES	t̪ u l j c i	pitt1247	5640
13867	Ritarungo	INTESTINES	d̪ u r i	rita1239	5640
13869	Dhalandji	INTESTINES	p a ɭ u ɲ u	dhal1245	5635
13870	Dhargari	INTESTINES	p a ɭ u ɲ u	dhar1247	5635
13871	Umpila	INTESTINES	t̪ u l q i a l a	umpi1239	5644
13872	Wajarri	INTESTINES	j u ɹ a l i ɲ	waja1257	5664
13873	Wagaya	INTESTINES	u t ʔ a l	waga1260	5659
13876	Wangganguru	INTESTINES	k u d n a t a c i ɹ i	wang1290	5603
13877	Pintiini	INTESTINES	ɲ u r u	pint1251	5660
13878	Wanggamala	INTESTINES	t u ŋ u ɳ u	wang1289	5669
13879	Ngura	INTESTINES	k i r i	ngur1261	5620
13880	Wardandi	INTESTINES	g o bː e l	ward1248	5592
13881	Warrgamay	INTESTINES	g a w a ɹ	warr1255	5593
13882	Warlpiri	INTESTINES	t a ɭ t i	warl1254	5605
13883	Warluwara	INTESTINES	k u n a p a ʈ a	warl1256	5603
13884	Wanman	INTESTINES	c a r u	wanm1242	5625
13885	Wariyangga	INTESTINES	p u c u	wari1262	5654
13886	Warumungu	INTESTINES	p a r k u l a p a r k u l a	waru1265	5604
13887	Warumungu	INTESTINES	p i ɳ m i r i	waru1265	5604
13888	Warumungu	INTESTINES	w a c i r k i	waru1265	5604
13889	Warrungo	INTESTINES	b a m b a	waru1264	5653
13890	Wathawurrung	INTESTINES	j o l o g	wath1238	5619
13891	Wadiwadi	INTESTINES	g o n a ŋ ɹ oː	wadi1249	5603
13892	Wajuk	INTESTINES	n i nː a l	waju1234	5642
13893	Western Arrarnta	INTESTINES	u r k a k u ɳ i n t c a	west2441	5658
13894	Wik-Mungkan	INTESTINES	t̪ i p _ p u k _ p i ʔ a n	wikm1247	5639
13895	Wiradhuri	INTESTINES	b uː r b i j n	wira1262	5629
13896	Wirangu-Nauo	INTESTINES	d̪ a ɹ u l j u	wira1260	5612
13897	Woiwurrung	INTESTINES	b i n d i ɹ k	woiw1237	5638
13898	Wulguru	INTESTINES	g i ɹ a l g a ɹ a l	wulg1239	5647
13899	Yalarnnga	INTESTINES	ɹ i c u r a	yala1262	5630
13900	Yan-nhangu	INTESTINES	b i j a p i j a	yann1237	5600
13901	Yandruwandha	INTESTINES	k u d n a w a l a	yand1253	5603
13902	Yanyuwa	INTESTINES	m a c i l i l i ɲ c i l i l i	yany1243	5636
13903	Yarluyandi	INTESTINES	k a n c i	yarl1238	5633
13904	Yawarawarga	INTESTINES	k u d n a w a l a	yawa1258	5603
13905	Yidiñ	INTESTINES	g u ŋ g u l	yidi1250	5648
13906	Yindjilandji	INTESTINES	m w a l ʔ c oː	yind1248	5666
13907	Yirandhali	INTESTINES	p a d a nː a	yira1239	5671
13908	Yorta Yorta	INTESTINES	g u n a	yort1237	5603
13910	Yulparitja	INTESTINES	p i ɭ u	yulp1238	5635
13911	Yuwaalaraay	INTESTINES	m u b a l	yuwa1242	5627
#
14218	Adnyamathanha	KILL	u n t a	adny1235	5851
14219	Adnyamathanha	KILL	u ɳ t a	adny1235	5851
14220	Alyawarr	KILL	a t ɹ i j o	alya1239	5863
14221	Andegerebinha	KILL	a t w e m	ande1247	5874
14222	Arabana	KILL	k u m p i ɹ a m a	arab1267	5862
14223	Yugambeh-Bandjalang	KILL	b u m a	band1339	1
14224	Yugambeh-Bandjalang	KILL	b u m g a	band1339	1
14225	Kabikabi	KILL	b a j i n g u	kabi1260	5860
14226	Biri	KILL	g u l a	biri1256	5852
14227	Birrpayi	KILL	p j j a j	birr1241	5860
14228	Bunganditj	KILL	w i j u n i n i	bung1264	5858
14229	Colac	KILL	p eː t c a ɹ n oː k	cola1237	5869
14230	Hawkesbury	KILL	d u d̪ a ŋ _ b u j n b a	hawk1239	5857
14231	Dhangu	KILL	b o j a n	dhan1270	5830
14232	Dharumbal	KILL	b u	dhar1248	5830
14233	Dayi	KILL	ɹ a k u ɲ g u m	dayi1244	5848
14234	Dhudhuroa	KILL	g a ŋ i n i	dhud1236	5861
14235	Dhurga	KILL	g a m b a d c a	dhur1239	5875
14236	Dhuwal	KILL	ɹ a k u ɲ g u m	dhuw1249	5848
14237	Dieri	KILL	t a n k a t a	dier1241	5850
14238	Dyaabugay	KILL	d uː l	dyaa1242	5884
14239	Djambarrpuyngu	KILL	b u m a	djam1256	5830
14240	Djapu	KILL	b u m a	djap1238	1
14241	Djinang	KILL	b u ŋ i	djin1253	5830
14243	Duungidjawu	KILL	b u m a	duun1241	5830
14244	Dyirbal	KILL	b a l g a l	dyir1250	5885
14245	Gamilaraay	KILL	b u m a	gami1243	5830
14246	Gangulu	KILL	n oː n p a n oː	gang1268	5833
14247	Kalali	KILL	m a ɭ p a n a ŋ ə	kala1380	5876
14248	Gureng Gureng	KILL	b u g oː l oː	gure1255	5879
14249	Gumatj	KILL	b u m a	guma1253	5830
14250	Kumbainggar	KILL	b u	kumb1268	5830
14251	Northern Inland Yui	KILL	ŋ u b u	nort2760	5867
14252	Gunya	KILL	b a l g a	guny1241	5885
14253	Gupapuyngu	KILL	b u m a	gupa1247	5830
14254	Gurindji	KILL	p a n a n a	guri1247	5858
14255	Guugu Yimidhirr	KILL	g u n d a	gugu1255	5886
14256	Guyani	KILL	t a n k a t a	guya1249	5850
14257	Sydney	KILL	b a j a i	sydn1236	1
14258	Jaru	KILL	n a g _ l a n g u	jaru1254	5838
14260	Djiwarli	KILL	w i ɳ d u b i ɲ a ŋ g u	djiw1241	5858
14261	Walmajarri	KILL	p i l a w u r a _ m a ɳ a n t a _ p u ŋ k u	walm1241	5844
14262	Kalkutung	KILL	l̪ a	kalk1246	5859
14263	Gamilaraay	KILL	b a lː u b u dː h u n a	gami1243	5841
14264	Karadjeri	KILL	d c i ŋ a n a _ ɹ æ d	kara1476	1
14266	Kartujarra	KILL	m a ɭ a k u	kart1247	5887
14267	Gathang	KILL	b u ɲ i	gath1234	1
14268	Kaurna	KILL	p a d l o a pː e n d i	kaur1267	5841
14269	Gugadj	KILL	p l i	guga1239	5881
14270	Gugadj	KILL	p l i	guga1239	5881
14271	Kukatja	KILL	m i r i n t a l a	kuka1246	5831
14272	Kuku-Yalanji	KILL	k u n i l	kuku1273	5871
14274	Kula (Australia)	KILL	b u l kː a	kula1275	5882
14275	Gurdjar	KILL	ɖ i ɣ a l k	gurd1238	5850
14276	Gurdjar	KILL	ɣ aː t̪ _ m p i l k	gurd1238	5850
14277	Gurdjar	KILL	n a k i ɖ i ŋ k	gurd1238	5850
14278	Gurdjar	KILL	m o n a m p i l k	gurd1238	5850
14279	Leningitij	KILL	m b w i c	leni1238	5834
14280	Kala Lagaw Ya	KILL	u m a m a i	kala1377	5837
14281	Malngin	KILL	c a r w a j i c i _ p u ŋ a n a	maln1239	5839
14283	Margany	KILL	b a l g a	marg1253	5885
14284	Martu Wangka	KILL	p u ŋ u	mart1256	5868
14286	Mayi-Yapi	KILL	p u ɲ c a	mayi1235	5855
14287	Mayi-Yapi	KILL	p u ɲ c a	mayi1235	5855
14288	Mbabaram	KILL	k u	mbab1239	1
14289	Minjungbal	KILL	t oː l a ŋ	minj1242	1
14290	Mithaka	KILL	p a n r i n d a d i	mith1236	5854
14291	Mudburra	KILL	p a r u	mudb1240	5843
14293	Muruwari	KILL	p u	muru1266	5830
14295	Ngaanyatjarra	KILL	j u l i ɳ t a n u	ngaa1240	5832
14296	Ngadjunmaya	KILL	p u ŋ u ? i d c a	ngad1258	5868
14297	Lower Riverland	KILL	m a ɭ p u n	lowe1402	5877
14298	Ngamini	KILL	t a n k a n a	ngam1284	5850
14299	North-western Warlpiri	KILL	p a l u	nort2753	5841
14300	Ngarigu	KILL	b i r a k ŋ a m b i	ngar1297	5880
14301	Ngarinman	KILL	d a m b a ŋ _ b a n i	ngar1235	5849
14302	Ngarla	KILL	p u ŋ a n	ngar1296	1
14303	Ngarluma	KILL	ɲ u ɳ t i k a l k u	ngar1287	5888
14304	Narrinyeri	KILL	m e n p	narr1259	5853
14305	Ngawun	KILL	p u ɲ c a	ngaw1240	5855
14306	Ngawun	KILL	p u ɲ c a	ngaw1240	5855
14307	Ngunawal	KILL	w a b a n i	ngun1277	5873
14308	Nhanda	KILL	i nː g a t i n d a	nhan1238	5890
14309	Mangala	KILL	k a n t i	mang1383	5865
14310	Northern Coastal Nyangumarta	KILL	w a ɳ t i _ p i n i	nort2754	5878
14311	Nyamal	KILL	m a ɭ k a r i ŋ i _ w i ɭ a	nyam1271	1
14312	Nyangumarta	KILL	p a n i p u ŋ k a ɲ a	nyan1301	5858
14313	Nyunga	KILL	d a bː eː j e t	nyun1247	1
14314	Paakantyi	KILL	b u g a m a	darl1243	5835
14315	Pallanganmiddang	KILL	t a g a	pall1243	5850
14316	Panytyima	KILL	k u t u m a l k u	pany1241	5842
14317	Banggarla	KILL	p u ŋ k u t u	bang1339	5847
14318	Bayungu	KILL	p i l a ɳ m a n m a	bayu1240	5891
14319	Pintupi-Luritja	KILL	m i r i n u	pint1250	5831
14320	Pintupi-Luritja	KILL	m i r i _ p u ŋ u	pint1250	5831
14321	Pintupi-Luritja	KILL	p u ŋ k u l a _ t c u n u	pint1250	5831
14322	Pintupi-Luritja	KILL	p u ŋ k u l a _ j u l i n t a n u	pint1250	5831
14323	Pintupi-Luritja	KILL	t i n t a l k a n u	pint1250	5831
14324	Pintupi-Luritja	KILL	m i r i n t a ɹ a _ w i j a n u	pint1250	5831
14325	Pintupi-Luritja	KILL	k u n a k u l u n u	pint1250	5831
14326	Pintupi-Luritja	KILL	k u n a _ ŋ u l u n u	pint1250	5831
14327	Pintupi-Luritja	KILL	p u ŋ k u l a _ k a ɹ u n u	pint1250	5831
14328	Pintupi-Luritja	KILL	m i r i n t a n u	pint1250	5831
14329	Pintupi-Luritja	KILL	k u n a _ p a k a l t c i ŋ a n u	pint1250	5831
14330	Pintupi-Luritja	KILL	j u l i n u	pint1250	5831
14331	Pintupi-Luritja	KILL	t a r w a n i ŋ u	pint1250	5831
14332	Pintupi-Luritja	KILL	k a j a n t a n u	pint1250	5831
14333	Pintupi-Luritja	KILL	k i p u r p u ŋ u	pint1250	5831
14334	Pintupi-Luritja	KILL	ɲ i m i n t a n u	pint1250	5831
14335	Pintupi-Luritja	KILL	j a r w a k a n u	pint1250	5831
14336	Pitjantjatjara	KILL	p u ŋ a ɲ i	pitj1243	5868
14337	Pitta Pitta	KILL	p i t̪ i	pitt1247	5869
14338	Rirratjingu	KILL	b o j a n	rirr1238	5845
14339	Ritarungo	KILL	b u	rita1239	5830
14340	Dhargari	KILL	w i ʈ u ɲ a k u	dhar1247	5858
14341	Umpila	KILL	w i c a ŋ a	umpi1239	5889
14342	Wajarri	KILL	p u	waja1257	1
14343	Wagaya	KILL	m a	waga1260	5866
14346	Wangganguru	KILL	t a n k a t a	wang1290	5850
14347	Wanggamala	KILL	p i ʈ a	wang1289	5869
14348	Ngura	KILL	k a l k a ɹ a n i	ngur1261	5864
14349	Wardandi	KILL	b u m w a i n i	ward1248	1
14350	Warlmanpa	KILL	p u ŋ k a	warl1255	5830
14351	Warlpiri	KILL	p u k a ɭ j a n i	warl1254	5846
14352	Warluwara	KILL	m a t̪ a	warl1256	5866
14353	Wanman	KILL	p u w a	wanm1242	5868
14354	Wariyangga	KILL	w i ɳ d u b i ɲ a ŋ g u	wari1262	5858
14355	Warumungu	KILL	w a l p u n c c a n	waru1265	5840
14356	Wathawurrung	KILL	b i t a	wath1238	5869
14357	Wajuk	KILL	p a l a c a n i	waju1234	5856
14358	Wik-Mungkan	KILL	p u p a ɹ a t̪ a ŋ	wikm1247	5870
14359	Wiradhuri	KILL	b a lː u b u n i r a	wira1262	5841
14360	Wirangu-Nauo	KILL	k u ɳ t a	wira1260	5886
14361	Woiwurrung	KILL	d c e r w a	woiw1237	5872
14362	Wulguru	KILL	b u b i n _ m a l a	wulg1239	5883
14363	Yagara	KILL	g a n g i ɹ i	yaga1262	1
14364	Yalarnnga	KILL	w a	yala1262	5830
14365	Yan-nhangu	KILL	ɹ a n u	yann1237	5836
14366	Yandruwandha	KILL	p a ɳ d ɹ i	yand1253	5854
14367	Yandruwandha	KILL	n̪ a d i k a	yand1253	5854
14368	Yandruwandha	KILL	p a ɳ d ɹ i p a n d̪ i	yand1253	5854
14369	Yanyuwa	KILL	k u ɖ a n m a n t̪ a r a	yany1243	5886
14370	Yawarawarga	KILL	t a n k i n d ɹ i	yawa1258	5850
14371	Yidiñ	KILL	b u n c a	yidi1250	1
14372	Yindjibarndi	KILL	ɲ u ɳ d i m a g u	yind1247	5888
14373	Yindjilandji	KILL	g u n d a n ʔ g i	yind1248	5886
14374	Yirandhali	KILL	b a l k u k a	yira1239	5885
14375	Yorta Yorta	KILL	b a d i	yort1237	5854
14376	Yorta Yorta	KILL	d a d i	yort1237	5854
14378	Yulparitja	KILL	p u w a	yulp1238	5868
14379	Yuwaalaraay	KILL	b u m a	yuwa1242	5830
#
34034	Adnyamathanha	KNEE	i r k a ɭ t a ɹ a	adny1235	1
34035	Aghu Tharnggalu	KNEE	p a j n d ə l	aghu1254	1
34036	Alyawarr	KNEE	a m p w e t̪	alya1239	1
34037	Alyawarr	KNEE	kʷ e ɳ p	alya1239	1
34038	Andegerebinha	KNEE	a m p e ɹ	ande1247	1
34039	Andegerebinha	KNEE	a m p w e t̪	ande1247	1
34040	Arabana	KNEE	p a n t c a	arab1267	1
34041	Awabakal	KNEE	w a ɹ ɔ m b u ŋ	awab1243	1
34042	Badimaya	KNEE	c a ɖ a	badi1246	1
34043	Badjiri	KNEE	m u k u	badj1244	1
34044	Yugambeh-Bandjalang	KNEE	g i n d i l	band1339	1
34045	Kabikabi	KNEE	b u r u	kabi1260	1
34046	Southern Maric	KNEE	m u g u	sout2765	1
34047	Bilinara	KNEE	d i ŋ a r i	bili1250	1
34048	Biri	KNEE	m u g u	biri1256	1
34049	Birrpayi	KNEE	b u k e ɹ	birr1241	1
34050	Bularnu	KNEE	m i m a l i	bula1255	1
34051	Bunganditj	KNEE	p a ɹ a j n	bung1264	1
34052	Colac	KNEE	p o n _ g n e n _ n o k	cola1237	1
34053	Hawkesbury	KNEE	b u ŋ u ɹ	hawk1239	1
34054	Dhangu	KNEE	ɳ e p a ɭ	dhan1270	1
34055	Thurawal	KNEE	p u h n	thur1254	1
34056	Sydney	KNEE	b u n a ŋ	sydn1236	1
34057	Dharumbal	KNEE	b i k a l	dhar1248	1
34058	Dayi	KNEE	ʔ e _ b u n ˀk u m u	dayi1244	1
34059	Dhudhuroa	KNEE	d̪ i m i n b a	dhud1236	1
34060	Dhurga	KNEE	ŋ u m u	dhur1239	1
34061	Dhuwal	KNEE	b u n ˀk u m u	dhuw1249	1
34062	Dieri	KNEE	p a n t c a	dier1241	1
34063	Dyaabugay	KNEE	b u ŋ g u	dyaa1242	1
34064	Djambarrpuyngu	KNEE	b u n ˀk u m u	djam1256	1
34065	Djapu	KNEE	b u n ˀk u m u	djap1238	1
34066	Djinang	KNEE	b u n d i r i	djin1253	1
34068	Duungidjawu	KNEE	b u n	duun1241	1
34069	Dyirbal	KNEE	b u ŋ g u	dyir1250	1
34070	Wadjigu	KNEE	m o k o	wadj1255	1
34071	Gamilaraay	KNEE	d̪ i n b i r	gami1243	1
34072	Gangulu	KNEE	m a d̪ i n	gang1268	1
34073	Kalali	KNEE	t i ŋ k i	kala1380	1
34074	Gureng Gureng	KNEE	w e lː a ɹ	gure1255	1
34075	Gudjal	KNEE	b u ŋ g u j a l	gudj1237	1
34076	Gumatj	KNEE	b u n ˀk u m u	guma1253	1
34077	Kumbainggar	KNEE	b a g a b a g a	kumb1268	1
34078	Northern Inland Yui	KNEE	ŋ u m u ŋ	nort2760	1
34079	Gunya	KNEE	m u g u	guny1241	1
34080	Gupapuyngu	KNEE	b u n ʔ k u m u	gupa1247	1
34081	Gurindji	KNEE	t i ŋ a r i	guri1247	1
34082	Guugu Yimidhirr	KNEE	b u ŋ g u	gugu1255	1
34083	Guwa	KNEE	m u ɹ i n t i	guwa1242	1
34084	Guyani	KNEE	m a m p a	guya1249	1
34085	Sydney	KNEE	b a n a	sydn1236	1
34086	Jaru	KNEE	g i m a ɳ i	jaru1254	1
34087	Djiwarli	KNEE	m u ʈ i	djiw1241	1
34088	Walmajarri	KNEE	m i ʈ i	walm1241	1
34089	Kanju	KNEE	p u ŋ k u	kanj1260	1
34090	Kalkutung	KNEE	i p u r u	kalk1246	1
34091	Gamilaraay	KNEE	d̪ i n b i r	gami1243	1
34092	Karadjeri	KNEE	m o n c o	kara1476	1
34093	Kariyarra	KNEE	m a ɳ p u r	kari1304	1
34095	Kartujarra	KNEE	m u ʈ i	kart1247	1
34096	Gathang	KNEE	b u k a	gath1234	1
34097	Kaurna	KNEE	m a m b a	kaur1267	1
34098	Northern Sunraysia	KNEE	d u r t	nort2756	1
34099	Kuku-Uwan	KNEE	p u ŋ k u _ p i n d̪ a	kuku1280	1
34100	Gugadj	KNEE	p u ŋ k u p a l	guga1239	1
34101	Kukatja	KNEE	m u d i	kuka1246	1
34102	Kuku-Yalanji	KNEE	b u ŋ k u	kuku1273	1
34104	Kuungkari of Barcoo River	KNEE	n̪ i d i m a ɹ i	kuun1236	1
34105	Kula (Australia)	KNEE	d i ŋ g j	kula1275	1
34106	Kurrama	KNEE	m a n p u r	kurr1243	1
34107	Gurdjar	KNEE	ŋ gʷ i j ə l	gurd1238	1
34108	Kuuku-Ya'u	KNEE	p u ŋ k u	kuuk1238	1
34109	Leningitij	KNEE	ŋ k o	leni1238	1
34110	Kala Lagaw Ya	KNEE	k u l u	kala1377	1
34111	Malgana	KNEE	d̪ a ɖ a	malg1242	1
34112	Malngin	KNEE	t i ŋ a r i	maln1239	1
34113	Malyangapa	KNEE	t̪ i ŋ k i	maly1234	1
34114	Margany	KNEE	m u g u	marg1253	1
34115	Martu Wangka	KNEE	m u ʈ i	mart1256	1
34117	Madhi Madhi	KNEE	p a t̪ e ŋ	madh1244	1
34118	Mayi-Kulan	KNEE	p u n k u l	mayi1236	1
34119	Mayi-Thakurti	KNEE	p u n k u l	mayi1234	1
34120	Mayi-Yapi	KNEE	p u n k u l	mayi1235	1
34121	Mbabaram	KNEE	ŋ g ɜ	mbab1239	1
34122	Anguthimri	KNEE	g u	angu1242	1
34123	Minjungbal	KNEE	k i	minj1242	1
34124	Minjungbal	KNEE	n d i lː	minj1242	1
34125	Kalarko	KNEE	t̪ a ʈ a	kala1379	1
34126	Mithaka	KNEE	p a ɲ c a	mith1236	1
34127	Mudburra	KNEE	d i ŋ a ɹ i	mudb1240	1
34128	Muruwari	KNEE	d̪ i n k a l	muru1266	1
34129	Narungga	KNEE	m a dː a	naru1238	1
34131	Ngaanyatjarra	KNEE	m u ʈ i	ngaa1240	1
34132	Ngadjunmaya	KNEE	m u ɖ i	ngad1258	1
34133	Ngadjuri	KNEE	b u ɹ a	ngad1257	1
34134	Lower Riverland	KNEE	p a r u ɹ u p	lowe1402	1
34135	Ngamini	KNEE	p a n t c a	ngam1284	1
34136	North-western Warlpiri	KNEE	j u k u j u k u	nort2753	1
34137	Ngarigu	KNEE	m o d a t	ngar1297	1
34138	Ngarinman	KNEE	d i ŋ a r i	ngar1235	1
34139	Ngarla	KNEE	k a ŋ k u	ngar1296	1
34140	Ngarluma	KNEE	m a ɳ b u r	ngar1287	1
34141	Narrinyeri	KNEE	t̪ u t a ŋ a ŋ	narr1259	1
34142	Ngawun	KNEE	p u n k u l	ngaw1240	1
34143	Ngiyambaa	KNEE	d̪ i n b i ɹ	ngiy1239	1
34144	Ngunawal	KNEE	m o d a g n e	ngun1277	1
34145	Nhanda	KNEE	t̪ a ɖ a	nhan1238	1
34146	Nhirrpi	KNEE	k a l a	nhir1234	1
34147	Mangala	KNEE	m u ʈ i	mang1383	1
34148	Northern Coastal Nyangumarta	KNEE	m u ʈ i ŋ i	nort2754	1
34149	Nyamal	KNEE	k a ŋ k u	nyam1271	1
34150	Nyangumarta	KNEE	m u ʈ i ŋ i	nyan1301	1
34151	Nyangumarta	KNEE	m u ʈ i ŋ a	nyan1301	1
34152	Nyunga	KNEE	p o o n i t	nyun1247	1
34153	Paakantyi	KNEE	ɖ i ŋ i	darl1243	1
34154	Pakanha	KNEE	p u ŋ k u	paka1251	1
34155	Pallanganmiddang	KNEE	j u w a	pall1243	1
34156	Panytyima	KNEE	k a ŋ k u	pany1241	1
34157	Banggarla	KNEE	b o r a	bang1339	1
34158	Bayungu	KNEE	m u ɖ i ɲ g a c i	bayu1240	1
34159	Pitta Pitta	KNEE	p u ɳ k u	pitt1247	1
34160	Rirratjingu	KNEE	j i w a ɭ k u r	rirr1238	1
34161	Rirratjingu	KNEE	n e p a ɭ	rirr1238	1
34163	Dhalandji	KNEE	m u ɖ i	dhal1245	1
34164	Dhargari	KNEE	m u ɖ i	dhar1247	1
34165	Umpila	KNEE	p u ŋ k u	umpi1239	1
34166	Wajarri	KNEE	b u r u	waja1257	1
34167	Wagaya	KNEE	i ɲ c i ɳ ŋ u	waga1260	1
34169	Wangganguru	KNEE	p a n t c a	wang1290	1
34170	Pintiini	KNEE	m u ʈ i	pint1251	1
34171	Wanggamala	KNEE	p a ɲ c a	wang1289	1
34172	Ngura	KNEE	p u n k u l a	ngur1261	1
34173	Wardandi	KNEE	b w a n i d c	ward1248	1
34174	Warrgamay	KNEE	m u g u l	warr1255	1
34175	Warlmanpa	KNEE	t i ŋ a r i	warl1255	1
34176	Warlpiri	KNEE	m i ɖ i	warl1254	1
34177	Warluwara	KNEE	m i ɹ i m a l a	warl1256	1
34178	Wanman	KNEE	m u ɳ t u ɹ a	wanm1242	1
34179	Wariyangga	KNEE	m u ʈ i	wari1262	1
34180	Warumungu	KNEE	m i ʈ i n p i	waru1265	1
34181	Warrungo	KNEE	p u ŋ k u ɹ u	waru1264	1
34182	Wathawurrung	KNEE	b u n	wath1238	1
34183	Wadiwadi	KNEE	p a ʈ i	wadi1249	1
34184	Wajuk	KNEE	c u t u	waju1234	1
34185	Western Arrarnta	KNEE	m p a ɹ a	west2441	1
34186	Wik-Mungkan	KNEE	p u ŋ k	wikm1247	1
34187	Wiradhuri	KNEE	b uː ŋ g a ŋ	wira1262	1
34188	Wirangu-Nauo	KNEE	b u ɹ a	wira1260	1
34189	Woiwurrung	KNEE	p a ɹ i ŋ	woiw1237	1
