Subgroup	Language	GlossID	Gloss	PhonemecizedForm	CognateCode
Central NSW	Ngiyambaa	112	nape	wuru	61
Kartu	Nhanta	112	nape	n̪anŋa	6
Paman	Ntra’ngith	112	nape	kan	25
Thura-Yura	Nukunu	112	nape	wakara	22
Marrngu	Nyangumarta	112	nape	ŋaʎi	4
Paakantyi	Paakantyi	112	nape	puːmpa-puːmpa	15
Paman	Pakanh	112	nape	mucci	53
Ngayarta	Panyjima	112	nape	n̪anka	6
Thura-Yura	Parnkala	112	nape	nuɳi	7
Kanyara-Mantharta	Payungu	112	nape	citaɳ	42
Wati	Pintupi-Luritja	112	nape	ŋunti	58
Karnic	Pitta-Pitta	112	nape	maripiɳa	35
Kanyara-Mantharta	Thalanyji	112	nape	caʈukuɭa	19
Yuin-Kuri	Thanggati	112	nape	wakaːl	77
Kanyara-Mantharta	Tharrgari	112	nape	ciʈanma	19
Paman	Thaynakwith	112	nape	kwan	2
Paman	Umpila	112	nape	kupun	74
Kartu	Wajarri	112	nape	caʈu	6
Warluwaric	Wakaya	112	nape	t̪intiŋu	49
Wati	Wangkajunga	112	nape	ŋuɳti	7
Karnic	Wangkumara	112	nape	pankimuku	38
Dyirbalic	Wargamay	112	nape	kurka	11
Ngumpin-Yapa	Warlmanpa	112	nape	wiri (neck)	20
Ngumpin-Yapa	Warlpiri	112	nape	ŋuku	13
Warluwaric	Warluwarra	112	nape	putu	1
Wati	Warnman	112	nape	taki	4
Kanyara-Mantharta	Warriyangga	112	nape	caʈukuɭa	19
Warumungic	Warumungu	112	nape	cuɳkːu	63
Maric	Warungu	112	nape	kurka	11
Nyungar	Watjuk	112	nape	puptu	28
Arandic	Western Arrarnta	112	nape	ŋeɭeŋeɭe	40
Central NSW	Wiradjuri	112	nape	n̪an	6
Thura-Yura	Wirangu	112	nape	ŋuɳti	7
Dyirbalic	Wulguru	112	nape	mun̪uy	47
Kalkatungic	Yalarnnga	112	nape	kukaliriɳi	71
Karnic	Yandruwandha	112	nape	puɳdamici	24
Karnic	Yarluyandi	112	nape	waɖa-muku	43
Paman	Yidiny	112	nape	wukul	76
Ngayarta	Yindjibarndi	112	nape	nanka	6
Paman	Yir Yoront	112	nape	monʔol	66
Yotayotic	Yorta Yorta	112	nape	wunnawura	30
Wati	Yulparija	112	nape	talparpa	8
Central NSW	Yuwaalaraay	112	nape	n̪an	6
Thura-Yura	Adnyamathanha	113	near	ŋuɾi	30
Paman	Aghu-Tharrnggala	113	near	nopə	83
Arandic	Alyawarr	113	near	aŋat̪	53
Arandic	Antekerrepenhe	113	near	areɹ	67
Karnic	Arabana	113	near	yedla	49
Kartu	Badimaya	113	near	pintan	94
Paman	Barrow Point	113	near	wiri	103
Maric	Biri	113	near	yat̪an	32
Arandic	Central Anmatyerr	113	near	utwe	110
Yuin-Kuri	Darkinyung	113	near	maːkan	36
Yolngu	Dhangu	113	near	galki	6
Yuin-Kuri	Dharawal	113	near	pala	38
Yuin-Kuri	Dharuk	113	near	winnima	41
Yolngu	Dhayyi	113	near	d̪aɭʔyunmaɹam	24
Yuin-Kuri	Dhurga	113	near	ɲunil	72
Karnic	Diyari	113	near	kaɹakaɹa	21
Paman	Djabugay	113	near	piriː	32
Yolngu	Djinang	113	near	ŋiɟirgi	15
Waka-Kabi	Duungidjawu	113	near	ŋunta	97
Central NSW	Gamilaraay	113	near	milan	43
Maric	Gangulu	113	near	piɹi	32
Garrwan	Garrwa	113	near	puntu	121
Bandjalangic	Githabul	113	near	yaŋkiɹaː	107
Yolngu	Golpa	113	near	galkaliya	6
Maric	Gugu-Badhun	113	near	yaru	75
Yolngu	Gumatj	113	near	galki	6
Gumbaynggiric	Gumbaynggir	113	near	tali-tali	62
Maric	Gunggari	113	near	wuta	91
Yolngu	Gupapuyngu	113	near	galki	6
Ngumpin-Yapa	Gurindji	113	near	wickupari	18
Maric	Guwamu	113	near	warpa	95
Thura-Yura	Guyani	113	near	ŋuɹi	27
Paman	Ikarranggal	113	near	ɹoandoɹah	101
Ngumpin-Yapa	Jaru	113	near	yaʈiŋku	23
Kanyara-Mantharta	Jiwarli	113	near	paɭa-ɭa-ɹu	51
Paman	Kaanju	113	near	yiɲcu	65
Kalkatungic	Kalkatungu	113	near	pikaya	45
Marrngu	Karajarri	113	near	lani	2
Ngayarta	Kariyarra	113	near	muɳa	8
Wati	Kartujarra	113	near	ŋamu	10
Thura-Yura	Kaurna	113	near	tutponenti	25
Arandic	Kaytetye	113	near	chaʈiɲa	106
Paman	Koko-Bera	113	near	t̪áɲinməl	93
Paman	Kugu Nganhcara	113	near	t̪int̪u	63
NorthernIsolate	Kukatj	113	near	muːneŋ	70
Wati	Kukatja	113	near	cutula	12
Paman	Kunjen	113	near	alp3	98
Ngayarta	Kurrama	113	near	muɳa	8
Paman	Kuuku-Ya’u	113	near	yincu	65
Paman	Linngithigh	113	near	pæymam	78
Kartu	Malgana	113	near	wuɭawuɭa	3
Maric	Margany	113	near	wina	64
Wati	Martu Wangka	113	near	ŋamu	12
Kulin	Mathi-Mathi	113	near	n̪iwi-n̪iwi	71
Mayi	Mayi-Kulan	113	near	pira	32
Mayi	Mayi-Yapi	113	near	pira	32
Paman	Mbabaram	113	near	aɹip	92
Paman	Mbakwithi	113	near	peːpe	85
Mirniny	Mirniny	113	near	yat̪a	4
Ngumpin-Yapa	Mudburra	113	near	kacupaɹi	22
Muruwaric	Muruwari	113	near	ŋaɭu	44
Karnic	Ngamini	113	near	kaɹakaɹa	21
Ngumpin-Yapa	Ngardily	113	near	wariɹi	17
Ngumpin-Yapa	Ngarinyman	113	near	wickupari	18
Ngayarta	Ngarla	113	near	panta	8
Ngayarta	Ngarluma	113	near	muɳamani	8
Lower Murray	Ngarrindjeri	113	near	ŋake	33
Central NSW	Ngiyambaa	113	near	nanpani	109
Kartu	Nhanta	113	near	atilu	9
Paman	Ntra’ngith	113	near	pe-mam	86
Thura-Yura	Nukunu	113	near	papaʈaki	119
Marrngu	Nyangumarta	113	near	waŋka	5
Eastern Nyulnyulan	Nyikina	113	near	pulu	126
Paakantyi	Paakantyi	113	near	wara-wara	16
Paman	Pakanh	113	near	tuntu	38
Ngayarta	Panyjima	113	near	t̪aʈamaɳma	8
Thura-Yura	Parnkala	113	near	yapuʈi	28
Kanyara-Mantharta	Payungu	113	near	yuʈuka02	66
Wati	Pintupi-Luritja	113	near	ŋamu	10
Karnic	Pitta-Pitta	113	near	piɹiɾi	59
Gunwinyguan	Rembarrnga	113	near	pelentah	125
Yolngu	Ritharrngu	113	near	galki	6
Kanyara-Mantharta	Thalanyji	113	near	yint̪a	114
Yuin-Kuri	Thanggati	113	near	winnima	64
Kanyara-Mantharta	Tharrgari	113	near	n̪uku	51
Paman	Umpila	113	near	yiɲcu	65
Paman	Uradhi	113	near	eyema	99
Garrwan	Waanyi	113	near	yilku	65
Central NSW	Wailwan	113	near	milan	108
Kartu	Wajarri	113	near	kuɭa	69
Warluwaric	Wakaya	113	near	maʈ (toket̪eɹ)	55
Wati	Wangkajunga	113	near	ŋamu	10
Karnic	Wangkumara	113	near	wina	64
Nyungar	Wardandi	113	near	putak	40
Dyirbalic	Wargamay	113	near	mulu	81
Ngumpin-Yapa	Warlmanpa	113	near	lawunpa-ca-ra	17
Ngumpin-Yapa	Warlpiri	113	near	ŋiriʎ[pa]	17
Warluwaric	Warluwarra	113	near	punaɹa	60
Wati	Warnman	113	near	yulu	12
Kanyara-Mantharta	Warriyangga	113	near	paɭa-ri-a	51
WestVictoria	Warrnambool	113	near	waluŋ	105
Warumungic	Warumungu	113	near	kura-kura	21
Maric	Warungu	113	near	yaruru yaruru	75
Nyungar	Watjuk	113	near	paʈuk	40
Arandic	Western Arrarnta	113	near	itwe	68
Paman	Wik-Ngathan	113	near	piːm	127
Central NSW	Wiradjuri	113	near	ŋat̪u ŋiɹiyaka-yi milma-t̪i.	43
Thura-Yura	Wirangu	113	near	ilapu	20
Kalkatungic	Yalarnnga	113	near	wanŋara	48
Karnic	Yandruwandha	113	near	kakaldɹa	31
Warluwaric	Yanyuwa	113	near	wunumpara	57
Karnic	Yarluyandi	113	near	kat̪u-piɾi-piɾi	56
Paman	Yidiny	113	near	piti	32
Ngayarta	Yindjibarndi	113	near	ŋal̪ala	8
Paman	Yir Yoront	113	near	yi=ŋay	1
Yotayotic	Yorta Yorta	113	near	tik tukupuraya	35
Wati	Yulparija	113	near	ŋamu	10
Central NSW	Yuwaalaraay	113	near	milan	43
Thura-Yura	Adnyamathanha	114	neck	yuʈɳi-muku	29
Paman	Aghu-Tharrnggala	114	neck	twil	81
Arandic	Alyawarr	114	neck	itə	51
Paman	Ayapathu	114	neck	mano	10
Kartu	Badimaya	114	neck	ŋaɳ	8
Paman	Barrow Point	114	neck	mɑnnu	10
Waka-Kabi	Batyala	114	neck	kanna	60
Maric	Bidyara-Gungabula	114	neck	kuɾka	56
Ngumpin-Yapa	Bilinarra	114	neck	ŋilkiri	12
Maric	Biri	114	neck	puwa	10
Gunwinyguan	Dalabon	114	neck	cut	118
Yuin-Kuri	Darkinyung	114	neck	kaŋkaː	35
Yuin-Kuri	Dharawal	114	neck	ŋaniŋ	30
Yuin-Kuri	Dharuk	114	neck	kuŋka	34
Maric	Dharumbal	114	neck	wumpa	59
Yuin-Kuri	Dhurga	114	neck	ŋaniŋ	62
Karnic	Diyari	114	neck	yeɹkala	54
Paman	Djabugay	114	neck	manu	10
Yolngu	Djinang	114	neck	mani	10
Waka-Kabi	Duungidjawu	114	neck	wanta	97
Dyirbalic	Dyirbal	114	neck	koːɹka	56
Central NSW	Gamilaraay	114	neck	wuɹu	14
Maric	Gangulu	114	neck	manu	10
Garrwan	Garrwa	114	neck	tuka(na)	83
Bandjalangic	Githabul	114	neck	cimka	96
Bunuban	Gooniyandi	114	neck	wiɳkari	112
Maric	Gugu-Badhun	114	neck	ˈmɑnu	10
Yolngu	Gumatj	114	neck	mayaŋ(ʔ)	11
Gumbaynggiric	Gumbaynggir	114	neck	wuːɹu	52
Yolngu	Gupapuyngu	114	neck	mayaŋ(ʔ)	11
Ngumpin-Yapa	Gurindji	114	neck	ŋiɭkiri	13
Maric	Guwamu	114	neck	wuru	99
Paman	Ikarranggal	114	neck	della	33
Ngumpin-Yapa	Jaru	114	neck	ŋilkin	22
Kanyara-Mantharta	Jiwarli	114	neck	wurkal	49
Kalkatungic	Kalkatungu	114	neck	t̪akar paɳʈurpaɳʈur	42
Marrngu	Karajarri	114	neck	puta	70
Ngayarta	Kariyarra	114	neck	ŋaʎi	3
Wati	Kartujarra	114	neck	ɲanka	8
Thura-Yura	Kaurna	114	neck	waltu	27
Arandic	Kaytetye	114	neck	mwelpeɹe	92
Paman	Koko-Bera	114	neck	maŋúr	71
Paman	Kugu Nganhcara	114	neck	manu	10
Wati	Kukatja	114	neck	ŋuwirpa	9
Paman	Kuku Yalanji	114	neck	manu	82
Karnic	Kungadutyi	114	neck	ŋaga	31
Paman	Kunjen	114	neck	oneg	75
Kartu	Malgana	114	neck	waʈu	5
Yardli	Malyangapa	114	neck	buɳba	95
Maric	Margany	114	neck	manno	10
Wati	Martu Wangka	114	neck	ŋaʎi	3
Kulin	Mathi-Mathi	114	neck	ŋani	58
Mayi	Mayi-Kulan	114	neck	ɲinŋin	10
Mayi	Mayi-Yapi	114	neck	ɲinŋin	10
Paman	Mbabaram	114	neck	alŋkɨ	78
Mirniny	Mirniny	114	neck	n̪anka	8
Ngumpin-Yapa	Mudburra	114	neck	ŋucpi	25
Muruwaric	Muruwari	114	neck	ŋaɳtul	28
Thura-Yura	Narrungga	114	neck	waɭtu	27
Ngumpin-Yapa	Ngarinyman	114	neck	ŋilkiri	12
Ngayarta	Ngarla	114	neck	ŋaʎi	3
Ngayarta	Ngarluma	114	neck	ŋaʎi	3
Lower Murray	Ngarrindjeri	114	neck	nanaŋki	30
Central NSW	Ngiyambaa	114	neck	yukoːl	45
Thura-Yura	Nukunu	114	neck	ŋuɳti	104
Marrngu	Nyangumarta	114	neck	ŋaʎi	3
Paakantyi	Paakantyi	114	neck	paɳpa	46
Paman	Pakanh	114	neck	muci	10
Thura-Yura	Parnkala	114	neck	wakara	26
Kanyara-Mantharta	Payungu	114	neck	wurkal	49
Wati	Pintupi-Luritja	114	neck	yuɲcu	6
Karnic	Pitta-Pitta	114	neck	iɭka	50
Yolngu	Ritharrngu	114	neck	mayaŋ(ʔ)	11
Kanyara-Mantharta	Thalanyji	114	neck	wankal	55
Yuin-Kuri	Thanggati	114	neck	guwa-nga	90
Kanyara-Mantharta	Tharrgari	114	neck	wurkatpa	49
Paman	Uradhi	114	neck	uⁿdul	77
Central NSW	Wailwan	114	neck	wuɹu	45
Warluwaric	Wakaya	114	neck	pulwal	65
Wati	Wangkajunga	114	neck	taʈula	2
Karnic	Wangkumara	114	neck	panki	53
Nyungar	Wardandi	114	neck	nanc-ca	8
Dyirbalic	Wargamay	114	neck	ŋayilŋkara	101
Ngumpin-Yapa	Warlmanpa	114	neck	wiri	13
Ngumpin-Yapa	Warlpiri	114	neck	waninca	19
Wati	Warnman	114	neck	ŋaʎi	3
WestVictoria	Warrnambool	114	neck	ŋalum	93
Warumungic	Warumungu	114	neck	cuɳkku	15
Maric	Warungu	114	neck	taɹapila	67
Nyungar	Watjuk	114	neck	tuŋanin	38
Kulin	Wemba-Wemba	114	neck	ɲani	94
Arandic	Western Arrarnta	114	neck	unce	68
Central NSW	Wiradjuri	114	neck	yåɹåwi	102
Thura-Yura	Wirangu	114	neck	maɭta	21
Dyirbalic	Wulguru	114	neck	mulnuy	56
Karnic	Yandruwandha	114	neck	ŋaga	31
Paman	Yidiny	114	neck	pakan	61
Ngayarta	Yindjibarndi	114	neck	ŋaci	8
Kartu	Yingkarta	114	neck	wurkal	49
Paman	Yir Yoront	114	neck	mankayc	10
Yotayotic	Yorta Yorta	114	neck	wanura	39
Wati	Yulparija	114	neck	ŋaʎi	7
Central NSW	Yuwaalaraay	114	neck	ŋu	47
Thura-Yura	Adnyamathanha	115	new	mara	22
Arandic	Alyawarr	115	new	ŋwaŋk(ar)iɲ	13
Arandic	Antekerrepenhe	115	new	ʎaʈeɲ	46
Karnic	Arabana	115	new	mara	22
Paman	Barrow Point	115	new	yawayŋka	64
Maric	Bidyara-Gungabula	115	new	kalamukiɲ	41
Maric	Biri	115	new	yacila	28
Warluwaric	Bularnu	115	new	kaliyaŋu	33
Karnic	Diyari	115	new	mara	22
Dyirbalic	Dyirbal	115	new	kuɲu	11
Central NSW	Gamilaraay	115	new	n̪uːpala	54
Garrwan	Garrwa	115	new	puyiŋkiɲi	68
Bandjalangic	Githabul	115	new	yapuɹ	57
Bunuban	Gooniyandi	115	new	yanuŋku	67
Ngumpin-Yapa	Gurindji	115	new	caʎilaŋ	9
Maric	Guwamu	115	new	nuːpala	54
Thura-Yura	Guyani	115	new	talkaɲi	24
Jaminjungan	Jaminjung	115	new	ciyalaŋ	71
Ngumpin-Yapa	Jaru	115	new	ɲuti ɲuti	23
Kanyara-Mantharta	Jiwarli	115	new	kuwaʈi-ŋu	5
Kalkatungic	Kalkatungu	115	new	iʎaŋu	30
Marrngu	Karajarri	115	new	caɲ	3
Wati	Kartujarra	115	new	calkara	29
Thura-Yura	Kaurna	115	new	yellakkiana	14
Paman	Koko-Bera	115	new	kudám	62
Paman	Kugu Nganhcara	115	new	pukan̪um	48
NorthernIsolate	Kukatj	115	new	kuɹemeŋ	45
Paman	Kuku-Wura	115	new	lŋkan̪	58
Paman	Kunjen	115	new	elp3l	59
Ngayarta	Kurrama	115	new	yalaː	2
Paman	Kuuku-Ya’u	115	new	ɲiːkumu	6
Paman	Linngithigh	115	new	ad̪imbɹoŋ	50
Wati	Martu Wangka	115	new	caʎkara	29
Mirniny	Mirniny	115	new	yayiɲu	38
Ngumpin-Yapa	Mudburra	115	new	cayiʎa	19
Muruwaric	Muruwari	115	new	kaci	31
Karnic	Ngamini	115	new	marata	22
Ngayarta	Ngarla	115	new	yicaŋu	7
Ngayarta	Ngarluma	115	new	yicaŋu	7
Lower Murray	Ngarrindjeri	115	new	mokeɹa	26
Marrngu	Nyangumarta	115	new	kuwarica	5
Paakantyi	Paakantyi	115	new	muɭinci	22
Paman	Pakanh	115	new	pukaɲum	48
Ngayarta	Panyjima	115	new	yicaŋu	7
Thura-Yura	Parnkala	115	new	yalkaɲa	25
Kanyara-Mantharta	Payungu	115	new	ɲuwaʈiɹa	34
Wati	Pintupi-Luritja	115	new	yalkala	5
Kanyara-Mantharta	Thalanyji	115	new	yicaŋu	34
Yuin-Kuri	Thanggati	115	new	kumpayn	66
Kanyara-Mantharta	Tharrgari	115	new	pit̪i	37
Paman	Umpila	115	new	ɲiːku-m	6
Paman	Uradhi	115	new	iᵑkamo	60
Kartu	Wajarri	115	new	kampara	43
Warluwaric	Wakaya	115	new	kiliyaɳ	33
Ngumpin-Yapa	Warlmanpa	115	new	calaŋuwaɳu	9
Ngumpin-Yapa	Warlpiri	115	new	yiɭiʈi	9
Warluwaric	Warluwarra	115	new	kalaŋu	33
Wati	Warnman	115	new	kuʔarica	5
Kanyara-Mantharta	Warriyangga	115	new	pit̪i	37
Warumungic	Warumungu	115	new	payintalkki	18
Central NSW	Wiradjuri	115	new	talan-Giɹ	32
Thura-Yura	Wirangu	115	new	kiyait̪apiɳa	21
Dyirbalic	Wulguru	115	new	kakaɲ	40
Karnic	Yandruwandha	115	new	mara	27
Warluwaric	Yanyuwa	115	new	ʈiyaŋu	39
Eastern Nyulnyulan	Yawuru	115	new	caɲ	3
Ngayarta	Yindjibarndi	115	new	yiyaŋu	7
Paman	Yir Yoront	115	new	t̪eyn+	63
Wati	Yulparija	115	new	kuwaricanu	5
Central NSW	Yuwaalaraay	115	new	kuliyaːn	65
Thura-Yura	Adnyamathanha	116	night	yat̪awiʎca	25
Arandic	Alyawarr	116	night	iŋwəl	12
Arandic	Antekerrepenhe	116	night	iŋwe	12
Karnic	Arabana	116	night	woːgna	27
Kartu	Badimaya	116	night	maɹu	11
Western Nyulnyulan	Bardi	116	night	ŋuɹ	153
Paman	Barrow Point	116	night	an̪iːn	111
Waka-Kabi	Batyala	116	night	wuːɲt̪a	82
Maric	Bidyara-Gungabula	116	night	kunta	3
Ngumpin-Yapa	Bilinarra	116	night	niciŋkaɭa	23
Maric	Biri	116	night	ŋukun(ta	35
Bunuban	Bunuba	116	night	maːniŋka	145
Maningrida	Burarra	116	night	muɲa	151
Arandic	Central Anmatyerr	116	night	ŋwe	116
Yuin-Kuri	Darkinyung	116	night	mínnig	40
Yolngu	Dhangu	116	night	mun̪a	15
Yuin-Kuri	Dharawal	116	night	tapaɹa(ɲ)	40
Maric	Dharawala	116	night	kunta	3
Yuin-Kuri	Dharuk	116	night	ŋuwiŋ	42
Maric	Dharumbal	116	night	uru	78
Yolngu	Dhayyi	116	night	mun̪aku	26
Yuin-Kuri	Dhurga	116	night	t̪apuɹa	20
Karnic	Diyari	116	night	woŋani	64
Paman	Djabugay	116	night	yalukuli puka	13
Yolngu	Djinang	116	night	muɲi	18
Waka-Kabi	Duungidjawu	116	night	ŋoː	58
Dyirbalic	Dyirbal	116	night	cakun	100
Central NSW	Gamilaraay	116	night	ŋuɹu-billal	47
Maric	Gangulu	116	night	ŋukunta	35
Garrwan	Garrwa	116	night	ŋiɲmantur	123
Bandjalangic	Githabul	116	night	ŋaluː	109
Yolngu	Golpa	116	night	mun̪a	15
Bunuban	Gooniyandi	116	night	moːŋa	145
Maric	Gugu-Badhun	116	night	kuntɑ	3
Yolngu	Gumatj	116	night	ɲina-ɲina	15
Gumbaynggiric	Gumbaynggir	116	night	ŋuːnmar	59
Maric	Gunggari	116	night	kuntaŋ	3
Yolngu	Gupapuyngu	116	night	mun̪a	15
Ngumpin-Yapa	Gurindji	116	night	ŋici	21
Maric	Guwamu	116	night	ŋuːn	110
Thura-Yura	Guyani	116	night	wilca	25
Jaminjungan	Jaminjung	116	night	miʈaŋ	146
Ngumpin-Yapa	Jaru	116	night	ŋupara	32
Kanyara-Mantharta	Jiwarli	116	night	kaʈacu	53
Marrngu	Karajarri	116	night	ŋatuɹa	7
Ngayarta	Kariyarra	116	night	t̪unt̪uka	29
Wati	Kartujarra	116	night	muŋacara	12
Thura-Yura	Kaurna	116	night	ŋulti	31
Paman	Koko-Bera	116	night	ŋalbáɲ	62
Paman	Kugu Nganhcara	116	night	aku ŋun̪can	67
NorthernIsolate	Kukatj	116	night	ŋulkankiɹic	36
Wati	Kukatja	116	night	waɹuru	12
Karnic	Kungadutyi	116	night	ŋawu	58
Paman	Kunjen	116	night	elmin̪	112
Ngayarta	Kurrama	116	night	waruŋka	6
Paman	Kuuku-Ya’u	116	night	ŋulku	72
Kartu	Malgana	116	night	maɹu	11
Yardli	Malyangapa	116	night	ŋawu	80
Maric	Margany	116	night	ngona	66
Wati	Martu Wangka	116	night	yupuɲcu	12
Kulin	Mathi-Mathi	116	night	pyaŋɹi	79
Mayi	Mayi-Kulan	116	night	ŋula	82
Mayi	Mayi-Yapi	116	night	ŋula	36
Paman	Mbabaram	116	night	goːndunga	3
Paman	Mbakwithi	116	night	mbruyi	97
Mirniny	Mirniny	116	night	ŋupu	92
Ngumpin-Yapa	Mudburra	116	night	purulaɭa	23
Muruwaric	Muruwari	116	night	yuriɲ	103
Thura-Yura	Narrungga	116	night	wilca	28
Karnic	Ngamini	116	night	woŋamu	83
Ngumpin-Yapa	Ngardily	116	night	muŋa	12
Wororan	Ngarinyin	116	night	wuntuku minti	148
Ngumpin-Yapa	Ngarinyman	116	night	ŋici	30
Ngayarta	Ngarla	116	night	worokuʈy	6
Ngayarta	Ngarluma	116	night	t̪untoː	10
Lower Murray	Ngarrindjeri	116	night	ŋendi	39
Central NSW	Ngiyambaa	116	night	ŋåwapa	47
Kartu	Nhanta	116	night	maɹu	11
Paman	Ntra’ngith	116	night	mbʀuy	97
Thura-Yura	Nukunu	116	night	wiltaya	133
Marrngu	Nyangumarta	116	night	warukaʈi	6
Eastern Nyulnyulan	Nyikina	116	night	payin	8
Western Nyulnyulan	Nyulnyul	116	night	ŋimpir	147
Paakantyi	Paakantyi	116	night	tunka	107
Paman	Pakanh	116	night	patin	137
Ngayarta	Panyjima	116	night	waruŋaɭa	6
Thura-Yura	Parnkala	116	night	ŋupi	27
Kanyara-Mantharta	Payungu	116	night	kaʈakut̪a	53
Wati	Pintupi-Luritja	116	night	muŋa kuwari	12
Karnic	Pitta-Pitta	116	night	yumulu	56
Lower Murray	Pytu Reach	116	night	ŋendi	39
Yolngu	Ritharrngu	116	night	mun̪a	15
Kanyara-Mantharta	Thalanyji	116	night	kaʈacu	53
Yuin-Kuri	Thanggati	116	night	ŋunmar	40
Kanyara-Mantharta	Tharrgari	116	night	kaʈayita	53
Paman	Thaynakwith	116	night	mbɹuy	97
Paman	Umpila	116	night	ŋulku	77
Paman	Uradhi	116	night	ɟagula	43
Garrwan	Waanyi	116	night	paralaːla	124
Central NSW	Wailwan	116	night	ŋuɹåŋ	117
Kartu	Wajarri	116	night	ŋaʈu	76
Warluwaric	Wakaya	116	night	tutayiyet	73
Wati	Wangkajunga	116	night	muŋaŋka	12
Karnic	Wangkumara	116	night	ŋawuduku	58
Nyungar	Wardandi	116	night	ŋi kitalak	93
Dyirbalic	Wargamay	116	night	ŋulmuɹu	99
Ngumpin-Yapa	Warlmanpa	116	night	yakaɭu	12
Ngumpin-Yapa	Warlpiri	116	night	wuːʎ[pa]	12
Warluwaric	Warluwarra	116	night	cuwala	65
Wati	Warnman	116	night	payin	8
Kanyara-Mantharta	Warriyangga	116	night	kaʈacu	53
WestVictoria	Warrnambool	116	night	toɹiyoɲ	115
Warumungic	Warumungu	116	night	tappiɲ	19
Maric	Warungu	116	night	ŋuɹukun	3
Nyungar	Watjuk	116	night	mundeɭoːk	22
Kulin	Wemba-Wemba	116	night	puɹiɲ	63
Arandic	Western Arrarnta	116	night	iŋwe	12
Paman	Wik-Ngathan	116	night	ŋut	154
Central NSW	Wiradjuri	116	night	ŋuɹåŋ	50
Thura-Yura	Wirangu	116	night	molt̪e	27
Wororan	Worrorra	116	night	muntukuma	148
Dyirbalic	Wulguru	116	night	ŋat̪i	85
Wororan	Wunambal	116	night	ˈwunduku	149
Kalkatungic	Yalarnnga	116	night	waɖha	48
Karnic	Yandruwandha	116	night	muri	33
Warluwaric	Yanyuwa	116	night	wuntuɹura	57
Karnic	Yarluyandi	116	night	palkaɹa	61
Eastern Nyulnyulan	Yawuru	116	night	ŋura	47
Paman	Yidiny	116	night	puka	13
Ngayarta	Yindjibarndi	116	night	waru	6
Kartu	Yingkarta	116	night	maroɹeː	11
Paman	Yir Yoront	116	night	t̪aluwn̪amn	113
Yotayotic	Yorta Yorta	116	night	tutamutal	44
Wati	Yulparija	116	night	yupuɲcu	12
Central NSW	Yuwaalaraay	116	night	puluwi	49
Thura-Yura	Adnyamathanha	117	no/not	ŋ-ŋ	24
Paman	Aghu-Tharrnggala	117	no/not	əɹay	77
Arandic	Alyawarr	117	no/not	araŋkw	49
Karnic	Arabana	117	no/not	wodlaŋa	27
Paman	Ayapathu	117	no/not	yaʔa	9
Kartu	Badimaya	117	no/not	wayi	2
Western Nyulnyulan	Bardi	117	no/not	aracina	129
Paman	Barrow Point	117	no/not	urkan̪t̪a	81
Waka-Kabi	Batyala	117	no/not	wakka	20
Maric	Bidyara-Gungabula	117	no/not	yunaɲ	26
Ngumpin-Yapa	Bilinarra	117	no/not	luwaɹa	22
Maric	Biri	117	no/not	kura	26
Bunuban	Bunuba	117	no/not	wumilay	140
Maningrida	Burarra	117	no/not	ŋika	113
Arandic	Central Anmatyerr	117	no/not	ica	54
Yuin-Kuri	Darkinyung	117	no/not	wáɹbai	40
Yolngu	Dhangu	117	no/not	yaka	9
Yuin-Kuri	Dharawal	117	no/not	ngayang	36
Maric	Dharawala	117	no/not	kaʈa	26
Yuin-Kuri	Dharuk	117	no/not	piyal	39
Maric	Dharumbal	117	no/not	t̪aɹum	21
Yolngu	Dhayyi	117	no/not	yaka	9
Yuin-Kuri	Dhurga	117	no/not	miɹa	62
Karnic	Diyari	117	no/not	watta	2
Paman	Djabugay	117	no/not	mayŋkal	58
Yolngu	Djinang	117	no/not	ŋiki	10
Waka-Kabi	Duungidjawu	117	no/not	waka	20
Dyirbalic	Dyirbal	117	no/not	yimpa	33
Central NSW	Gamilaraay	117	no/not	wiɹa	79
Maric	Gangulu	117	no/not	kaŋu	26
Garrwan	Garrwa	117	no/not	nawa	103
Bandjalangic	Githabul	117	no/not	yukum	2
Yolngu	Golpa	117	no/not	yaka	12
Bunuban	Gooniyandi	117	no/not	maŋari	3
Maric	Gugu-Badhun	117	no/not	n̪ɑwɑ ŋɑyɑ (…no	26
Yolngu	Gumatj	117	no/not	yaka	9
Gumbaynggiric	Gumbaynggir	117	no/not	piyakay	39
Yolngu	Gupapuyngu	117	no/not	yaka	9
Ngumpin-Yapa	Gurindji	117	no/not	waku	16
Maric	Guwamu	117	no/not	kaʈa	26
Thura-Yura	Guyani	117	no/not	muʈlo	47
Paman	Ikarranggal	117	no/not	ot̪oŋ	80
Jaminjungan	Jaminjung	117	no/not	ŋawu	131
Ngumpin-Yapa	Jaru	117	no/not	wakura	20
Kanyara-Mantharta	Jiwarli	117	no/not	ŋul̪a	15
Kalkatungic	Kalkatungu	117	no/not	ŋurku	43
Marrngu	Karajarri	117	no/not	cami	1
Ngayarta	Kariyarra	117	no/not	parantu	4
Wati	Kartujarra	117	no/not	yumu	37
Thura-Yura	Kaurna	117	no/not	yako	9
Arandic	Kaytetye	117	no/not	appi-ok-a	89
Paman	Koko-Bera	117	no/not	wədíy	86
Paman	Kugu Nganhcara	117	no/not	yaʔa	9
