ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
16406	Kumbainggar	kumb1268	MALE PERSON		caːɲbar	c aː ɲ b a r	T a H b a r	K V N P V R	C A N P A R	MALE PERSON:6832	6832	TaNbar	6558	MALE PERSON:6	3290
16409	Gupapuyngu	gupa1247	MALE PERSON		ɖiramu	ɖ i r a m u	d i r a m u	T V R V M V	T I R A M Y	MALE PERSON:6846	6846	diramu	6559	MALE PERSON:1	3269
16410	Gurindji	guri1247	MALE PERSON		mawun	m a w u n	m a w u n	M V W V N	M A W Y N	MALE PERSON:6771	6771	mawun	6560	MALE PERSON:4	3275
16413	Guyani	guya1249	MALE PERSON		t̪uɹa	t̪ u ɹ a	t u r a	T V R V	T Y R A	MALE PERSON:6787	6787	tura	6561	MALE PERSON:52	3273
16414	Sydney	sydn1236	MALE PERSON		diji	d i j i	d i y i	T V J V	T I J I	MALE PERSON:1	1	diyi	6562	MALE PERSON:57	3307
16415	Jaru	jaru1254	MALE PERSON		mawun	m a w u n	m a w u n	M V W V N	M A W Y N	MALE PERSON:6771	6771	mawun	6563	MALE PERSON:4	3275
16416	Jaru	jaru1254	MALE PERSON		maon	m a o n	m a o n	M V V N	M A U N	MALE PERSON:6771	6771	maon	6564	MALE PERSON:51	3275
16418	Djiwarli	djiw1241	MALE PERSON		maːcaɹa	m aː c a ɹ a	m a T a r a	M V K V R V	M A C A R A	MALE PERSON:6792	6792	maTara	6565	MALE PERSON:50	3268
16421	Kalkutung	kalk1246	MALE PERSON		juru	j u r u	y u r u	J V R V	J Y R Y	MALE PERSON:6787	6787	yuru	6566	MALE PERSON:49	3273
16422	Gamilaraay	gami1243	MALE PERSON		gulimuŋa	g u l i m u ŋ a	g u l i m u N a	K V R V M V N V	K Y L I M Y N A	MALE PERSON:6814	6814	gulimuNa	6567	MALE PERSON:53	3305
16423	Karadjeri	kara1476	MALE PERSON		dcando_maɹŋo	d c a n d o m a ɹ ŋ o	d T a n d o m a r N o	T K V N T V M V R N V	T C A N T U M A R N U	MALE PERSON:6776	6776	dTandomarNo	6568	MALE PERSON:48	3286
16428	Kaurna	kaur1267	MALE PERSON		meju	m e j u	m e y u	M V J V	M E J Y	MALE PERSON:6774	6774	meyu	6569	MALE PERSON:47	3270
16433	Kukatja	kuka1246	MALE PERSON		maɳti	m a ɳ t i	m a n t i	M V N T V	M A N T I	MALE PERSON:6796	6796	manti	6570	MALE PERSON:46	3268
16434	Kuku-Yalanji	kuku1273	MALE PERSON		diŋkaɹ	d i ŋ k a ɹ	d i N k a r	T V N K V R	T I N K A R	MALE PERSON:6763	6763	diNkar	6571	MALE PERSON:45	3287
16437	Gurdjar	gurd1238	MALE PERSON		kuaːβ	k u aː β	k u a b	K V V P	K Y A B	MALE PERSON:6841	6841	kuab	6572	MALE PERSON:44	3284
16438	Kuuku-Ya'u	kuuk1238	MALE PERSON		pama	p a m a	p a m a	P V M V	P A M A	MALE PERSON:6779	6779	pama	6573	MALE PERSON:11	3276
16440	Kala Lagaw Ya	kala1377	MALE PERSON		mabaeg	m a b a e g	m a b a e g	M V P V V K	M A P A E K	MALE PERSON:6762	6762	mabaeg	6574	MALE PERSON:43	3285
16441	Kala Lagaw Ya	kala1377	MALE PERSON		gaɹka	g a ɹ k a	g a r k a	K V R K V	K A R K A	MALE PERSON:6762	6762	garka	6575	MALE PERSON:42	3306
16446	Martu Wangka	mart1256	MALE PERSON		puntu	p u n t u	p u n t u	P V N T V	P Y N T Y	MALE PERSON:6783	6783	puntu	6576	MALE PERSON:41	3291
16465	Mudburra	mudb1240	MALE PERSON		ŋarka	ŋ a r k a	N a r k a	N V R K V	N A R K A	MALE PERSON:6772	6772	Narka	6577	MALE PERSON:3	3279
16467	Muruwari	muru1266	MALE PERSON		kun̪ankun̪an	k u n̪ a n k u n̪ a n	k u n a n k u n a n	K V N V N K V N V N	K Y N A N K Y N A N	MALE PERSON:6817	6817	kunankunan	6578	MALE PERSON:40	3292
16470	Ngaanyatjarra	ngaa1240	MALE PERSON		jaɳaŋu	j a ɳ a ŋ u	y a n a N u	J V N V N V	J A N A N Y	MALE PERSON:6838	6838	yanaNu	6579	MALE PERSON:39	3278
16471	Lower Riverland	lowe1402	MALE PERSON		pewi	p e w i	p e w i	P V W V	P E W I	MALE PERSON:6780	6780	pewi	6580	MALE PERSON:10	3288
16472	Ngamini	ngam1284	MALE PERSON		matida	m a t i d a	m a t i d a	M V T V T V	M A T I T A	MALE PERSON:6788	6788	matida	6581	MALE PERSON:38	3268
16475	Ngarinman	ngar1235	MALE PERSON		ŋumbin	ŋ u m b i n	N u m b i n	N V M P V N	N Y M P I N	MALE PERSON:6773	6773	Numbin	6582	MALE PERSON:37	3277
16477	Ngarluma	ngar1287	MALE PERSON		kaʈu	k a ʈ u	k a t u	K V T V	K A T Y	MALE PERSON:6768	6768	katu	6583	MALE PERSON:36	3271
16478	Narrinyeri	narr1259	MALE PERSON		kon	k o n	k o n	K V N	K U N	MALE PERSON:6778	6778	kon	6584	MALE PERSON:35	3274
16486	Northern Coastal Nyangumarta	nort2754	MALE PERSON		ɲampali	ɲ a m p a l i	H a m p a l i	N V M P V R V	N A M P A L I	MALE PERSON:6822	6822	Nampali	6585	MALE PERSON:34	3277
16487	Nyangumarta	nyan1301	MALE PERSON		marŋu	m a r ŋ u	m a r N u	M V R N V	M A R N Y	MALE PERSON:6776	6776	marNu	6586	MALE PERSON:33	3293
16488	Nyunga	nyun1247	MALE PERSON		ɲuŋa	ɲ u ŋ a	H u N a	N V N V	N Y N A	MALE PERSON:6770	6770	NuNa	6587	MALE PERSON:32	3278
16489	Paakantyi	darl1243	MALE PERSON		maɭi	m a ɭ i	m a L i	M V R V	M A L I	MALE PERSON:6769	6769	maLi	6588	MALE PERSON:9	3270
16492	Panytyima	pany1241	MALE PERSON		wiʈa	w i ʈ a	w i t a	W V T V	W I T A	MALE PERSON:6818	6818	wita	6589	MALE PERSON:31	3272
16493	Banggarla	bang1339	MALE PERSON		moːltapːa	m oː l t a pː a	m o l t a p a	M V R T V P V	M U L T A P A	MALE PERSON:6820	6820	moltapa	6590	MALE PERSON:30	3289
16494	Bayungu	bayu1240	MALE PERSON		malici	m a l i c i	m a l i T i	M V R V K V	M A L I C I	MALE PERSON:6786	6786	maliTi	6591	MALE PERSON:29	3270
16498	Pitjantjatjara	pitj1243	MALE PERSON		wati	w a t i	w a t i	W V T V	W A T I	MALE PERSON:6818	6818	wati	6592	MALE PERSON:2	3272
16499	Pitta Pitta	pitt1247	MALE PERSON		palku	p a l k u	p a l k u	P V R K V	P A L K Y	MALE PERSON:6791	6791	palku	6593	MALE PERSON:28	3294
16500	Ritarungo	rita1239	MALE PERSON		ɖaramu	ɖ a r a m u	d a r a m u	T V R V M V	T A R A M Y	MALE PERSON:6846	6846	daramu	6594	MALE PERSON:1	3269
16501	Dhalandji	dhal1245	MALE PERSON		maːt̪a	m aː t̪ a	m a t a	M V T V	M A T A	MALE PERSON:6792	6792	mata	6595	MALE PERSON:27	3268
16502	Dhargari	dhar1247	MALE PERSON		wal̪aŋu	w a l̪ a ŋ u	w a l a N u	W V R V N V	W A L A N Y	MALE PERSON:6836	6836	walaNu	6596	MALE PERSON:26	3282
16505	Wagaya	waga1260	MALE PERSON		ŋaru	ŋ a r u	N a r u	N V R V	N A R Y	MALE PERSON:6795	6795	Naru	6597	MALE PERSON:25	3296
16509	Ngura	ngur1261	MALE PERSON		kaɳa	k a ɳ a	k a n a	K V N V	K A N A	MALE PERSON:6778	6778	kana	6598	MALE PERSON:5	3274
16513	Warlpiri	warl1254	MALE PERSON		ŋarka	ŋ a r k a	N a r k a	N V R K V	N A R K A	MALE PERSON:6772	6772	Narka	6599	MALE PERSON:3	3279
16515	Wanman	wanm1242	MALE PERSON		kiʈa	k i ʈ a	k i t a	K V T V	K I T A	MALE PERSON:6812	6812	kita	6600	MALE PERSON:24	3271
16516	Wariyangga	wari1262	MALE PERSON		mant̪aʈa	m a n t̪ a ʈ a	m a n t a t a	M V N T V T V	M A N T A T A	MALE PERSON:1	1	mantata	6601	MALE PERSON:23	3268
16517	Warumungu	waru1265	MALE PERSON		kaʈti	k a ʈ t i	k a t t i	K V T T V	K A T T I	MALE PERSON:6768	6768	katti	6602	MALE PERSON:22	3297
16519	Wathawurrung	wath1238	MALE PERSON		wariŋgur_tanu	w a r i ŋ g u r t a n u	w a r i N g u r t a n u	W V R V N K V R T V N V	W A R I N K Y R T A N Y	MALE PERSON:6837	6837	wariNgurtanu	6603	MALE PERSON:21	3298
16524	Wik-Mungkan	wikm1247	MALE PERSON		pam_ŋotan	p a m ŋ o t a n	p a m N o t a n	P V M N V T V N	P A M N U T A N	MALE PERSON:6779	6779	pamNotan	6604	MALE PERSON:20	3299
16525	Wiradhuri	wira1262	MALE PERSON		bicar	b i c a r	b i T a r	P V K V R	P I C A R	MALE PERSON:6827	6827	biTar	6605	MALE PERSON:19	3276
16526	Wirangu-Nauo	wira1260	MALE PERSON		gaɖu	g a ɖ u	g a d u	K V T V	K A T Y	MALE PERSON:6768	6768	gadu	6606	MALE PERSON:18	3271
16532	Yan-nhangu	yann1237	MALE PERSON		ɖaramu	ɖ a r a m u	d a r a m u	T V R V M V	T A R A M Y	MALE PERSON:6846	6846	daramu	6607	MALE PERSON:1	3269
16533	Yandruwandha	yand1253	MALE PERSON		karu	k a r u	k a r u	K V R V	K A R Y	MALE PERSON:6768	6768	karu	6608	MALE PERSON:17	3300
16536	Yawarawarga	yawa1258	MALE PERSON		kaɭi	k a ɭ i	k a L i	K V R V	K A L I	MALE PERSON:6807	6807	kaLi	6609	MALE PERSON:16	3301
16537	Yawarawarga	yawa1258	MALE PERSON		pula	p u l a	p u l a	P V R V	P Y L A	MALE PERSON:6807	6807	pula	6610	MALE PERSON:15	3280
16539	Yindjibarndi	yind1247	MALE PERSON		biɹirimaɹu	b i ɹ i r i m a ɹ u	b i r i r i m a r u	P V R V R V M V R V	P I R I R I M A R Y	MALE PERSON:6808	6808	biririmaru	6611	MALE PERSON:14	3302
16542	Yorta Yorta	yort1237	MALE PERSON		enbena	e n b e n a	e n b e n a	V N P V N V	E N P E N A	MALE PERSON:6793	6793	enbena	6612	MALE PERSON:13	3303
16544	Yulparitja	yulp1238	MALE PERSON		wati	w a t i	w a t i	W V T V	W A T I	MALE PERSON:6818	6818	wati	6613	MALE PERSON:2	3272
16545	Yuwaalaraay	yuwa1242	MALE PERSON		beɹai	b e ɹ a i	b e r a i	P V R V V	P E R A I	MALE PERSON:6828	6828	berai	6614	MALE PERSON:12	3280
16727	Adnyamathanha	adny1235	MOON		viɹa	v i ɹ a	v i r a	W V R V	B I R A	MOON:6929	6929	vira	6615	MOON:1	3309
16729	Alyawarr	alya1239	MOON		alkent	a l k e n t	a l k e n t	V R K V N T	A L K E N T	MOON:6965	6965	alkent	6616	MOON:50	3320
16731	Arabana	arab1267	MOON		ŋaɹkani	ŋ a ɹ k a n i	N a r k a n i	N V R K V N V	N A R K A N I	MOON:6963	6963	Narkani	6617	MOON:49	3315
16735	Yugambeh-Bandjalang	band1339	MOON		giboːm	g i b oː m	g i b o m	K V P V M	K I P U M	MOON:6956	6956	gibom	6618	MOON:48	3342
16745	Dhangu	dhan1270	MOON		ŋaɭindi	ŋ a ɭ i n d i	N a L i n d i	N V R V N T V	N A L I N T I	MOON:6924	6924	NaLindi	6619	MOON:47	3321
16747	Sydney	sydn1236	MOON		jilːak	j i lː a k	y i l a k	J V R V K	J I L A K	MOON:6947	6947	yilak	6620	MOON:44	3313
16752	Dhuwal	dhuw1249	MOON		wirmu	w i r m u	w i r m u	W V R M V	W I R M Y	MOON:6931	6931	wirmu	6621	MOON:7	3319
16754	Dieri	dier1241	MOON		piɹa	p i ɹ a	p i r a	P V R V	P I R A	MOON:6929	6929	pira	6622	MOON:1	3309
16755	Dyaabugay	dyaa1242	MOON		gindan	g i n d a n	g i n d a n	K V N T V N	K I N T A N	MOON:6932	6932	gindan	6623	MOON:4	3311
16756	Djambarrpuyngu	djam1256	MOON		wirmu	w i r m u	w i r m u	W V R M V	W I R M Y	MOON:6931	6931	wirmu	6624	MOON:7	3319
16758	Djinang	djin1253	MOON		guɭurwi	g u ɭ u r w i	g u L u r w i	K V R V R W V	K Y L Y R W I	MOON:6919	6919	guLurwi	6625	MOON:43	3325
16763	Gamilaraay	gami1243	MOON		gilaj	g i l a j	g i l a y	K V R V J	K I L A J	MOON:6959	6959	gilay	6626	MOON:5	3313
16769	Kumbainggar	kumb1268	MOON		giːdaɲ	g iː d a ɲ	g i d a H	K V T V N	K I T A N	MOON:6923	6923	gidaN	6627	MOON:4	3311
16774	Gupapuyngu	gupa1247	MOON		walmuɖa	w a l m u ɖ a	w a l m u d a	W V R M V T V	W A L M Y T A	MOON:6930	6930	walmuda	6628	MOON:42	3344
16775	Gurindji	guri1247	MOON		cakiliŋ	c a k i l i ŋ	T a k i l i N	K V K V R V N	C A K I L I N	MOON:6995	6995	TakiliN	6629	MOON:41	3323
16778	Guyani	guya1249	MOON		pira	p i r a	p i r a	P V R V	P I R A	MOON:6929	6929	pira	6630	MOON:1	3309
16779	Sydney	sydn1236	MOON		anaɖa	a n a ɖ a	a n a d a	V N V T V	A N A T A	MOON:6950	6950	anada	6631	MOON:46	3312
16780	Jaru	jaru1254	MOON		ginda	g i n d a	g i n d a	K V N T V	K I N T A	MOON:6932	6932	ginda	6632	MOON:4	3311
16782	Djiwarli	djiw1241	MOON		wiɭara	w i ɭ a r a	w i L a r a	W V R V R V	W I L A R A	MOON:6966	6966	wiLara	6633	MOON:2	3310
16784	Kalkutung	kalk1246	MOON		t̪un̪t̪al	t̪ u n̪ t̪ a l	t u n t a l	T V N T V R	T Y N T A L	MOON:6920	6920	tuntal	6634	MOON:40	3327
16785	Gamilaraay	gami1243	MOON		gilːe	g i lː e	g i l e	K V R V	K I L E	MOON:6959	6959	gile	6635	MOON:45	3313
16786	Karadjeri	kara1476	MOON		kiriʈi	k i r i ʈ i	k i r i t i	K V R V T V	K I R I T I	MOON:6955	6955	kiriti	6636	MOON:39	3324
16790	Kartujarra	kart1247	MOON		paɲal	p a ɲ a l	p a H a l	P V N V R	P A N A L	MOON:6915	6915	paNal	6637	MOON:3	3312
16793	Kaurna	kaur1267	MOON		piki	p i k i	p i k i	P V K V	P I K I	MOON:6933	6933	piki	6638	MOON:38	3328
16799	Kukatja	kuka1246	MOON		jakaɳ	j a k a ɳ	y a k a n	J V K V N	J A K A N	MOON:6995	6995	yakan	6639	MOON:37	3316
16800	Kuku-Yalanji	kuku1273	MOON		kica	k i c a	k i T a	K V K V	K I C A	MOON:6923	6923	kiTa	6640	MOON:36	3329
16806	Gurdjar	gurd1238	MOON		lkeːn	l k eː n	l k e n	R K V N	L K E N	MOON:6987	6987	lken	6641	MOON:35	3322
16807	Kuuku-Ya'u	kuuk1238	MOON		tawaj	t a w a j	t a w a y	T V W V J	T A W A J	MOON:6958	6958	taway	6642	MOON:11	3330
16809	Kala Lagaw Ya	kala1377	MOON		kisal	k i s a l	k i s a l	K V S V R	K I S A L	MOON:6923	6923	kisal	6643	MOON:34	3326
16815	Margany	marg1253	MOON		gagaɖa	g a g a ɖ a	g a g a d a	K V K V T V	K A K A T A	MOON:6936	6936	gagada	6644	MOON:10	3311
16816	Martu Wangka	mart1256	MOON		paɲalpa	p a ɲ a l p a	p a H a l p a	P V N V R P V	P A N A L P A	MOON:6915	6915	paNalpa	6645	MOON:3	3312
16833	Mudburra	mudb1240	MOON		baɖaŋara	b a ɖ a ŋ a r a	b a d a N a r a	P V T V N V R V	P A T A N A R A	MOON:6927	6927	badaNara	6646	MOON:33	3312
16835	Muruwari	muru1266	MOON		kijan	k i j a n	k i y a n	K V J V N	K I J A N	MOON:6960	6960	kiyan	6647	MOON:32	3332
16838	Ngaanyatjarra	ngaa1240	MOON		kiɳaɹa	k i ɳ a ɹ a	k i n a r a	K V N V R V	K I N A R A	MOON:6988	6988	kinara	6648	MOON:6	3318
16839	Ngaanyatjarra	ngaa1240	MOON		kitciɭ	k i t c i ɭ	k i t T i L	K V T K V R	K I T C I L	MOON:6988	6988	kitTiL	6649	MOON:31	3343
16840	Ngaanyatjarra	ngaa1240	MOON		piɹa	p i ɹ a	p i r a	P V R V	P I R A	MOON:6988	6988	pira	6650	MOON:1	3309
16843	Lower Riverland	lowe1402	MOON		ɣucoŋ	ɣ u c o ŋ	x u T o N	K V K V N	G Y C U N	MOON:6923	6923	xuToN	6651	MOON:9	3331
16844	Ngamini	ngam1284	MOON		piɹa	p i ɹ a	p i r a	P V R V	P I R A	MOON:6929	6929	pira	6652	MOON:1	3309
16847	Ngarinman	ngar1235	MOON		giɲiwuɳ	g i ɲ i w u ɳ	g i H i w u n	K V N V W V N	K I N I W Y N	MOON:6928	6928	giNiwun	6653	MOON:30	3333
16849	Ngarluma	ngar1287	MOON		wilara	w i l a r a	w i l a r a	W V R V R V	W I L A R A	MOON:6966	6966	wilara	6654	MOON:2	3310
16850	Narrinyeri	narr1259	MOON		maka	m a k a	m a k a	M V K V	M A K A	MOON:6937	6937	maka	6655	MOON:29	3317
16858	Northern Coastal Nyangumarta	nort2754	MOON		taʈaʈa	t a ʈ a ʈ a	t a t a t a	T V T V T V	T A T A T A	MOON:6944	6944	tatata	6656	MOON:28	3334
16859	Nyamal	nyam1271	MOON		weːlːaɹa	w eː lː a ɹ a	w e l a r a	W V R V R V	W E L A R A	MOON:6966	6966	welara	6657	MOON:2	3310
16860	Nyangumarta	nyan1301	MOON		mucuŋu	m u c u ŋ u	m u T u N u	M V K V N V	M Y C Y N Y	MOON:6966	6966	muTuNu	6658	MOON:27	3335
16861	Nyunga	nyun1247	MOON		meːka	m eː k a	m e k a	M V K V	M E K A	MOON:6926	6926	meka	6659	MOON:26	3317
16862	Paakantyi	darl1243	MOON		baidcuga	b a i d c u g a	b a i d T u g a	P V V T K V K V	P A I T C Y K A	MOON:6917	6917	baidTuga	6660	MOON:8	3336
16865	Panytyima	pany1241	MOON		wiɭara	w i ɭ a r a	w i L a r a	W V R V R V	W I L A R A	MOON:6966	6966	wiLara	6661	MOON:2	3310
16866	Banggarla	bang1339	MOON		biaɹa	b i a ɹ a	b i a r a	P V V R V	P I A R A	MOON:6929	6929	biara	6662	MOON:1	3309
16867	Bayungu	bayu1240	MOON		wiɭara	w i ɭ a r a	w i L a r a	W V R V R V	W I L A R A	MOON:6966	6966	wiLara	6663	MOON:2	3310
16874	Pitjantjatjara	pitj1243	MOON		kinaɹa	k i n a ɹ a	k i n a r a	K V N V R V	K I N A R A	MOON:6988	6988	kinara	6664	MOON:6	3318
16875	Pitjantjatjara	pitj1243	MOON		piɹa	p i ɹ a	p i r a	P V R V	P I R A	MOON:6988	6988	pira	6665	MOON:1	3309
16876	Pitta Pitta	pitt1247	MOON		caŋi	c a ŋ i	T a N i	K V N V	C A N I	MOON:6971	6971	TaNi	6666	MOON:25	3314
16878	Ritarungo	rita1239	MOON		gulkija	g u l k i j a	g u l k i y a	K V R K V J V	K Y L K I J A	MOON:6918	6918	gulkiya	6667	MOON:24	3337
16879	Dhalandji	dhal1245	MOON		wiɭara	w i ɭ a r a	w i L a r a	W V R V R V	W I L A R A	MOON:6966	6966	wiLara	6668	MOON:2	3310
16880	Dhargari	dhar1247	MOON		wiɭara	w i ɭ a r a	w i L a r a	W V R V R V	W I L A R A	MOON:6966	6966	wiLara	6669	MOON:2	3310
16883	Wagaya	waga1260	MOON		ŋekʔal	ŋ e k ʔ a l	N e k 7 a l	N V K H V R	N E K H A L	MOON:6968	6968	Nek7al	6670	MOON:23	3338
16890	Ngura	ngur1261	MOON		mirkaɹiɲi	m i r k a ɹ i ɲ i	m i r k a r i H i	M V R K V R V N V	M I R K A R I N I	MOON:6951	6951	mirkariNi	6671	MOON:22	3315
16896	Warlpiri	warl1254	MOON		kiɳtaŋi	k i ɳ t a ŋ i	k i n t a N i	K V N T V N V	K I N T A N I	MOON:6922	6922	kintaNi	6672	MOON:21	3311
16898	Wanman	wanm1242	MOON		paɲalpa	p a ɲ a l p a	p a H a l p a	P V N V R P V	P A N A L P A	MOON:6915	6915	paNalpa	6673	MOON:3	3312
16899	Wariyangga	wari1262	MOON		curgiɖa	c u r g i ɖ a	T u r g i d a	K V R K V T V	C Y R K I T A	MOON:6985	6985	Turgida	6674	MOON:20	3311
16900	Warumungu	waru1265	MOON		kaɳkːa	k a ɳ kː a	k a n k a	K V N K V	K A N K A	MOON:6921	6921	kanka	6675	MOON:19	3339
16902	Wathawurrung	wath1238	MOON		jiɳ	j i ɳ	y i n	J V N	J I N	MOON:6940	6940	yin	6676	MOON:18	3316
16907	Wik-Mungkan	wikm1247	MOON		aːk_kepamij	aː k k e p a m i j	a k k e p a m i y	V K K V P V M V J	A K K E P A M I J	MOON:6964	6964	akkepamiy	6677	MOON:17	3340
16908	Wiradhuri	wira1262	MOON		giwaŋ	g i w a ŋ	g i w a N	K V W V N	K I W A N	MOON:6960	6960	giwaN	6678	MOON:16	3311
16909	Wirangu-Nauo	wira1260	MOON		biɹa	b i ɹ a	b i r a	P V R V	P I R A	MOON:6929	6929	bira	6679	MOON:1	3309
16915	Yan-nhangu	yann1237	MOON		ɹaŋu	ɹ a ŋ u	r a N u	R V N V	R A N Y	MOON:6916	6916	raNu	6680	MOON:15	3314
16916	Yandruwandha	yand1253	MOON		ɲaŋi	ɲ a ŋ i	H a N i	N V N V	N A N I	MOON:6938	6938	NaNi	6681	MOON:14	3314
16919	Yawarawarga	yawa1258	MOON		pira	p i r a	p i r a	P V R V	P I R A	MOON:6929	6929	pira	6682	MOON:1	3309
16921	Yindjibarndi	yind1247	MOON		wilara	w i l a r a	w i l a r a	W V R V R V	W I L A R A	MOON:6966	6966	wilara	6683	MOON:2	3310
16925	Yorta Yorta	yort1237	MOON		juri	j u r i	y u r i	J V R V	J Y R I	MOON:6949	6949	yuri	6684	MOON:13	3341
16927	Yulparitja	yulp1238	MOON		paɲal	p a ɲ a l	p a H a l	P V N V R	P A N A L	MOON:6915	6915	paNal	6685	MOON:3	3312
16928	Yuwaalaraay	yuwa1242	MOON		baːluː	b aː l uː	b a l u	P V R V	P A L Y	MOON:6962	6962	balu	6686	MOON:12	3309
16929	Yuwaalaraay	yuwa1242	MOON		gilaj	g i l a j	g i l a y	K V R V J	K I L A J	MOON:6962	6962	gilay	6687	MOON:5	3313
16930	Adnyamathanha	adny1235	MOSQUITO		un̪d̪i	u n̪ d̪ i	u n d i	V N T V	Y N T I	MOSQUITO:6999	6999	undi	6688	MOSQUITO:51	3346
16931	Alyawarr	alya1239	MOSQUITO		aheɲ	a h e ɲ	a h e H	V H V N	A H E N	MOSQUITO:7036	7036	aheN	6689	MOSQUITO:55	3349
16932	Arabana	arab1267	MOSQUITO		iwinca	i w i n c a	i w i n T a	V W V N K V	I W I N C A	MOSQUITO:7036	7036	iwinTa	6690	MOSQUITO:50	3381
16936	Yugambeh-Bandjalang	band1339	MOSQUITO		munduɹa	m u n d u ɹ a	m u n d u r a	M V N T V R V	M Y N T Y R A	MOSQUITO:7070	7070	mundura	6691	MOSQUITO:11	3371
16945	Dhangu	dhan1270	MOSQUITO		gaɳamu	g a ɳ a m u	g a n a m u	K V N V M V	K A N A M Y	MOSQUITO:7072	7072	ganamu	6692	MOSQUITO:3	3345
16947	Sydney	sydn1236	MOSQUITO		dcouɹa	d c o u ɹ a	d T o u r a	T K V V R V	T C U Y R A	MOSQUITO:7019	7019	dToura	6693	MOSQUITO:10	3355
16952	Dhuwal	dhuw1249	MOSQUITO		gaɳamu	g a ɳ a m u	g a n a m u	K V N V M V	K A N A M Y	MOSQUITO:7072	7072	ganamu	6694	MOSQUITO:3	3345
16954	Dieri	dier1241	MOSQUITO		kun̪t̪i	k u n̪ t̪ i	k u n t i	K V N T V	K Y N T I	MOSQUITO:6999	6999	kunti	6695	MOSQUITO:2	3346
16955	Dyaabugay	dyaa1242	MOSQUITO		ŋugun	ŋ u g u n	N u g u n	N V K V N	N Y K Y N	MOSQUITO:7051	7051	Nugun	6696	MOSQUITO:54	3382
16956	Djambarrpuyngu	djam1256	MOSQUITO		gaɳamu	g a ɳ a m u	g a n a m u	K V N V M V	K A N A M Y	MOSQUITO:7072	7072	ganamu	6697	MOSQUITO:3	3345
16958	Djinang	djin1253	MOSQUITO		gaɳaŋara	g a ɳ a ŋ a r a	g a n a N a r a	K V N V N V R V	K A N A N A R A	MOSQUITO:7004	7004	ganaNara	6698	MOSQUITO:48	3345
16962	Gamilaraay	gami1243	MOSQUITO		moːŋin	m oː ŋ i n	m o N i n	M V N V N	M U N I N	MOSQUITO:7021	7021	moNin	6699	MOSQUITO:5	3349
16968	Kumbainggar	kumb1268	MOSQUITO		guɹaː	g u ɹ aː	g u r a	K V R V	K Y R A	MOSQUITO:7032	7032	gura	6700	MOSQUITO:47	3380
16973	Gupapuyngu	gupa1247	MOSQUITO		gaɳamu	g a ɳ a m u	g a n a m u	K V N V M V	K A N A M Y	MOSQUITO:7072	7072	ganamu	6701	MOSQUITO:3	3345
16974	Gurindji	guri1247	MOSQUITO		kinaɭi	k i n a ɭ i	k i n a L i	K V N V R V	K I N A L I	MOSQUITO:7002	7002	kinaLi	6702	MOSQUITO:46	3345
16977	Guyani	guya1249	MOSQUITO		kuɭikuɭi	k u ɭ i k u ɭ i	k u L i k u L i	K V R V K V R V	K Y L I K Y L I	MOSQUITO:7073	7073	kuLikuLi	6703	MOSQUITO:53	3356
16978	Sydney	sydn1236	MOSQUITO		djuɹa	d j u ɹ a	d y u r a	T J V R V	T J Y R A	MOSQUITO:1	1	dyura	6704	MOSQUITO:49	3355
16979	Jaru	jaru1254	MOSQUITO		giwili	g i w i l i	g i w i l i	K V W V R V	K I W I L I	MOSQUITO:7006	7006	giwili	6705	MOSQUITO:45	3347
16981	Djiwarli	djiw1241	MOSQUITO		kuɭubuju	k u ɭ u b u j u	k u L u b u y u	K V R V P V J V	K Y L Y P Y J Y	MOSQUITO:7025	7025	kuLubuyu	6706	MOSQUITO:7	3352
16982	Kalkutung	kalk1246	MOSQUITO		mikaː	m i k aː	m i k a	M V K V	M I K A	MOSQUITO:7024	7024	mika	6707	MOSQUITO:52	3354
16983	Gamilaraay	gami1243	MOSQUITO		muŋin	m u ŋ i n	m u N i n	M V N V N	M Y N I N	MOSQUITO:7021	7021	muNin	6708	MOSQUITO:5	3349
16984	Karadjeri	kara1476	MOSQUITO		ŋiːgaɹano	ŋ iː g a ɹ a n o	N i g a r a n o	N V K V R V N V	N I K A R A N U	MOSQUITO:7026	7026	Nigarano	6709	MOSQUITO:9	3353
16988	Kartujarra	kart1247	MOSQUITO		kimiɹikiɲ	k i m i ɹ i k i ɲ	k i m i r i k i H	K V M V R V K V N	K I M I R I K I N	MOSQUITO:7016	7016	kimirikiN	6710	MOSQUITO:4	3348
16991	Kaurna	kaur1267	MOSQUITO		kuntipaice	k u n t i p a i c e	k u n t i p a i T e	K V N T V P V V K V	K Y N T I P A I C E	MOSQUITO:6999	6999	kuntipaiTe	6711	MOSQUITO:44	3379
16995	Kukatja	kuka1246	MOSQUITO		gʷili	gʷ i l i	g i l i	K V R V	K I L I	MOSQUITO:7065	7065	gili	6712	MOSQUITO:43	3347
16996	Kuku-Yalanji	kuku1273	MOSQUITO		kumu	k u m u	k u m u	K V M V	K Y M Y	MOSQUITO:7059	7059	kumu	6713	MOSQUITO:42	3345
17002	Gurdjar	gurd1238	MOSQUITO		ŋoːl	ŋ oː l	N o l	N V R	N U L	MOSQUITO:7060	7060	Nol	6714	MOSQUITO:41	3377
