ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
8267	NORWEGIAN_RIKSMAL	nor	moon		ˈmòːnə	ˈm òː n ə	m o n I	M V N V	M U N E	moon:A	1075	mon3	4775	moon:1	1217
8268	STAVANGERSK		moon		ˈmòːnə	ˈm òː n ə	m o n I	M V N V	M U N E	moon:A	1075	mon3	4776	moon:1	1217
8269	OLD_SWEDISH		moon		ˈtuŋːel	ˈt u ŋː e l	t u N e l	T V N V R	T Y N E L	moon:G	1079	tuNel	4777	moon:4	1220
8270	OLD_SWEDISH		moon		ˈmaːne	ˈm aː n e	m a n e	M V N V	M A N E	moon:A	1075	mane	4778	moon:1	1217
8271	SWEDISH	swe	moon		ˈmòːnə	ˈm òː n ə	m o n I	M V N V	M U N E	moon:A	1075	mon3	4779	moon:1	1217
8272	ELFDALIAN	qov	moon		tʉ́ŋgɛl	t ʉ́ ŋ g ɛ l	t I N g E l	T V N K V R	T Y N K E L	moon:G	1079	t3NgEl	4780	moon:4	1220
8273	DANISH	dan	moon		ˈmɔːnə	ˈm ɔː n ə	m o n I	M V N V	M U N E	moon:A	1075	mon3	4781	moon:1	1217
8274	DANISH_FJOLDE		moon		moan	m oa n	m o n	M V N	M U N	moon:A	1075	mon	4782	moon:1	1217
8275	GUTNISH_LAU		moon		ˈmɑːnɛ	ˈm ɑː n ɛ	m o n E	M V N V	M A N E	moon:A	1075	monE	4783	moon:1	1217
8276	DUTCH	nld	moon		man	m a n	m a n	M V N	M A N	moon:A	1075	man	4784	moon:1	1217
8277	LATIN	lat	moon		ˈluːna	ˈl uː n a	l u n a	R V N V	L Y N A	moon:C	1076	luna	4785	moon:3	1219
8278	SPANISH	spa	moon		luna	l u n a	l u n a	R V N V	L Y N A	moon:C	1076	luna	4786	moon:3	1219
8279	FRENCH	fra	moon		lyn	l y n	l i n	R V N	L Y N	moon:C	1076	lin	4787	moon:7	1219
8280	OLD_IRISH	sga	moon		e:ske	e: s k e	e s k e	V S K V	E S K E	moon:F	1078	eske	4788	moon:6	1223
8070	ANCIENT_GREEK	grc	mother		mɛ́ːtɛːr	m ɛ́ː t ɛː r	m E t E r	M V T V R	M E T E R	mother:A	1084	mEtEr	4789	mother:2	1226
8071	GREEK	ell	mother		miˈte̞ra	m i ˈt e̞ r a	m i t e r a	M V T V R V	M I T E R A	mother:A	1084	mitera	4790	mother:2	1226
8075	OSSETIC_IRON	oss	mother		mad	m a d	m a d	M V T	M A T	mother:A	1084	mad	4791	mother:4	1226
8076	OSSETIC_DIGOR	oss	mother		madɐ	m a d ɐ	m a d a	M V T V	M A T E	mother:A	1084	mada	4792	mother:4	1226
8077	ORIYA	ori	mother		maa	m aa	m a	M V	M A	mother:A	1084	ma	4793	mother:5	1226
8078	ORIYA	ori	mother		bou	b ou	b o	P V	P U	mother:H	1086	bo	4794	mother:6	1228
8080	URDU	urd	mother		mɑ̃	m ɑ̃	m o	M V	M A	mother:A	1084	mo	4795	mother:5	1226
8081	MARATHI	mar	mother		ai:	ai:	a	V	A	mother:F	1085	a	4796	mother:7	1227
8082	OLD_CHURCH_SLAVONIC	chu	mother		mɑti	m ɑ t i	m o t i	M V T V	M A T I	mother:A	1084	moti	4797	mother:1	1226
8083	SERBO-CROATIAN	srp	mother		ˈmâːjka	ˈm âː j k a	m a y k a	M V J K V	M A J K A	mother:A	1084	mayka	4798	mother:1	1226
8084	BULGARIAN	bul	mother		ˈmajkə	ˈm a j k ə	m a y k I	M V J K V	M A J K E	mother:A	1084	mayk3	4799	mother:1	1226
8085	MACEDONIAN	mkd	mother		ˈmajka	ˈm a j k a	m a y k a	M V J K V	M A J K A	mother:A	1084	mayka	4800	mother:1	1226
8086	RUSSIAN	rus	mother		matʲ	m a tʲ	m a t	M V T	M A T	mother:A	1084	mat	4801	mother:1	1226
8087	POLISH	pol	mother		ˈmatka	ˈm a t k a	m a t k a	M V T K V	M A T K A	mother:A	1084	matka	4802	mother:1	1226
8088	BELARUSIAN	bel	mother		ˈmatsʲi	ˈm a t sʲ i	m a t s i	M V T S V	M A T S I	mother:A	1084	matsi	4803	mother:1	1226
8089	UKRAINIAN	ukr	mother		ˈmatɪ	ˈm a t ɪ	m a t i	M V T V	M A T I	mother:A	1084	mati	4804	mother:1	1226
8090	SLOVAK	slk	mother		ˈmatka	ˈm a t k a	m a t k a	M V T K V	M A T K A	mother:A	1084	matka	4805	mother:1	1226
8091	CZECH	ces	mother		ˈmatka	ˈm a t k a	m a t k a	M V T K V	M A T K A	mother:A	1084	matka	4806	mother:1	1226
8092	SORBIAN_UPPER	hsb	mother		matʃ	m a t ʃ	m a t S	M V T S	M A T S	mother:A	1084	matS	4807	mother:1	1226
8093	SORBIAN_LOWER	dsb	mother		maɕ	m a ɕ	m a S	M V S	M A S	mother:A	1084	maS	4808	mother:1	1226
8094	SLOVENIAN	slv	mother		ˈmǎːti	ˈm ǎː t i	m a t i	M V T V	M A T I	mother:A	1084	mati	4809	mother:1	1226
8095	OLD_NORSE	non	mother		ˈmoːðir	ˈm oː ð i r	m o 8 i r	M V T V R	M U D I R	mother:A	1084	mo8ir	4810	mother:2	1226
8096	ICELANDIC	isl	mother		ˈmouːðɪr	ˈm ouː ð ɪ r	m o 8 i r	M V T V R	M U D I R	mother:A	1084	mo8ir	4811	mother:2	1226
8097	FAROESE	fao	mother		ˈmɔuːwɪɹ	ˈm ɔuː w ɪ ɹ	m o w i r	M V W V R	M U W I R	mother:A	1084	mowir	4812	mother:2	1226
8098	NORWEGIAN_RIKSMAL	nor	mother		muːɾ	m uː ɾ	m u r	M V R	M Y R	mother:A	1084	mur	4813	mother:3	1226
8099	STAVANGERSK		mother		muːʁ	m uː ʁ	m u G	M V R	M Y R	mother:A	1084	muG	4814	mother:3	1226
8100	OLD_SWEDISH		mother		ˈmoːðir	ˈm oː ð i r	m o 8 i r	M V T V R	M U D I R	mother:A	1084	mo8ir	4815	mother:2	1226
8101	SWEDISH	swe	mother		muːr	m uː r	m u r	M V R	M Y R	mother:A	1084	mur	4816	mother:3	1226
8102	SWEDISH	swe	mother		ˈmù:dər	ˈm uː d ə r	m u d I r	M V T V R	M Y T E R	mother:A	1084	mud3r	4817	mother:2	1226
8103	ELFDALIAN	qov	mother		ˈmʉ̀ːnɑ	ˈm ʉ̀ː n ɑ	m I n o	M V N V	M Y N A	mother:A	1084	m3no	4818	mother:8	1226
8104	DANISH	dan	mother		moɐ̯	m oɐ̯	m o	M V	M U	mother:A	1084	mo	4819	mother:5	1226
8105	DANISH_FJOLDE		mother		muoɹ	m uo ɹ	m u r	M V R	M Y R	mother:A	1084	mur	4820	mother:3	1226
8106	GUTNISH_LAU		mother		mour	m ou r	m o r	M V R	M U R	mother:A	1084	mor	4821	mother:3	1226
8107	ENGLISH	eng	mother		mʌðə	m ʌ ð ə	m o 8 I	M V T V	M E D E	mother:A	1084	mo83	4822	mother:2	1226
8109	DUTCH	nld	mother		mudər	m u d ə r	m u d I r	M V T V R	M Y T E R	mother:A	1084	mud3r	4823	mother:2	1226
8110	GERMAN	deu	mother		mʊtɐ	m ʊ t ɐ	m u t a	M V T V	M Y T E	mother:A	1084	muta	4824	mother:2	1226
8111	LATIN	lat	mother		ˈmaːter	ˈm aː t e r	m a t e r	M V T V R	M A T E R	mother:A	1084	mater	4825	mother:2	1226
8112	CATALAN	cat	mother		maɾə	m a ɾ ə	m a r I	M V R V	M A R E	mother:A	1084	mar3	4826	mother:4	1226
8113	PORTUGUESE	por	mother		mɐ̃i	m ɐ̃i	m a	M V	M E	mother:A	1084	ma	4827	mother:5	1226
8114	SPANISH	spa	mother		maðɾe	m a ð ɾ e	m a 8 r e	M V T R V	M A D R E	mother:A	1084	ma8re	4828	mother:4	1226
8115	FRENCH	fra	mother		mɛʀ	m ɛ ʀ	m E r	M V R	M E R	mother:A	1084	mEr	4829	mother:4	1226
8116	ITALIAN	ita	mother		madre	m a d r e	m a d r e	M V T R V	M A T R E	mother:A	1084	madre	4830	mother:4	1226
8117	OLD_IRISH	sga	mother		ma:θərʹ	m a: θ ə rʹ	m a 8 I r	M V T V R	M A D E R	mother:A	1084	ma83r	4831	mother:2	1226
7799	ANCIENT_GREEK	grc	mountain		óros	ó r o s	o r o s	V R V S	U R U S	mountain:G	1095	oros	4832	mountain:11	1244
7800	GREEK	ell	mountain		vuˈno̞	v u ˈn o̞	v u n o	W V N V	B Y N U	mountain:L	1097	vuno	4833	mountain:10	1236
7806	OSSETIC_IRON	oss	mountain		χoχ	χ o χ	G o G	K V K	G U G	mountain:Q	1101	GoG	4834	mountain:9	1234
7807	OSSETIC_DIGOR	oss	mountain		χʷɐnχ	χʷ ɐ n χ	G a n G	K V N K	G E N G	mountain:Q	1101	GanG	4835	mountain:9	1234
7809	ORIYA	ori	mountain		pɔrbɔtɔ	p ɔ r b ɔ t ɔ	p o r b o t o	P V R P V T V	P U R P U T U	mountain:E	1093	porboto	4836	mountain:7	1239
7810	BIHARI	mai	mountain		pəhar	p ə h a r	p I h a r	P V H V R	P E H A R	mountain:M	1098	p3har	4837	mountain:8	1235
7812	URDU	urd	mountain		pəhɑɽ	p ə h ɑ ɽ	p I h o r	P V H V R	P E H A R	mountain:M	1098	p3hor	4838	mountain:8	1235
7813	MARATHI	mar	mountain		pəɾwət	p ə ɾ w ə t	p I r w I t	P V R W V T	P E R W E T	mountain:E	1093	p3rw3t	4839	mountain:7	1237
7814	OLD_CHURCH_SLAVONIC	chu	mountain		gɔrɑ	g ɔ r ɑ	g o r o	K V R V	K U R A	mountain:A	1087	goro	4840	mountain:2	1230
7815	SERBO-CROATIAN	srp	mountain		ˈɡɔ̌ra	ˈɡ ɔ̌ r a	g o r a	K V R V	K U R A	mountain:A	1087	gora	4841	mountain:2	1230
7816	SERBO-CROATIAN	srp	mountain		plaˈnǐna	p l a ˈn ǐ n a	p l a n i n a	P R V N V N V	P L A N I N A	mountain:O	1099	planina	4842	mountain:5	1233
7817	BULGARIAN	bul	mountain		pɫəniˈna	p ɫ ə n i ˈn a	p l I n i n a	P R V N V N V	P L E N I N A	mountain:O	1099	pl3nina	4843	mountain:5	1233
7818	MACEDONIAN	mkd	mountain		ˈplanina	ˈp l a n i n a	p l a n i n a	P R V N V N V	P L A N I N A	mountain:O	1099	planina	4844	mountain:5	1233
7819	RUSSIAN	rus	mountain		gɔra	g ɔ r a	g o r a	K V R V	K U R A	mountain:A	1087	gora	4845	mountain:2	1230
7820	POLISH	pol	mountain		ˈɡura	ˈɡ u r a	g u r a	K V R V	K Y R A	mountain:A	1087	gura	4846	mountain:2	1230
7821	BELARUSIAN	bel	mountain		ɣaˈra	ɣ a ˈr a	x a r a	K V R V	G A R A	mountain:A	1087	xara	4847	mountain:2	1230
7822	UKRAINIAN	ukr	mountain		ɦɔˈra	ɦ ɔ ˈr a	h o r a	H V R V	H U R A	mountain:A	1087	hora	4848	mountain:2	1230
7823	SLOVAK	slk	mountain		vr̩x	v r̩ x	v r x	W R K	B R G	mountain:Ae	1090	vrx	4849	mountain:16	1240
7824	SLOVAK	slk	mountain		ˈkɔpɛts	ˈk ɔ p ɛ t s	k o p E t s	K V P V T S	K U P E T S	mountain:Af	1091	kopEts	4850	mountain:15	1242
7825	CZECH	ces	mountain		ˈɦɔra	ˈɦ ɔ r a	h o r a	H V R V	H U R A	mountain:A	1087	hora	4851	mountain:2	1230
7826	SORBIAN_UPPER	hsb	mountain		ˈhɔʀa	ˈh ɔ ʀ a	h o r a	H V R V	H U R A	mountain:A	1087	hora	4852	mountain:2	1230
7827	SORBIAN_LOWER	dsb	mountain		ˈɡɘ̟ra	ˈɡ ɘ̟ r a	g I r a	K V R V	K E R A	mountain:A	1087	g3ra	4853	mountain:2	1230
7828	SLOVENIAN	slv	mountain		ˈɡɔ̌ːra	ˈɡ ɔ̌ː r a	g o r a	K V R V	K U R A	mountain:A	1087	gora	4854	mountain:2	1230
7829	OLD_NORSE	non	mountain		berɡ	b e r ɡ	b e r g	P V R K	P E R K	mountain:B	1092	berg	4855	mountain:1	1229
7830	OLD_NORSE	non	mountain		fjalː	f j a lː	f y a l	P J V R	B J A L	mountain:P	1100	fyal	4856	mountain:3	1231
7831	ICELANDIC	isl	mountain		fjad̥l	f j a d̥ l	f y a d l	P J V T R	B J A T L	mountain:P	1100	fyadl	4857	mountain:3	1231
7832	FAROESE	fao	mountain		b̥ɛɹɡ̊	b̥ ɛ ɹ ɡ̊	b E r g	P V R K	P E R K	mountain:B	1092	bErg	4858	mountain:1	1229
7833	FAROESE	fao	mountain		fjad̥l	f j a d̥ l	f y a d l	P J V T R	B J A T L	mountain:P	1100	fyadl	4859	mountain:3	1231
7834	NORWEGIAN_RIKSMAL	nor	mountain		bɛrɡ	b ɛ r ɡ	b E r g	P V R K	P E R K	mountain:B	1092	bErg	4860	mountain:1	1229
7835	NORWEGIAN_RIKSMAL	nor	mountain		fjɛlː	f j ɛ lː	f y E l	P J V R	B J E L	mountain:P	1100	fyEl	4861	mountain:3	1231
7836	STAVANGERSK		mountain		ˈfjɛdːl̩	ˈf j ɛ dː l̩	f y E d l	P J V T R	B J E T L	mountain:P	1100	fyEdl	4862	mountain:3	1231
7837	STAVANGERSK		mountain		baʁɡ	b a ʁ ɡ	b a G g	P V R K	P A R K	mountain:B	1092	baGg	4863	mountain:1	1229
7838	OLD_SWEDISH		mountain		fjælː	f j æ lː	f y E l	P J V R	B J E L	mountain:P	1100	fyEl	4864	mountain:3	1231
7839	OLD_SWEDISH		mountain		bjærɣ	b j æ r ɣ	b y E r x	P J V R K	P J E R G	mountain:B	1092	byErx	4865	mountain:1	1229
7840	SWEDISH	swe	mountain		fjɛlː	f j ɛ lː	f y E l	P J V R	B J E L	mountain:P	1100	fyEl	4866	mountain:3	1231
7841	SWEDISH	swe	mountain		bærj	b æ r j	b E r y	P V R J	P E R J	mountain:B	1092	bEry	4867	mountain:1	1229
7842	ELFDALIAN	qov	mountain		bjærː	b j æ rː	b y E r	P J V R	P J E R	mountain:B	1092	byEr	4868	mountain:3	1229
7843	DANISH	dan	mountain		ˈb̥jɛɐ̯ˀw	ˈb̥ j ɛɐ̯ˀ w	b y E w	P J V W	P J E W	mountain:B	1092	byEw	4869	mountain:1	1229
7844	DANISH	dan	mountain		fjɛlˀ	f j ɛ lˀ	f y E l	P J V R	B J E L	mountain:P	1100	fyEl	4870	mountain:3	1231
7845	DANISH_FJOLDE		mountain		ˈbjeɹəɹ	ˈb j e ɹ ə ɹ	b y e r I r	P J V R V R	P J E R E R	mountain:B	1092	byer3r	4871	mountain:1	1229
7846	GUTNISH_LAU		mountain		bjɛrɡ	b j ɛ r ɡ	b y E r g	P J V R K	P J E R K	mountain:B	1092	byErg	4872	mountain:1	1229
7847	ENGLISH	eng	mountain		maʊntɪn	m aʊ n t ɪ n	m a n t i n	M V N T V N	M A N T I N	mountain:F	1094	mantin	4873	mountain:4	1232
7849	DUTCH	nld	mountain		bɛrχ	b ɛ r χ	b E r G	P V R K	P E R G	mountain:B	1092	bErG	4874	mountain:1	1229
7850	GERMAN	deu	mountain		bɛrk	b ɛ r k	b E r k	P V R K	P E R K	mountain:B	1092	bErk	4875	mountain:1	1229
7851	LATIN	lat	mountain		moːns	m oː n s	m o n s	M V N S	M U N S	mountain:F	1094	mons	4876	mountain:6	1232
7852	CATALAN	cat	mountain		mon	m o n	m o n	M V N	M U N	mountain:F	1094	mon	4877	mountain:6	1232
7853	PORTUGUESE	por	mountain		mõˈtɐɲɐ	m õ ˈt ɐ ɲ ɐ	m o t a H a	M V T V N V	M U T E N E	mountain:F	1094	motaNa	4878	mountain:4	1232
7854	SPANISH	spa	mountain		montaɲa	m o n t a ɲ a	m o n t a H a	M V N T V N V	M U N T A N A	mountain:F	1094	montaNa	4879	mountain:4	1232
7855	FRENCH	fra	mountain		mɔ̃taɲ	m ɔ̃ t a ɲ	m o t a H	M V T V N	M U T A N	mountain:F	1094	motaN	4880	mountain:4	1232
7856	ITALIAN	ita	mountain		montaɲɲa	m o n t a ɲɲ a	m o n t a H a	M V N T V N V	M U N T A N A	mountain:F	1094	montaNa	4881	mountain:4	1232
7857	OLD_IRISH	sga	mountain		sʹlʹi:əβ	sʹ lʹ i:ə β	s l i b	S R V P	S L I B	mountain:H	1096	slib	4882	mountain:14	1238
7858	OLD_IRISH	sga	mountain		knok	k n o k	k n o k	K N V K	K N U K	mountain:Ab	1089	knok	4883	mountain:13	1241
7859	OLD_IRISH	sga	mountain		bʹenn	bʹ e nn	b e n	P V N	P E N	mountain:Aa	1088	ben	4884	mountain:12	1243
8448	ANCIENT_GREEK	grc	mouth		stóma	s t ó m a	s t o m a	S T V M V	S T U M A	mouth:J	1108	stoma	4885	mouth:6	1250
8449	GREEK	ell	mouth		ˈsto̞ma	ˈs t o̞ m a	s t o m a	S T V M V	S T U M A	mouth:J	1108	stoma	4886	mouth:6	1250
8453	OSSETIC_IRON	oss	mouth		kom	k o m	k o m	K V M	K U M	mouth:E	1103	kom	4887	mouth:5	1252
8454	OSSETIC_DIGOR	oss	mouth		kom	k o m	k o m	K V M	K U M	mouth:E	1103	kom	4888	mouth:5	1252
8456	ORIYA	ori	mouth		muhɔ̃	m u h ɔ̃	m u h o	M V H V	M Y H U	mouth:M	1110	muho	4889	mouth:9	1245
8457	ORIYA	ori	mouth		tuɳɖɔ	t u ɳ ɖ ɔ	t u n d o	T V N T V	T Y N T U	mouth:O	1111	tundo	4890	mouth:8	1251
8458	ORIYA	ori	mouth		paʈi	p a ʈ i	p a t i	P V T V	P A T I	mouth:S	1112	pati	4891	mouth:15	1255
8459	BIHARI	mai	mouth		mũh	m ũ h	m u h	M V H	M Y H	mouth:M	1110	muh	4892	mouth:9	1245
8461	URDU	urd	mouth		mʊ̃ʰ	m ʊ̃ʰ	m u	M V	M Y	mouth:M	1110	mu	4893	mouth:9	1245
8462	MARATHI	mar	mouth		tõɳɖ	t õ ɳ ɖ	t o n d	T V N T	T U N T	mouth:O	1111	tond	4894	mouth:8	1251
8463	OLD_CHURCH_SLAVONIC	chu	mouth		ustɑ	u s t ɑ	u s t o	V S T V	Y S T A	mouth:F	1104	usto	4895	mouth:2	1246
8464	SERBO-CROATIAN	srp	mouth		ˈǔːsta	ˈuː s t a	u s t a	V S T V	Y S T A	mouth:F	1104	usta	4896	mouth:2	1246
8465	BULGARIAN	bul	mouth		uˈsta	u ˈs t a	u s t a	V S T V	Y S T A	mouth:F	1104	usta	4897	mouth:2	1246
8466	MACEDONIAN	mkd	mouth		ˈusta	ˈu s t a	u s t a	V S T V	Y S T A	mouth:F	1104	usta	4898	mouth:2	1246
8467	RUSSIAN	rus	mouth		rɔt	r ɔ t	r o t	R V T	R U T	mouth:I	1107	rot	4899	mouth:4	1248
8468	POLISH	pol	mouth		usta	u s t a	u s t a	V S T V	Y S T A	mouth:F	1104	usta	4900	mouth:2	1246
8469	BELARUSIAN	bel	mouth		rɔt	r ɔ t	r o t	R V T	R U T	mouth:I	1107	rot	4901	mouth:4	1248
8470	UKRAINIAN	ukr	mouth		rɔt	r ɔ t	r o t	R V T	R U T	mouth:I	1107	rot	4902	mouth:4	1248
8471	SLOVAK	slk	mouth		ˈuːsta	ˈuː s t a	u s t a	V S T V	Y S T A	mouth:F	1104	usta	4903	mouth:2	1246
8472	CZECH	ces	mouth		ˈuːsta	ˈuː s t a	u s t a	V S T V	Y S T A	mouth:F	1104	usta	4904	mouth:2	1246
8473	SORBIAN_UPPER	hsb	mouth		ˈhuba	ˈh u b a	h u b a	H V P V	H Y P A	mouth:U	1113	huba	4905	mouth:7	1253
8474	SORBIAN_LOWER	dsb	mouth		ˈɡuba	ˈɡ u b a	g u b a	K V P V	K Y P A	mouth:U	1113	guba	4906	mouth:7	1253
8475	SLOVENIAN	slv	mouth		ˈǔːsta	ˈuː s t a	u s t a	V S T V	Y S T A	mouth:F	1104	usta	4907	mouth:2	1246
8476	OLD_NORSE	non	mouth		munːr	m u nː r	m u n r	M V N R	M Y N R	mouth:B	1102	munr	4908	mouth:1	1245
8477	ICELANDIC	isl	mouth		ˈmʏnːʏr	ˈm ʏ nː ʏ r	m i n i r	M V N V R	M Y N Y R	mouth:B	1102	minir	4909	mouth:1	1245
8478	FAROESE	fao	mouth		ˈmʊnːʊɹ	ˈm ʊ nː ʊ ɹ	m u n u r	M V N V R	M Y N Y R	mouth:B	1102	munur	4910	mouth:1	1245
8479	NORWEGIAN_RIKSMAL	nor	mouth		mʉnː	m ʉ nː	m I n	M V N	M Y N	mouth:B	1102	m3n	4911	mouth:1	1245
8480	STAVANGERSK		mouth		munː	m u nː	m u n	M V N	M Y N	mouth:B	1102	mun	4912	mouth:1	1245
8481	OLD_SWEDISH		mouth		ˈmunder	ˈm u n d e r	m u n d e r	M V N T V R	M Y N T E R	mouth:B	1102	munder	4913	mouth:1	1245
8482	SWEDISH	swe	mouth		mɵnː	m ɵ nː	m I n	M V N	M U N	mouth:B	1102	m3n	4914	mouth:1	1245
8483	ELFDALIAN	qov	mouth		mʉnː	m ʉ nː	m I n	M V N	M Y N	mouth:B	1102	m3n	4915	mouth:1	1245
8484	DANISH	dan	mouth		mɔnˀ	m ɔ nˀ	m o n	M V N	M U N	mouth:B	1102	mon	4916	mouth:1	1245
8485	DANISH_FJOLDE		mouth		monʲ	m o nʲ	m o n	M V N	M U N	mouth:B	1102	mon	4917	mouth:1	1245
8486	GUTNISH_LAU		mouth		munː	m u nː	m u n	M V N	M Y N	mouth:B	1102	mun	4918	mouth:1	1245
8487	ENGLISH	eng	mouth		maʊθ	m aʊ θ	m a 8	M V T	M A D	mouth:B	1102	ma8	4919	mouth:14	1245
8489	DUTCH	nld	mouth		mɔnt	m ɔ n t	m o n t	M V N T	M U N T	mouth:B	1102	mont	4920	mouth:1	1245
8490	GERMAN	deu	mouth		mʊnt	m ʊ n t	m u n t	M V N T	M Y N T	mouth:B	1102	munt	4921	mouth:1	1245
8491	LATIN	lat	mouth		oːs	oː s	o s	V S	U S	mouth:F	1104	os	4922	mouth:13	1249
8492	CATALAN	cat	mouth		ˈbokə	ˈb o k ə	b o k I	P V K V	P U K E	mouth:G	1105	bok3	4923	mouth:3	1247
8493	PORTUGUESE	por	mouth		ˈbokɐ	ˈb o k ɐ	b o k a	P V K V	P U K E	mouth:G	1105	boka	4924	mouth:3	1247
8494	SPANISH	spa	mouth		boka	b o k a	b o k a	P V K V	P U K A	mouth:G	1105	boka	4925	mouth:3	1247
8495	FRENCH	fra	mouth		buʃ	b u ʃ	b u S	P V S	P Y S	mouth:G	1105	buS	4926	mouth:12	1249
8496	ITALIAN	ita	mouth		bokka	b o kk a	b o k a	P V K V	P U K A	mouth:G	1105	boka	4927	mouth:3	1247
8497	OLD_IRISH	sga	mouth		bʹe:l	bʹ e: l	b e l	P V R	P E L	mouth:K	1109	bel	4928	mouth:11	1249
8498	OLD_IRISH	sga	mouth		gʹiun	gʹ iu n	g i n	K V N	K I N	mouth:H	1106	gin	4929	mouth:10	1254
466	ANCIENT_GREEK	grc	name		ónoma	ó n o m a	o n o m a	V N V M V	U N U M A	name:A	1114	onoma	4930	name:5	1256
467	GREEK	ell	name		ˈo̞no̞ˌma	ˈo̞ n o̞ ˌm a	o n o m a	V N V M V	U N U M A	name:A	1114	onoma	4931	name:5	1256
471	OSSETIC_IRON	oss	name		nom	n o m	n o m	N V M	N U M	name:A	1114	nom	4932	name:1	1256
472	OSSETIC_DIGOR	oss	name		nom	n o m	n o m	N V M	N U M	name:A	1114	nom	4933	name:1	1256
474	ORIYA	ori	name		namɔ	n a m ɔ	n a m o	N V M V	N A M U	name:A	1114	namo	4934	name:1	1256
475	BIHARI	mai	name		nam	n a m	n a m	N V M	N A M	name:A	1114	nam	4935	name:1	1258
477	URDU	urd	name		nɑm	n ɑ m	n o m	N V M	N A M	name:A	1114	nom	4936	name:1	1256
478	MARATHI	mar	name		naw	n a w	n a w	N V W	N A W	name:A	1114	naw	4937	name:6	1260
479	OLD_CHURCH_SLAVONIC	chu	name		imɛ̃	i m ɛ̃	i m E	V M V	I M E	name:A	1114	imE	4938	name:3	1257
480	SERBO-CROATIAN	srp	name		ˈîmɛ	ˈî m ɛ	i m E	V M V	I M E	name:A	1114	imE	4939	name:3	1257
481	BULGARIAN	bul	name		ˈimɘ	ˈi m ɘ	i m I	V M V	I M E	name:A	1114	im3	4940	name:3	1257
482	MACEDONIAN	mkd	name		ˈimɛ	ˈi m ɛ	i m E	V M V	I M E	name:A	1114	imE	4941	name:3	1257
483	RUSSIAN	rus	name		imʲa	i mʲ a	i m a	V M V	I M A	name:A	1114	ima	4942	name:3	1257
484	POLISH	pol	name		ˈimjɛɰ̃	ˈi m j ɛ ɰ̃	i m y E w	V M J V J	I M J E J	name:A	1114	imyEw	4943	name:3	1257
485	BELARUSIAN	bel	name		iˈmʲa	i ˈmʲ a	i m a	V M V	I M A	name:A	1114	ima	4944	name:3	1257
486	UKRAINIAN	ukr	name		iˈmja	i ˈm j a	i m y a	V M J V	I M J A	name:A	1114	imya	4945	name:3	1257
487	SLOVAK	slk	name		ˈmɛnɔ	ˈm ɛ n ɔ	m E n o	M V N V	M E N U	name:A	1114	mEno	4946	name:4	1257
488	CZECH	ces	name		ˈjmɛːnɔ	ˈj m ɛː n ɔ	y m E n o	J M V N V	J M E N U	name:A	1114	ymEno	4947	name:4	1257
489	SORBIAN_UPPER	hsb	name		ˈmĕɛnɔ	ˈm ĕɛ n ɔ	m e n o	M V N V	M E N U	name:A	1114	meno	4948	name:4	1257
490	SORBIAN_LOWER	dsb	name		mɪ	m ɪ	m i	M V	M I	name:A	1114	mi	4949	name:7	1257
491	SLOVENIAN	slv	name		iˈmêː	i ˈm êː	i m e	V M V	I M E	name:A	1114	ime	4950	name:3	1257
492	OLD_NORSE	non	name		nafn	n a f n	n a f n	N V P N	N A B N	name:A	1114	nafn	4951	name:2	1258
493	ICELANDIC	isl	name		napn	n a p n	n a p n	N V P N	N A P N	name:A	1114	napn	4952	name:2	1258
494	FAROESE	fao	name		naun	n au n	n a n	N V N	N A N	name:A	1114	nan	4953	name:2	1258
495	NORWEGIAN_RIKSMAL	nor	name		naʋn	n a ʋ n	n a w n	N V W N	N A W N	name:A	1114	nawn	4954	name:2	1258
496	STAVANGERSK		name		naʋn	n a ʋ n	n a w n	N V W N	N A W N	name:A	1114	nawn	4955	name:2	1258
497	OLD_SWEDISH		name		nampn	n a m p n	n a m p n	N V M P N	N A M P N	name:A	1114	nampn	4956	name:2	1258
498	SWEDISH	swe	name		namn	n a m n	n a m n	N V M N	N A M N	name:A	1114	namn	4957	name:2	1258
499	ELFDALIAN	qov	name		ˈnɑ́mːɛn	ˈn ɑ́ mː ɛ n	n o m E n	N V M V N	N A M E N	name:A	1114	nomEn	4958	name:1	1256
500	DANISH	dan	name		nɑwˀn	n ɑ wˀ n	n o w n	N V W N	N A W N	name:A	1114	nown	4959	name:2	1258
501	DANISH_FJOLDE		name		nɑːwn	n ɑː w n	n o w n	N V W N	N A W N	name:A	1114	nown	4960	name:2	1258
502	GUTNISH_LAU		name		namn	n a m n	n a m n	N V M N	N A M N	name:A	1114	namn	4961	name:2	1258
503	ENGLISH	eng	name		neɪm	n eɪ m	n e m	N V M	N E M	name:A	1114	nem	4962	name:1	1256
505	DUTCH	nld	name		nam	n a m	n a m	N V M	N A M	name:A	1114	nam	4963	name:1	1256
506	GERMAN	deu	name		na:mə	n a: m ə	n a m I	N V M V	N A M E	name:A	1114	nam3	4964	name:1	1256
507	LATIN	lat	name		ˈnoːmen	ˈn oː m e n	n o m e n	N V M V N	N U M E N	name:A	1114	nomen	4965	name:1	1256
